"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Study accession",Location
rs2404340-<b>C</b>,"2 x 10-14",,0.5045999999999999,1.0270104,'-,'-,"EEF1GP4, NMD3","Morning person","chronotype measurement",GCST007565,3:161280514
rs13403127-<b>G</b>,"1 x 10-14",,0.6319,1.025641,'-,'-,CAMKMT,"Morning person","chronotype measurement",GCST007565,2:44489932
rs10070734-<b>C</b>,"5 x 10-14",,0.7089,1.025536,'-,'-,LINC00461,"Morning person","chronotype measurement",GCST007565,5:88644208
rs1579641-<b>A</b>,"7 x 10-15",,0.6595,1.0252,'-,'-,CAMKMT,"Morning person","chronotype measurement",GCST007565,2:44635000
rs2306061-<b>T</b>,"8 x 10-14",,0.496,1.0269,'-,'-,PPM1L,"Morning person","chronotype measurement",GCST007565,3:161069714
rs4729854-<b>T</b>,"4 x 10-36",,0.5299,1.0490978,'-,'-,"RASA4DP, FAM185A","Morning person","chronotype measurement",GCST007565,7:102743216
rs975025-<b>C</b>,"7 x 10-14",,0.9242,1.0487677,'-,'-,AXDND1,"Morning person","chronotype measurement",GCST007565,1:179369192
rs4882315-<b>C</b>,"7 x 10-36",,0.4929,1.0472301,'-,'-,AK6P2,"Morning person","chronotype measurement",GCST007565,12:38065104
rs11180986-<b>G</b>,"2 x 10-33",,0.4829,1.0454783,'-,'-,'-,"Morning person","chronotype measurement",GCST007565,12:37870684
rs11526064-<b>T</b>,"1 x 10-31",,0.5254,1.0450413,'-,'-,'-,"Morning person","chronotype measurement",GCST007565,12:34530740
rs8189580-<b>C</b>,"5 x 10-31",,0.44999999999999996,1.0444955,'-,'-,ZNF970P,"Morning person","chronotype measurement",GCST007565,12:37639662
rs56411893-<b>G</b>,"6 x 10-17",,0.15859999999999996,1.0441684,'-,'-,IP6K2,"Morning person","chronotype measurement",GCST007565,3:48732422
rs1283298-<b>G</b>,"2 x 10-31",,0.45009999999999994,1.0439503,'-,'-,'-,"Morning person","chronotype measurement",GCST007565,12:37753828
rs1421085-<b>C</b>,"5 x 10-32",,0.4065,1.0432968,'-,'-,FTO,"Morning person","chronotype measurement",GCST007565,16:53767042
rs7845620-<b>C</b>,"8 x 10-19",,0.16559999999999997,1.0425354,'-,'-,ST18,"Morning person","chronotype measurement",GCST007565,8:52216509
rs2048061-<b>C</b>,"4 x 10-28",,0.4062,1.0424267,'-,'-,'-,"Morning person","chronotype measurement",GCST007565,12:37473973
rs9705901-<b>C</b>,"7 x 10-28",,0.4081,1.0423181,'-,'-,'-,"Morning person","chronotype measurement",GCST007565,12:34423425
rs72720396-<b>G</b>,"4 x 10-21",,0.2259,1.0416667,'-,'-,"BARHL2, LINC02609","Morning person","chronotype measurement",GCST007565,1:90726025
rs57862683-<b>G</b>,"1 x 10-27",,0.5072,1.0409076,'-,'-,PLCL1,"Morning person","chronotype measurement",GCST007565,2:197882813
rs2236950-<b>C</b>,"2 x 10-16",,0.8258,1.0407994,'-,'-,CACNA2D2,"Morning person","chronotype measurement",GCST007565,3:50383123
rs7111582-<b>G</b>,"4 x 10-14",,0.10440000000000005,1.0403662,'-,'-,"ALKBH3, HSD17B12","Morning person","chronotype measurement",GCST007565,11:43871672
rs4394914-<b>G</b>,"1 x 10-27",,0.5054000000000001,1.0399334,'-,'-,'-,"Morning person","chronotype measurement",GCST007565,12:33684853
rs17604349-<b>G</b>,"3 x 10-19",,0.8152,1.0385294,'-,'-,"LINC01572, PMFBP1","Morning person","chronotype measurement",GCST007565,16:72176966
rs2550298-<b>C</b>,"6 x 10-26",,0.6189,1.0384216,'-,'-,GNAO1,"Morning person","chronotype measurement",GCST007565,16:56334057
rs17575798-<b>G</b>,"4 x 10-14",,0.8082,1.0379905,'-,'-,GPR61,"Morning person","chronotype measurement",GCST007565,1:109543829
rs267733-<b>G</b>,"2 x 10-14",,0.15910000000000002,1.0375596,'-,'-,ANXA9,"Morning person","chronotype measurement",GCST007565,1:150986360
rs2340688-<b>C</b>,"6 x 10-23",,0.47319999999999995,1.0369141,'-,'-,RFTN2,"Morning person","chronotype measurement",GCST007565,2:197573701
rs1468945-<b>G</b>,"6 x 10-16",,0.2148,1.0369141,'-,'-,DGKG,"Morning person","chronotype measurement",GCST007565,3:186272603
rs735459-<b>C</b>,"7 x 10-22",,0.3609,1.0369141,'-,'-,SLC26A5,"Morning person","chronotype measurement",GCST007565,7:103424359
rs79864120-<b>G</b>,"1 x 10-17",,0.7648,1.036162,'-,'-,MEF2C-AS1,"Morning person","chronotype measurement",GCST007565,5:88908895
rs787988-<b>C</b>,"8 x 10-21",,0.4423,1.0357327,'-,'-,"NPM1P46, ANKRD44","Morning person","chronotype measurement",GCST007565,2:197336078
rs3850174-<b>T</b>,"3 x 10-15",,0.7424999999999999,1.0348753,'-,'-,NCEH1,"Morning person","chronotype measurement",GCST007565,3:172646303
rs4269995-<b>C</b>,"6 x 10-20",,0.749,1.0345541,'-,'-,TMEM161B-AS1,"Morning person","chronotype measurement",GCST007565,5:88405406
rs72799142-<b>C</b>,"2 x 10-17",,0.28769999999999996,1.0345541,'-,'-,LINC01470,"Morning person","chronotype measurement",GCST007565,5:152721172
rs67988891-<b>G</b>,"2 x 10-18",,0.31789999999999996,1.0344471,'-,'-,LINC01470,"Morning person","chronotype measurement",GCST007565,5:152825181
rs12808544-<b>C</b>,"3 x 10-15",,0.7591,1.0344471,'-,'-,"ZFP91-CNTF, ZFP91","Morning person","chronotype measurement",GCST007565,11:58605748
rs2706762-<b>C</b>,"4 x 10-14",,0.8504,1.0341262,'-,'-,PCYOX1,"Morning person","chronotype measurement",GCST007565,2:70261338
rs6993892-<b>C</b>,"5 x 10-20",,0.38380000000000003,1.0339123,'-,'-,'-,"Morning person","chronotype measurement",GCST007565,8:33871682
rs7736377-<b>G</b>,"4 x 10-18",,0.3215,1.0338055,'-,'-,LINC01470,"Morning person","chronotype measurement",GCST007565,5:152930241
rs12541362-<b>T</b>,"4 x 10-19",,0.3405,1.0338055,'-,'-,VENTXP5,"Morning person","chronotype measurement",GCST007565,8:33727143
rs10916892-<b>C</b>,"5 x 10-19",,0.37970000000000004,1.0335917,'-,'-,EIF4G3,"Morning person","chronotype measurement",GCST007565,1:20874832
rs139911-<b>C</b>,"1 x 10-18",,0.42779999999999996,1.0333781,'-,'-,TNRC6B,"Morning person","chronotype measurement",GCST007565,22:40308048
rs4715491-<b>G</b>,"2 x 10-14",,0.22460000000000002,1.0332713,'-,'-,FAM83B,"Morning person","chronotype measurement",GCST007565,6:54899522
rs5467-<b>C</b>,"2 x 10-15",,0.7852,1.0331646,'-,'-,TXNL4B,"Morning person","chronotype measurement",GCST007565,16:72054381
rs1456038-<b>G</b>,"2 x 10-16",,0.469,1.0329511,'-,'-,"AVPR1A, HNRNPA1P69","Morning person","chronotype measurement",GCST007565,12:63236717
rs6846730-<b>C</b>,"3 x 10-14",,0.7646999999999999,1.0326312,'-,'-,HNRNPD,"Morning person","chronotype measurement",GCST007565,4:82357888
rs7925560-<b>G</b>,"1 x 10-13",,0.7688,1.0326312,'-,'-,"OR5B21, OR5B12","Morning person","chronotype measurement",GCST007565,11:58495563
rs7304278-<b>G</b>,"2 x 10-14",,0.7173,1.0320983,'-,'-,RFX4,"Morning person","chronotype measurement",GCST007565,12:106596137
rs12404954-<b>G</b>,"1 x 10-17",,0.3903,1.0314595,'-,'-,HP1BP3,"Morning person","chronotype measurement",GCST007565,1:20748234
rs6680486-<b>C</b>,"1 x 10-17",,0.40049999999999997,1.0313531,'-,'-,EIF4G3,"Morning person","chronotype measurement",GCST007565,1:20976281
rs6001817-<b>G</b>,"7 x 10-17",,0.4062,1.0313531,'-,'-,TNRC6B,"Morning person","chronotype measurement",GCST007565,22:40165755
rs12752290-<b>C</b>,"3 x 10-18",,0.4444,1.0311404,'-,'-,"EIF4G3, ECE1","Morning person","chronotype measurement",GCST007565,1:21208837
rs13011556-<b>G</b>,"1 x 10-13",,0.23760000000000003,1.0310341,'-,'-,"LINC01249, NPM1P48","Morning person","chronotype measurement",GCST007565,2:4604333
rs2731553-<b>C</b>,"2 x 10-14",,0.24350000000000005,1.0310341,'-,'-,ARHGAP15,"Morning person","chronotype measurement",GCST007565,2:143616372
rs7959983-<b>C</b>,"5 x 10-16",,0.40449999999999997,1.0310341,'-,'-,'-,"Morning person","chronotype measurement",GCST007565,12:90059201
rs9574021-<b>A</b>,"8 x 10-19",,0.98,1.1135,'-,'-,MYCBP2,"Morning person","chronotype measurement",GCST007565,13:77239199
rs9573980-<b>A</b>,"5 x 10-36",,0.9659,1.1311,'-,'-,"FBXL3, CLN5","Morning person","chronotype measurement",GCST007565,13:77016606
rs114769095-<b>C</b>,"1 x 10-27",,0.0242,1.1441,'-,'-,LINC02610,"Morning person","chronotype measurement",GCST007565,2:238231384
rs149611468-<b>T</b>,"6 x 10-15",,0.9888,1.146,'-,'-,"CAV3, RAD18","Morning person","chronotype measurement",GCST007565,3:8775737
rs112289739-<b>T</b>,"3 x 10-15",,0.0081,1.1503,'-,'-,RGS17,"Morning person","chronotype measurement",GCST007565,6:153129930
rs115807391-<b>A</b>,"2 x 10-14",,0.0067,1.1807,'-,'-,NMNAT2,"Morning person","chronotype measurement",GCST007565,1:183357633
rs183708046-<b>A</b>,"1 x 10-19",,0.0079,1.2066,'-,'-,LAMC2,"Morning person","chronotype measurement",GCST007565,1:183208749
rs76626729-<b>A</b>,"9 x 10-22",,0.0071,1.2286,'-,'-,CAMTA1,"Morning person","chronotype measurement",GCST007565,1:7684499
rs1144566-<b>T</b>,"2 x 10-95",,0.029,1.2442,'-,'-,RGS16,"Morning person","chronotype measurement",GCST007565,1:182600491
rs78743131-<b>T</b>,"1 x 10-28",,0.0084,1.2526,'-,'-,"LINC01688, NPL","Morning person","chronotype measurement",GCST007565,1:182752764
rs61963491-<b>A</b>,"4 x 10-19",,0.9931,1.254,'-,'-,MYCBP2,"Morning person","chronotype measurement",GCST007565,13:77370501
rs74340015-<b>T</b>,"7 x 10-30",,0.009,1.2624,'-,'-,RGSL1,"Morning person","chronotype measurement",GCST007565,1:182454446
rs142872577-<b>A</b>,"1 x 10-14",,0.0032,1.7468,'-,'-,CAMTA1,"Morning person","chronotype measurement",GCST007565,1:7562399
rs9479402-<b>C</b>,"4 x 10-33",,0.011700000000000044,1.2443334,'-,'-,LINC02840,Chronotype,"chronotype measurement",GCST007576,6:152814204
rs80271258-<b>C</b>,"4 x 10-43",,0.9156,1.0935179,'-,'-,"RNU6-234P, TRAF3IP1",Chronotype,"chronotype measurement",GCST007576,2:238402864
rs112201801-<b>C</b>,"1 x 10-10",,0.07089999999999996,1.0889279,'-,'-,LINC02008,Chronotype,"chronotype measurement",GCST007576,3:82542228
rs114848860-<b>T</b>,"1 x 10-13",,0.02629999999999999,1.0798261,'-,'-,"LINC02033, HSPD1P6",Chronotype,"chronotype measurement",GCST007576,3:36818003
rs115073088-<b>G</b>,"4 x 10-12",,0.025000000000000022,1.0784233,'-,'-,RABGAP1L,Chronotype,"chronotype measurement",GCST007576,1:174246720
rs28458909-<b>C</b>,"1 x 10-33",,0.8775,1.0727227,'-,'-,EXD3,Chronotype,"chronotype measurement",GCST007576,9:137362737
rs62553781-<b>C</b>,"1 x 10-12",,0.9671,1.0713291,'-,'-,'-,Chronotype,"chronotype measurement",GCST007576,9:74064861
rs12140153-<b>G</b>,"7 x 10-19",,0.9108,1.0622613,'-,'-,PATJ,Chronotype,"chronotype measurement",GCST007576,1:62114219
rs10254050-<b>G</b>,"4 x 10-29",,0.8095,1.0593971,'-,'-,MARK2P10,Chronotype,"chronotype measurement",GCST007576,7:96838765
rs113851554-<b>G</b>,"2 x 10-13",,0.9433,1.0554847,'-,'-,MEIS1,Chronotype,"chronotype measurement",GCST007576,2:66523432
rs71523448-<b>G</b>,"2 x 10-13",,0.9212,1.051166,'-,'-,NRG1,Chronotype,"chronotype measurement",GCST007576,8:31959977
rs11545787-<b>G</b>,"4 x 10-30",,0.7518,1.0510609,'-,'-,RASD1,Chronotype,"chronotype measurement",GCST007576,17:17494964
rs2055975-<b>A</b>,"6 x 10-15",,0.2912,1.0328,'-,'-,"ENSA, GOLPH3L","Morning person","chronotype measurement",GCST007565,1:150646156
rs10951325-<b>T</b>,"8 x 10-20",,0.6319,1.0328,'-,'-,PDE1C,"Morning person","chronotype measurement",GCST007565,7:32225933
rs12195792-<b>A</b>,"5 x 10-15",,0.2717,1.0329,'-,'-,EIF4EBP2P3,"Morning person","chronotype measurement",GCST007565,6:98257419
rs13208701-<b>A</b>,"6 x 10-19",,0.3534,1.0334,'-,'-,"FAM83B, HCRTR2","Morning person","chronotype measurement",GCST007565,6:55015670
rs2860457-<b>T</b>,"1 x 10-13",,0.7895,1.0336,'-,'-,'-,"Morning person","chronotype measurement",GCST007565,13:55435759
rs7429614-<b>T</b>,"2 x 10-19",,0.416,1.0337,'-,'-,ROBO2,"Morning person","chronotype measurement",GCST007565,3:77156287
rs1367233-<b>A</b>,"3 x 10-19",,0.7486,1.0339,'-,'-,TMEM161B-AS1,"Morning person","chronotype measurement",GCST007565,5:88301195
rs9381653-<b>A</b>,"2 x 10-15",,0.3003,1.0339,'-,'-,PHACTR1,"Morning person","chronotype measurement",GCST007565,6:13064164
rs35524253-<b>A</b>,"3 x 10-18",,0.3539,1.0339,'-,'-,CSMD1,"Morning person","chronotype measurement",GCST007565,8:4966086
rs4527088-<b>A</b>,"7 x 10-19",,0.5899,1.0341,'-,'-,'-,"Morning person","chronotype measurement",GCST007565,18:40439032
rs10742179-<b>A</b>,"3 x 10-15",,0.2627,1.0344,'-,'-,"BDNF-AS, LINC00678","Morning person","chronotype measurement",GCST007565,11:27628977
rs9597241-<b>A</b>,"9 x 10-14",,0.8106,1.0344,'-,'-,'-,"Morning person","chronotype measurement",GCST007565,13:55707137
rs7315607-<b>A</b>,"1 x 10-17",,0.3439,1.0346,'-,'-,LINC02406,"Morning person","chronotype measurement",GCST007565,12:39071889
rs2736208-<b>T</b>,"4 x 10-16",,0.239,1.035,'-,'-,TRPS1,"Morning person","chronotype measurement",GCST007565,8:115814018
rs9416744-<b>A</b>,"7 x 10-17",,0.2595,1.0351,'-,'-,BICC1,"Morning person","chronotype measurement",GCST007565,10:58808177
rs723427-<b>A</b>,"9 x 10-14",,0.182,1.0352,'-,'-,"NMUR2, LINC01933","Morning person","chronotype measurement",GCST007565,5:152316208
rs11924337-<b>C</b>,"3 x 10-16",,0.2707,1.0353,'-,'-,ROBO2,"Morning person","chronotype measurement",GCST007565,3:77272419
rs16939162-<b>A</b>,"1 x 10-14",,0.8304,1.0354,'-,'-,'-,"Morning person","chronotype measurement",GCST007565,8:75740921
rs10877962-<b>T</b>,"4 x 10-18",,0.4083,1.0354,'-,'-,"RSL24D1P5, AVPR1A","Morning person","chronotype measurement",GCST007565,12:63127132
rs10520176-<b>T</b>,"5 x 10-24",,0.4926,1.0358,'-,'-,"LRRTM4-AS1, LRRTM4","Morning person","chronotype measurement",GCST007565,2:76990184
rs7314943-<b>A</b>,"4 x 10-22",,0.5785,1.0359,'-,'-,"RNU6-400P, SYT10","Morning person","chronotype measurement",GCST007565,12:33523772
rs4958318-<b>T</b>,"7 x 10-18",,0.2853,1.036,'-,'-,LINC01470,"Morning person","chronotype measurement",GCST007565,5:152563493
rs10237162-<b>T</b>,"2 x 10-18",,0.7232,1.037,'-,'-,RNA5SP228,"Morning person","chronotype measurement",GCST007565,7:24045786
rs12969848-<b>T</b>,"1 x 10-21",,0.5313,1.037,'-,'-,'-,"Morning person","chronotype measurement",GCST007565,18:40572871
rs3731570-<b>T</b>,"3 x 10-23",,0.4737,1.0373,'-,'-,"RNU6-1029P, COQ10B","Morning person","chronotype measurement",GCST007565,2:197453059
rs712255-<b>A</b>,"1 x 10-13",,0.6212,1.0275,'-,'-,"FAM86B3P, PRAG1","Morning person","chronotype measurement",GCST007565,8:8262194
rs2979256-<b>T</b>,"9 x 10-14",,0.4476,1.0279,'-,'-,ERI1,"Morning person","chronotype measurement",GCST007565,8:9014200
rs1873958-<b>A</b>,"2 x 10-15",,0.4088,1.0279,'-,'-,ASB7,"Morning person","chronotype measurement",GCST007565,15:100607521
rs9347926-<b>A</b>,"1 x 10-13",,0.4407,1.0281,'-,'-,'-,"Morning person","chronotype measurement",GCST007565,6:164774517
rs1599374-<b>A</b>,"3 x 10-15",,0.5163,1.0285,'-,'-,NMD3,"Morning person","chronotype measurement",GCST007565,3:161173939
rs215639-<b>T</b>,"2 x 10-15",,0.6544,1.0287,'-,'-,PDE1C,"Morning person","chronotype measurement",GCST007565,7:32334027
rs2291589-<b>T</b>,"2 x 10-16",,0.6252,1.0288,'-,'-,EBLN3P,"Morning person","chronotype measurement",GCST007565,9:37079664
rs247929-<b>C</b>,"5 x 10-17",,0.5081,1.0291,'-,'-,ARID2,"Morning person","chronotype measurement",GCST007565,12:45901125
rs10953388-<b>T</b>,"2 x 10-14",,0.3726,1.0292,'-,'-,RELN,"Morning person","chronotype measurement",GCST007565,7:103545824
rs2553100-<b>A</b>,"3 x 10-14",,0.4115,1.0292,'-,'-,BRWD1P2,"Morning person","chronotype measurement",GCST007565,12:89879521
rs2916148-<b>A</b>,"3 x 10-14",,0.4522,1.0292,'-,'-,PITPNC1,"Morning person","chronotype measurement",GCST007565,17:67485993
rs308521-<b>T</b>,"4 x 10-17",,0.6039,1.0293,'-,'-,"ZCCHC7, LINC01627","Morning person","chronotype measurement",GCST007565,9:37367097
rs2910032-<b>T</b>,"6 x 10-14",,0.5185,1.0294,'-,'-,LINC01470,"Morning person","chronotype measurement",GCST007565,5:153160794
rs4842509-<b>T</b>,"1 x 10-14",,0.3976,1.0295,'-,'-,'-,"Morning person","chronotype measurement",GCST007565,12:90168240
rs6477309-<b>T</b>,"5 x 10-15",,0.6661,1.0301,'-,'-,PTPRD,"Morning person","chronotype measurement",GCST007565,9:8450638
rs2072727-<b>T</b>,"4 x 10-15",,0.4327,1.0302,'-,'-,PABPC1L,"Morning person","chronotype measurement",GCST007565,20:44910092
rs4739403-<b>A</b>,"2 x 10-16",,0.359,1.0304,'-,'-,'-,"Morning person","chronotype measurement",GCST007565,8:34089439
rs7459675-<b>A</b>,"2 x 10-16",,0.3789,1.0305,'-,'-,'-,"Morning person","chronotype measurement",GCST007565,8:33979579
rs1886205-<b>A</b>,"6 x 10-14",,0.7604,1.0307,'-,'-,GPC6,"Morning person","chronotype measurement",GCST007565,13:93409842
rs8044054-<b>T</b>,"7 x 10-17",,0.3878,1.0315,'-,'-,GNPATP,"Morning person","chronotype measurement",GCST007565,16:60594532
rs957163-<b>T</b>,"9 x 10-18",,0.3999,1.0316,'-,'-,EIF4G3,"Morning person","chronotype measurement",GCST007565,1:21089688
rs1929447-<b>A</b>,"6 x 10-19",,0.569,1.0317,'-,'-,LRRTM4,"Morning person","chronotype measurement",GCST007565,2:76881187
rs17448682-<b>T</b>,"3 x 10-16",,0.2339,1.0326,'-,'-,DDI2,"Morning person","chronotype measurement",GCST007565,1:15640218
rs6967481-<b>T</b>,"8 x 10-21",,0.5011,1.0326,'-,'-,"DDC, GRB10","Morning person","chronotype measurement",GCST007565,7:50575004
rs2737245-<b>T</b>,"3 x 10-17",,0.2748,1.0327,'-,'-,TRPS1,"Morning person","chronotype measurement",GCST007565,8:115646356
rs1843888-<b>A</b>,"2 x 10-43",,0.5433,1.052,'-,'-,ALG10B,"Morning person","chronotype measurement",GCST007565,12:38343508
rs62260798-<b>T</b>,"2 x 10-16",,0.0813,1.0527,'-,'-,GNAI2,"Morning person","chronotype measurement",GCST007565,3:50236846
rs12427164-<b>A</b>,"4 x 10-43",,0.5416,1.053,'-,'-,'-,"Morning person","chronotype measurement",GCST007565,12:38474975
rs79821347-<b>A</b>,"4 x 10-14",,0.0677,1.0539,'-,'-,CACNA2D2,"Morning person","chronotype measurement",GCST007565,3:50494404
rs116131939-<b>T</b>,"6 x 10-16",,0.0833,1.0543,'-,'-,NRXN1,"Morning person","chronotype measurement",GCST007565,2:50033268
rs12927162-<b>A</b>,"6 x 10-38",,0.7276,1.0544,'-,'-,CASC16,"Morning person","chronotype measurement",GCST007565,16:52651004
rs62261468-<b>T</b>,"5 x 10-14",,0.0715,1.0547,'-,'-,PFKFB4,"Morning person","chronotype measurement",GCST007565,3:48548762
rs62262466-<b>A</b>,"1 x 10-16",,0.0794,1.0555,'-,'-,ARIH2,"Morning person","chronotype measurement",GCST007565,3:48952211
rs62436127-<b>C</b>,"3 x 10-27",,0.162,1.0556,'-,'-,MTRF1L,"Morning person","chronotype measurement",GCST007565,6:152999483
rs17040190-<b>C</b>,"2 x 10-14",,0.0742,1.057,'-,'-,NRXN1,"Morning person","chronotype measurement",GCST007565,2:50203415
rs62260125-<b>T</b>,"1 x 10-13",,0.0617,1.0572,'-,'-,DOCK3,"Morning person","chronotype measurement",GCST007565,3:50688763
rs6797500-<b>A</b>,"3 x 10-18",,0.082,1.0577,'-,'-,CAMKV,"Morning person","chronotype measurement",GCST007565,3:49859185
rs62260771-<b>C</b>,"7 x 10-19",,0.0821,1.0585,'-,'-,SEMA3F-AS1,"Morning person","chronotype measurement",GCST007565,3:50128130
rs62259941-<b>A</b>,"1 x 10-17",,0.076,1.0594,'-,'-,RHOA,"Morning person","chronotype measurement",GCST007565,3:49377868
rs12636669-<b>T</b>,"5 x 10-19",,0.0801,1.0596,'-,'-,RBM6,"Morning person","chronotype measurement",GCST007565,3:49965890
rs184033703-<b>A</b>,"1 x 10-13",,0.0585,1.0607,'-,'-,"NDUFS1, INO80D","Morning person","chronotype measurement",GCST007565,2:206091414
rs35982802-<b>A</b>,"6 x 10-14",,0.0553,1.0607,'-,'-,"RNU6-1023P, KRASP1","Morning person","chronotype measurement",GCST007565,6:54781755
rs1061032-<b>T</b>,"2 x 10-23",,0.094,1.0634,'-,'-,VAMP2,"Morning person","chronotype measurement",GCST007565,17:8160765
rs12030598-<b>A</b>,"4 x 10-40",,0.1777,1.0635,'-,'-,AK5,"Morning person","chronotype measurement",GCST007565,1:77354442
rs77181415-<b>C</b>,"6 x 10-20",,0.0784,1.0642,'-,'-,PIGK,"Morning person","chronotype measurement",GCST007565,1:77124675
rs61773390-<b>T</b>,"5 x 10-41",,0.1931,1.065,'-,'-,PER3,"Morning person","chronotype measurement",GCST007565,1:7824465
rs2653349-<b>A</b>,"3 x 10-48",,0.2073,1.0679,'-,'-,HCRTR2,"Morning person","chronotype measurement",GCST007565,6:55277539
rs12040629-<b>A</b>,"5 x 10-45",,0.16,1.0713,'-,'-,"PIGK, AK5","Morning person","chronotype measurement",GCST007565,1:77239680
rs11032362-<b>A</b>,"1 x 10-27",,0.0937,1.0743,'-,'-,"CD59, FBXO3","Morning person","chronotype measurement",GCST007565,11:33737546
rs75120545-<b>T</b>,"7 x 10-17",,0.0319,1.0972,'-,'-,LRPPRC,"Morning person","chronotype measurement",GCST007565,2:44044357
rs138267314-<b>T</b>,"6 x 10-26",,0.0044999999999999485,1.3460763,'-,'-,"ERRFI1, U8","Morning person","chronotype measurement",GCST007565,1:8065431
rs141498473-<b>G</b>,"2 x 10-25",,0.008600000000000052,1.2434717,'-,'-,"LINC01344, RNU6-152P","Morning person","chronotype measurement",GCST007565,1:182325137
rs9479402-<b>C</b>,"4 x 10-33",,0.011700000000000044,1.2335019,'-,'-,LINC02840,"Morning person","chronotype measurement",GCST007565,6:152814204
rs186768855-<b>G</b>,"2 x 10-24",,0.008600000000000052,1.225941,'-,'-,SHCBP1L,"Morning person","chronotype measurement",GCST007565,1:182910881
rs191268001-<b>G</b>,"3 x 10-16",,0.007000000000000006,1.1954573,'-,'-,LINC01344,"Morning person","chronotype measurement",GCST007565,1:182123821
rs9573999-<b>C</b>,"1 x 10-18",,0.9802,1.1128422,'-,'-,"MYCBP2-AS1, MYCBP2","Morning person","chronotype measurement",GCST007565,13:77122121
rs140647239-<b>C</b>,"1 x 10-13",,0.01749999999999996,1.1053388,'-,'-,FBXL13,"Morning person","chronotype measurement",GCST007565,7:102995330
rs7795180-<b>C</b>,"3 x 10-23",,0.954,1.0938525,'-,'-,ALKBH4,"Morning person","chronotype measurement",GCST007565,7:102460731
rs80271258-<b>C</b>,"4 x 10-43",,0.9156,1.0913455,'-,'-,"RNU6-234P, TRAF3IP1","Morning person","chronotype measurement",GCST007565,2:238402864
rs114848860-<b>T</b>,"1 x 10-13",,0.02629999999999999,1.0876659,'-,'-,"LINC02033, HSPD1P6","Morning person","chronotype measurement",GCST007565,3:36818003
rs28458909-<b>C</b>,"1 x 10-33",,0.8775,1.0713521,'-,'-,EXD3,"Morning person","chronotype measurement",GCST007565,9:137362737
rs72993073-<b>G</b>,"8 x 10-36",,0.874,1.0690614,'-,'-,"ASB1, LINC01107","Morning person","chronotype measurement",GCST007565,2:238504284
rs11539148-<b>C</b>,"4 x 10-17",,0.0665,1.0623606,'-,'-,QARS1,"Morning person","chronotype measurement",GCST007565,3:49101377
rs112017743-<b>C</b>,"3 x 10-18",,0.07469999999999999,1.0608954,'-,'-,RNF123,"Morning person","chronotype measurement",GCST007565,3:49709137
rs62262670-<b>T</b>,"1 x 10-17",,0.07769999999999999,1.0590976,'-,'-,BSN,"Morning person","chronotype measurement",GCST007565,3:49608773
rs73228360-<b>C</b>,"1 x 10-13",,0.9258,1.0574179,'-,'-,SEM1,"Morning person","chronotype measurement",GCST007565,7:96736111
rs113851554-<b>G</b>,"2 x 10-13",,0.9433,1.0566356,'-,'-,MEIS1,"Morning person","chronotype measurement",GCST007565,2:66523432
rs10254050-<b>G</b>,"4 x 10-29",,0.8095,1.0563009,'-,'-,MARK2P10,"Morning person","chronotype measurement",GCST007565,7:96838765
rs12140153-<b>G</b>,"7 x 10-19",,0.9108,1.0558547,'-,'-,PATJ,"Morning person","chronotype measurement",GCST007565,1:62114219
rs7312879-<b>G</b>,"5 x 10-43",,0.5495,1.0521885,'-,'-,CPNE8,"Morning person","chronotype measurement",GCST007565,12:38756950
rs71523448-<b>G</b>,"2 x 10-13",,0.9212,1.0518565,'-,'-,NRG1,"Morning person","chronotype measurement",GCST007565,8:31959977
rs9964420-<b>C</b>,"2 x 10-37",,0.7017,1.049979,'-,'-,SEC11C,"Morning person","chronotype measurement",GCST007565,18:59156809
rs9381812-<b>G</b>,"1 x 10-33",,0.29490000000000005,1.0497586,'-,'-,PHACTR1,"Morning person","chronotype measurement",GCST007565,6:13183766
rs13203948-<b>C</b>,"8 x 10-16",,0.11019999999999996,1.0496484,'-,'-,"HMGCLL1, GFRAL","Morning person","chronotype measurement",GCST007565,6:55407146
rs11545787-<b>G</b>,"4 x 10-30",,0.7518,1.0495381,'-,'-,RASD1,"Morning person","chronotype measurement",GCST007565,17:17494964
rs9381812-<b>G</b>,"1 x 10-33",,0.29490000000000005,1.0507456,'-,'-,PHACTR1,Chronotype,"chronotype measurement",GCST007576,6:13183766
rs975025-<b>C</b>,"7 x 10-14",,0.9242,1.0502204,'-,'-,AXDND1,Chronotype,"chronotype measurement",GCST007576,1:179369192
rs9964420-<b>C</b>,"2 x 10-37",,0.7017,1.0500103,'-,'-,SEC11C,Chronotype,"chronotype measurement",GCST007576,18:59156809
rs4729854-<b>T</b>,"4 x 10-36",,0.5299,1.0496954,'-,'-,"RASA4DP, FAM185A",Chronotype,"chronotype measurement",GCST007576,7:102743216
rs7060620-<b>T</b>,"1 x 10-11",,0.18569999999999998,1.0458744,'-,'-,"GK4P, RNU6-587P",Chronotype,"chronotype measurement",GCST007576,X:101757875
rs62124718-<b>G</b>,"3 x 10-13",,0.10499999999999998,1.0457141,'-,'-,MIR3681HG,Chronotype,"chronotype measurement",GCST007576,2:12682869
