Variant and risk allele,P-value,P-value annotation,RAF,OR,Beta,CI,Mapped gene,Reported trait,Trait(s),Study accession,Location
rs11751920-<b>G</b>,5 x 10-9,,0.978246,'-,0.0605865 unit increase,[0.04-0.081],ILRUN,Bioavailable testosterone levels,testosterone measurement,GCST90012103,6:34688041
rs7454964-<b>T</b>,2 x 10-8,,0.428414,'-,0.0171983 unit increase,[0.011-0.023],GSTA11P,Bioavailable testosterone levels,testosterone measurement,GCST90012103,6:52863261
chr6:100108564-<b>T</b>,3 x 10-22,,0.453885,'-,0.0290588 unit increase,[0.023-0.035],'-,Bioavailable testosterone levels,testosterone measurement,GCST90012103,Mapping not available
rs9322822-<b>C</b>,2 x 10-52,,0.6785,'-,0.0487092 unit increase,[0.042-0.055],LIN28B-AS1,Bioavailable testosterone levels,testosterone measurement,GCST90012103,6:104921723
rs2184968-<b>C</b>,9 x 10-11,,0.451,'-,0.0202431 unit increase,[0.014-0.026],"MIR588, CENPW",Bioavailable testosterone levels,testosterone measurement,GCST90012103,6:126439848
rs71753454-<b>A</b>,4 x 10-8,,0.783939,'-,0.0201176 unit increase,[0.013-0.027],MED23,Bioavailable testosterone levels,testosterone measurement,GCST90012103,6:131608170
rs190930099-<b>G</b>,8 x 10-11,,0.005312,'-,0.134766 unit increase,[0.094-0.176],ESR1,Bioavailable testosterone levels,testosterone measurement,GCST90012103,6:151819441
rs112714881-<b>T</b>,7 x 10-9,,0.675274,'-,0.0187752 unit increase,[0.012-0.025],ESR1,Bioavailable testosterone levels,testosterone measurement,GCST90012103,6:152022816
rs9986829-<b>A</b>,3 x 10-76,,0.506865,'-,0.0556073 unit increase,[0.05-0.062],"GTF3AP5, DGKB",Bioavailable testosterone levels,testosterone measurement,GCST90012103,7:14979634
rs10279715-<b>A</b>,3 x 10-13,,0.537882,'-,0.0217388 unit increase,[0.016-0.028],SUGCT,Bioavailable testosterone levels,testosterone measurement,GCST90012103,7:40831336
rs1178947-<b>T</b>,6 x 10-10,,0.795651,'-,0.0238711 unit increase,[0.016-0.031],FZD9,Bioavailable testosterone levels,testosterone measurement,GCST90012103,7:73435848
chr7:78482336-<b>AG</b>,4 x 10-19,,0.963545,'-,0.0745995 unit increase,[0.057-0.092],'-,Bioavailable testosterone levels,testosterone measurement,GCST90012103,Mapping not available
rs55795858-<b>C</b>,2 x 10-8,,0.329414,'-,0.0179944 unit increase,[0.012-0.024],CNTNAP2,Bioavailable testosterone levels,testosterone measurement,GCST90012103,7:146426408
rs2631864-<b>G</b>,8 x 10-12,,0.103625,'-,0.0331054 unit increase,[0.023-0.043],'-,Bioavailable testosterone levels,testosterone measurement,GCST90012103,8:21254573
rs4872310-<b>G</b>,4 x 10-12,,0.752744,'-,0.0231059 unit increase,[0.016-0.03],DOCK5,Bioavailable testosterone levels,testosterone measurement,GCST90012103,8:25389665
rs4503095-<b>G</b>,2 x 10-8,,0.910348,'-,0.0300118 unit increase,[0.02-0.041],'-,Bioavailable testosterone levels,testosterone measurement,GCST90012103,8:34979839
rs4562360-<b>G</b>,4 x 10-20,,0.756947,'-,0.0323526 unit increase,[0.025-0.039],CHD7,Bioavailable testosterone levels,testosterone measurement,GCST90012103,8:60792258
rs71529289-<b>C</b>,2 x 10-25,,0.748102,'-,0.0359428 unit increase,[0.029-0.043],"PEX2, MIR3149",Bioavailable testosterone levels,testosterone measurement,GCST90012103,8:76967251
rs4483209-<b>T</b>,4 x 10-9,,0.471987,'-,0.0173447 unit increase,[0.011-0.023],SMARCA2,Bioavailable testosterone levels,testosterone measurement,GCST90012103,9:1960629
rs745486-<b>C</b>,1 x 10-10,,0.718603,'-,0.0213054 unit increase,[0.015-0.028],'-,Bioavailable testosterone levels,testosterone measurement,GCST90012103,9:11242155
rs10738700-<b>A</b>,6 x 10-11,,0.569364,'-,0.0204816 unit increase,[0.014-0.027],RMRPP5,Bioavailable testosterone levels,testosterone measurement,GCST90012103,9:24973799
rs912202-<b>C</b>,3 x 10-38,,0.343328,'-,0.0401986 unit increase,[0.034-0.046],RORB,Bioavailable testosterone levels,testosterone measurement,GCST90012103,9:74610687
rs2090409-<b>C</b>,2 x 10-21,,0.684057,'-,0.0309321 unit increase,[0.024-0.037],LINC01505,Bioavailable testosterone levels,testosterone measurement,GCST90012103,9:106204807
rs10982156-<b>A</b>,5 x 10-14,,0.069545,'-,0.0477036 unit increase,[0.035-0.06],ORM1,Bioavailable testosterone levels,testosterone measurement,GCST90012103,9:114325784
rs7872329-<b>A</b>,4 x 10-8,,0.688974,'-,0.0174383 unit increase,[0.011-0.024],IER5L,Bioavailable testosterone levels,testosterone measurement,GCST90012103,9:129193873
chr9:140774721-<b>C</b>,7 x 10-14,,0.489079,'-,0.0226393 unit increase,[0.017-0.029],'-,Bioavailable testosterone levels,testosterone measurement,GCST90012103,Mapping not available
rs7912521-<b>C</b>,6 x 10-94,,0.415588,'-,0.061199 unit increase,[0.055-0.067],LINC01515,Bioavailable testosterone levels,testosterone measurement,GCST90012103,10:65502331
rs796177770-<b>C</b>,2 x 10-9,,0.604117,'-,0.0193006 unit increase,[0.013-0.026],DNMBP,Bioavailable testosterone levels,testosterone measurement,GCST90012103,10:99987155
rs4919686-<b>A</b>,4 x 10-13,,0.710312,'-,0.0234107 unit increase,[0.017-0.03],"CYP17A1, WBP1L",Bioavailable testosterone levels,testosterone measurement,GCST90012103,10:102832492
rs7915430-<b>T</b>,1 x 10-8,,0.797851,'-,0.020841 unit increase,[0.013-0.028],SEC23IP,Bioavailable testosterone levels,testosterone measurement,GCST90012103,10:119900953
rs11389722-<b>G</b>,1 x 10-10,,0.512245,'-,0.0201825 unit increase,[0.014-0.026],KIF18A,Bioavailable testosterone levels,testosterone measurement,GCST90012103,11:28056162
rs62041532-<b>G</b>,2 x 10-10,,0.212619,'-,0.0233361 unit increase,[0.016-0.031],ZFHX3,Bioavailable testosterone levels,testosterone measurement,GCST90012103,16:73888820
rs545206972-<b>T</b>,4 x 10-43,,0.006796,'-,0.251792 unit increase,[0.21-0.29],MPDU1,Bioavailable testosterone levels,testosterone measurement,GCST90012103,17:7588013
rs1799941-<b>G</b>,8 x 10-23,,0.739015,'-,0.0339594 unit increase,[0.027-0.041],SHBG,Bioavailable testosterone levels,testosterone measurement,GCST90012103,17:7630105
rs58879558-<b>C</b>,2 x 10-9,,0.229892,'-,0.0225798 unit increase,[0.016-0.03],MAPT,Bioavailable testosterone levels,testosterone measurement,GCST90012103,17:46018101
rs8076703-<b>C</b>,1 x 10-12,,0.295865,'-,0.0238709 unit increase,[0.017-0.03],'-,Bioavailable testosterone levels,testosterone measurement,GCST90012103,17:77616561
rs2668776-<b>C</b>,2 x 10-22,,0.469281,'-,0.0292238 unit increase,[0.023-0.035],SKOR2,Bioavailable testosterone levels,testosterone measurement,GCST90012103,18:47223994
chr19:48369728-<b>A</b>,2 x 10-11,,0.853181,'-,0.0283277 unit increase,[0.02-0.037],'-,Bioavailable testosterone levels,testosterone measurement,GCST90012103,Mapping not available
rs6521-<b>C</b>,1 x 10-10,,0.567219,'-,0.0193524 unit increase,[0.013-0.025],LHB,Bioavailable testosterone levels,testosterone measurement,GCST90012103,19:49016616
rs2327121-<b>C</b>,1 x 10-8,,0.65709,'-,0.0181409 unit increase,[0.012-0.024],PLCB1,Bioavailable testosterone levels,testosterone measurement,GCST90012103,20:8897603
rs7265992-<b>G</b>,4 x 10-16,,0.821159,'-,0.0317217 unit increase,[0.024-0.04],GSS,Bioavailable testosterone levels,testosterone measurement,GCST90012103,20:34937604
chr22:31358580-<b>C</b>,5 x 10-8,,0.346402,'-,0.0180736 unit increase,[0.012-0.024],'-,Bioavailable testosterone levels,testosterone measurement,GCST90012103,Mapping not available
rs11703376-<b>T</b>,6 x 10-32,,0.269662,'-,0.0396526 unit increase,[0.033-0.046],RPL35P8,Bioavailable testosterone levels,testosterone measurement,GCST90012103,22:49282787
rs111386834-<b>C</b>,3 x 10-670,,0.267793,'-,0.1322 unit increase,[0.13-0.14],"NOLC1P1, ANAPC15P1",Bioavailable testosterone levels,testosterone measurement,GCST90012103,X:8938654
rs138271349-<b>T</b>,6 x 10-9,,0.049893,'-,0.0284812 unit increase,[0.019-0.038],ARHGAP6,Bioavailable testosterone levels,testosterone measurement,GCST90012103,X:11191064
rs1034948-<b>G</b>,4 x 10-9,,0.867117,'-,0.0183286 unit increase,[0.012-0.024],NR0B1,Bioavailable testosterone levels,testosterone measurement,GCST90012103,X:30313232
rs5915287-<b>G</b>,1 x 10-8,,0.391313,'-,0.0123973 unit increase,[0.008-0.0167],SHROOM4,Bioavailable testosterone levels,testosterone measurement,GCST90012103,X:50629904
rs140498714-<b>C</b>,2 x 10-8,,0.98271,'-,0.0544025 unit increase,[0.035-0.074],IQSEC2,Bioavailable testosterone levels,testosterone measurement,GCST90012103,X:53288098
chrX:54424009-<b>CT</b>,5 x 10-10,,0.911678,'-,0.0273383 unit increase,[0.018-0.036],'-,Bioavailable testosterone levels,testosterone measurement,GCST90012103,Mapping not available
rs5913997-<b>G</b>,9 x 10-90,,0.195949,'-,0.0526047 unit increase,[0.047-0.058],NBDY,Bioavailable testosterone levels,testosterone measurement,GCST90012103,X:56789308
rs146225865-<b>G</b>,3 x 10-25,,0.986815,'-,0.0943468 unit increase,[0.076-0.113],HNRNPDP1,Bioavailable testosterone levels,testosterone measurement,GCST90012103,X:64045132
rs73221538-<b>C</b>,2 x 10-67,,0.877361,'-,0.055959 unit increase,[0.05-0.062],"RNU6-394P, EDA2R",Bioavailable testosterone levels,testosterone measurement,GCST90012103,X:66663841
rs776715248-<b>C</b>,2 x 10-73,,0.001318,'-,0.647573 unit increase,[0.58-0.72],AR,Bioavailable testosterone levels,testosterone measurement,GCST90012103,X:67700337
rs147676232-<b>C</b>,2 x 10-11,,0.9869,'-,0.0674853 unit increase,[0.047-0.088],STARD8,Bioavailable testosterone levels,testosterone measurement,GCST90012103,X:68712800
rs6616174-<b>G</b>,2 x 10-12,,0.358776,'-,0.0157969 unit increase,[0.011-0.02],SYTL4,Bioavailable testosterone levels,testosterone measurement,GCST90012103,X:100691828
rs41306249-<b>T</b>,2 x 10-16,,0.954089,'-,0.0417541 unit increase,[0.032-0.052],RTL9,Bioavailable testosterone levels,testosterone measurement,GCST90012103,X:110454215
rs11919691-<b>A</b>,3 x 10-10,,0.620351,'-,0.0132684 unit increase,[0.0092-0.0173],'-,Bioavailable testosterone levels,testosterone measurement,GCST90012104,3:86733432
rs11425772-<b>C</b>,1 x 10-8,,0.229005,'-,0.0150199 unit increase,[0.0098-0.0202],C3orf38,Bioavailable testosterone levels,testosterone measurement,GCST90012104,3:88168727
chr3:135900763-<b>A</b>,1 x 10-23,,0.700993,'-,0.0220267 unit increase,[0.018-0.026],'-,Bioavailable testosterone levels,testosterone measurement,GCST90012104,Mapping not available
rs7626226-<b>C</b>,4 x 10-10,,0.532424,'-,0.0124214 unit increase,[0.0085-0.0163],CEP70,Bioavailable testosterone levels,testosterone measurement,GCST90012104,3:138515734
rs7610095-<b>G</b>,2 x 10-15,,0.548475,'-,0.0160018 unit increase,[0.012-0.02],MBNL1,Bioavailable testosterone levels,testosterone measurement,GCST90012104,3:152317848
rs13108218-<b>G</b>,2 x 10-17,,0.617072,'-,0.0176657 unit increase,[0.014-0.022],'-,Bioavailable testosterone levels,testosterone measurement,GCST90012104,Mapping not available
rs7679843-<b>G</b>,2 x 10-11,,0.095386,'-,0.0235565 unit increase,[0.017-0.03],"RNU6-420P, KCNIP4",Bioavailable testosterone levels,testosterone measurement,GCST90012104,4:22026456
rs55644315-<b>G</b>,3 x 10-16,,0.551285,'-,0.0162315 unit increase,[0.012-0.02],UGT2B7,Bioavailable testosterone levels,testosterone measurement,GCST90012104,4:69080054
rs6854749-<b>T</b>,4 x 10-9,,0.200696,'-,0.0144127 unit increase,[0.0096-0.0193],AFF1,Bioavailable testosterone levels,testosterone measurement,GCST90012104,4:87047646
rs188539658-<b>C</b>,3 x 10-11,,0.983799,'-,0.0532722 unit increase,[0.037-0.069],"MANBA, UBE2D3",Bioavailable testosterone levels,testosterone measurement,GCST90012104,4:102791095
rs528845403-<b>A</b>,1 x 10-40,,0.989903,'-,0.143125 unit increase,[0.12-0.16],RNU6-635P,Bioavailable testosterone levels,testosterone measurement,GCST90012104,4:103859634
rs12658172-<b>G</b>,3 x 10-12,,0.841914,'-,0.018886 unit increase,[0.013-0.024],LINC02240,Bioavailable testosterone levels,testosterone measurement,GCST90012104,5:124869692
rs2312064-<b>C</b>,4 x 10-8,,0.447477,'-,0.0111847 unit increase,[0.0072-0.0151],SGCD,Bioavailable testosterone levels,testosterone measurement,GCST90012104,5:156380246
rs34192788-<b>T</b>,1 x 10-9,,0.689665,'-,0.0130377 unit increase,[0.0088-0.0173],CAP2,Bioavailable testosterone levels,testosterone measurement,GCST90012104,6:17416027
rs72834698-<b>G</b>,8 x 10-11,,0.857599,'-,0.0177982 unit increase,[0.012-0.023],H2BC6,Bioavailable testosterone levels,testosterone measurement,GCST90012104,6:26176289
rs2504791-<b>T</b>,4 x 10-8,,0.596656,'-,0.0110148 unit increase,[0.007-0.015],DAAM2,Bioavailable testosterone levels,testosterone measurement,GCST90012104,6:39870720
rs6912283-<b>A</b>,1 x 10-12,,0.562199,'-,0.0138991 unit increase,[0.01-0.0178],"ZNF318, ABCC10",Bioavailable testosterone levels,testosterone measurement,GCST90012104,6:43396756
rs11155076-<b>G</b>,4 x 10-13,,0.788521,'-,0.0176973 unit increase,[0.013-0.023],CDK19,Bioavailable testosterone levels,testosterone measurement,GCST90012104,6:99778982
rs9322822-<b>C</b>,9 x 10-27,,0.678953,'-,0.023054 unit increase,[0.019-0.027],LIN28B-AS1,Bioavailable testosterone levels,testosterone measurement,GCST90012104,6:104921723
rs794614-<b>A</b>,4 x 10-22,,0.779659,'-,0.0229194 unit increase,[0.018-0.028],FAM184A,Bioavailable testosterone levels,testosterone measurement,GCST90012104,6:118963719
chr6:144301525-<b>G</b>,5 x 10-10,,0.659739,'-,0.0132429 unit increase,[0.009-0.0175],'-,Bioavailable testosterone levels,testosterone measurement,GCST90012104,Mapping not available
rs9986829-<b>A</b>,4 x 10-43,,0.506704,'-,0.0279447 unit increase,[0.024-0.032],"GTF3AP5, DGKB",Bioavailable testosterone levels,testosterone measurement,GCST90012104,7:14979634
rs10279715-<b>A</b>,1 x 10-12,,0.53735,'-,0.014209 unit increase,[0.01-0.018],SUGCT,Bioavailable testosterone levels,testosterone measurement,GCST90012104,7:40831336
rs243466-<b>C</b>,5 x 10-8,,0.296328,'-,0.0130627 unit increase,[0.0084-0.0177],"HS6ST2, HS6ST2-AS1",Bioavailable testosterone levels,testosterone measurement,GCST90012103,X:132668311
rs757309-<b>A</b>,1 x 10-15,,0.640848,'-,0.0178789 unit increase,[0.013-0.022],MIR503HG,Bioavailable testosterone levels,testosterone measurement,GCST90012103,X:134546517
chrX:135998134-<b>CA</b>,1 x 10-15,,0.512068,'-,0.0165032 unit increase,[0.012-0.021],'-,Bioavailable testosterone levels,testosterone measurement,GCST90012103,Mapping not available
rs5905042-<b>C</b>,4 x 10-22,,0.691215,'-,0.0228475 unit increase,[0.018-0.027],MIR514A3,Bioavailable testosterone levels,testosterone measurement,GCST90012103,X:147363009
rs10218066-<b>G</b>,3 x 10-8,,0.784775,'-,0.014648 unit increase,[0.0095-0.0198],"MIR4330, GPR50-AS1",Bioavailable testosterone levels,testosterone measurement,GCST90012103,X:151174776
rs11588341-<b>A</b>,2 x 10-9,,0.427582,'-,0.0120369 unit increase,[0.0081-0.016],"EPHA2, ARHGEF19-AS1",Bioavailable testosterone levels,testosterone measurement,GCST90012104,1:16171553
rs114165349-<b>C</b>,4 x 10-16,,0.023414,'-,0.053148 unit increase,[0.04-0.066],ARID1A,Bioavailable testosterone levels,testosterone measurement,GCST90012104,1:26695422
rs4655598-<b>T</b>,2 x 10-8,,0.448605,'-,0.0111549 unit increase,[0.0072-0.0151],LEPR,Bioavailable testosterone levels,testosterone measurement,GCST90012104,1:65466502
rs2392239-<b>T</b>,3 x 10-19,,0.307566,'-,0.0193946 unit increase,[0.015-0.024],"S1PR1, PPIAP7",Bioavailable testosterone levels,testosterone measurement,GCST90012104,1:101270361
rs140584594-<b>G</b>,1 x 10-13,,0.730258,'-,0.0166098 unit increase,[0.012-0.021],"GSTM2, GSTM1",Bioavailable testosterone levels,testosterone measurement,GCST90012104,1:109690361
rs41264945-<b>T</b>,2 x 10-8,,0.054824,'-,0.0244992 unit increase,[0.016-0.033],YY1AP1,Bioavailable testosterone levels,testosterone measurement,GCST90012104,1:155670324
rs2248979-<b>T</b>,2 x 10-12,,0.254751,'-,0.0159999 unit increase,[0.011-0.021],SOAT1,Bioavailable testosterone levels,testosterone measurement,GCST90012104,1:179341565
rs11240695-<b>A</b>,2 x 10-15,,0.246864,'-,0.0183046 unit increase,[0.014-0.023],REN,Bioavailable testosterone levels,testosterone measurement,GCST90012104,1:204189004
rs13028479-<b>G</b>,3 x 10-20,,0.446695,'-,0.0184182 unit increase,[0.014-0.022],GREB1,Bioavailable testosterone levels,testosterone measurement,GCST90012104,2:11571949
rs113017476-<b>A</b>,8 x 10-65,,0.039246,'-,0.0874817 unit increase,[0.077-0.098],LINC01946,Bioavailable testosterone levels,testosterone measurement,GCST90012104,2:31764290
rs35319517-<b>C</b>,5 x 10-9,,0.804791,'-,0.0144524 unit increase,[0.0095-0.0194],THADA,Bioavailable testosterone levels,testosterone measurement,GCST90012104,2:43579033
rs12713012-<b>C</b>,3 x 10-8,,0.28971,'-,0.0123839 unit increase,[0.0081-0.0167],"GTF2A1L, STON1-GTF2A1L",Bioavailable testosterone levels,testosterone measurement,GCST90012104,2:48677411
rs3832126-<b>CT</b>,6 x 10-14,,0.725946,'-,0.0169961 unit increase,[0.013-0.021],SERTAD2,Bioavailable testosterone levels,testosterone measurement,GCST90012104,2:64679619
rs590097-<b>G</b>,1 x 10-19,,0.646876,'-,0.018975 unit increase,[0.015-0.023],MIR4435-2HG,Bioavailable testosterone levels,testosterone measurement,GCST90012104,2:111176530
rs10192634-<b>T</b>,5 x 10-13,,0.268761,'-,0.0166649 unit increase,[0.012-0.021],ZNF385B,Bioavailable testosterone levels,testosterone measurement,GCST90012104,2:179636223
chr2:227075969-<b>A</b>,3 x 10-10,,0.673214,'-,0.013705 unit increase,[0.0095-0.0179],'-,Bioavailable testosterone levels,testosterone measurement,GCST90012104,Mapping not available
rs2011425-<b>T</b>,9 x 10-25,,0.920526,'-,0.0376561 unit increase,[0.03-0.045],"UGT1A9, UGT1A7, UGT1A4, UGT1A5, UGT1A10, UGT1A6, UGT1A8",Bioavailable testosterone levels,testosterone measurement,GCST90012104,2:233718962
rs62260729-<b>C</b>,3 x 10-10,,0.324447,'-,0.0136548 unit increase,[0.0095-0.0178],TRAIP,Bioavailable testosterone levels,testosterone measurement,GCST90012104,3:49852486
rs11707420-<b>G</b>,3 x 10-8,,0.316807,'-,0.0116799 unit increase,[0.0075-0.0159],CACNA1D,Bioavailable testosterone levels,testosterone measurement,GCST90012104,3:53781838
rs66956368-<b>T</b>,2 x 10-13,,0.70316,'-,0.0167712 unit increase,[0.012-0.021],FHIT,Bioavailable testosterone levels,testosterone measurement,GCST90012104,3:61294052
rs11441374-<b>A</b>,1 x 10-25,,0.75895,'-,0.024057 unit increase,[0.019-0.029],"BORCS7-ASMT, BORCS7",Bioavailable testosterone levels,testosterone measurement,GCST90012104,10:102859536
rs34304273-<b>T</b>,6 x 10-9,,0.040139,'-,0.0301591 unit increase,[0.02-0.04],KNDC1,Bioavailable testosterone levels,testosterone measurement,GCST90012104,10:133217909
rs202190491-<b>TG</b>,2 x 10-8,,0.552154,'-,0.0114805 unit increase,[0.0075-0.0155],METTL15,Bioavailable testosterone levels,testosterone measurement,GCST90012104,11:28433172
rs559777577-<b>A</b>,2 x 10-9,,0.992804,'-,0.0868526 unit increase,[0.058-0.115],LINC02742,Bioavailable testosterone levels,testosterone measurement,GCST90012104,11:29137271
rs1994721-<b>G</b>,6 x 10-33,,0.852059,'-,0.0335511 unit increase,[0.028-0.039],'-,Bioavailable testosterone levels,testosterone measurement,GCST90012104,11:29182984
rs564036233-<b>GA</b>,3 x 10-8,,0.168104,'-,0.0149511 unit increase,[0.0096-0.0203],"FSHB, ARL14EP",Bioavailable testosterone levels,testosterone measurement,GCST90012104,11:30297462
rs112295236-<b>G</b>,2 x 10-14,,0.063633,'-,0.0313604 unit increase,[0.023-0.039],"SLC22A25, SLC22A24",Bioavailable testosterone levels,testosterone measurement,GCST90012104,11:63147874
rs7395670-<b>C</b>,3 x 10-9,,0.593851,'-,0.0122007 unit increase,[0.0082-0.0162],"B4GAT1, SLC29A2",Bioavailable testosterone levels,testosterone measurement,GCST90012104,11:66352092
rs171021-<b>C</b>,8 x 10-9,,0.703208,'-,0.0127562 unit increase,[0.0085-0.0171],PDE2A,Bioavailable testosterone levels,testosterone measurement,GCST90012104,11:72606513
rs12796488-<b>C</b>,4 x 10-21,,0.824087,'-,0.0248549 unit increase,[0.02-0.03],GPR83,Bioavailable testosterone levels,testosterone measurement,GCST90012104,11:94398391
rs10892924-<b>T</b>,3 x 10-21,,0.568234,'-,0.0187203 unit increase,[0.015-0.023],JHY,Bioavailable testosterone levels,testosterone measurement,GCST90012104,11:122903007
chr11:123438708-<b>T</b>,5 x 10-11,,0.112392,'-,0.020735 unit increase,[0.014-0.027],'-,Bioavailable testosterone levels,testosterone measurement,GCST90012104,Mapping not available
rs618888-<b>T</b>,7 x 10-13,,0.282819,'-,0.0155739 unit increase,[0.011-0.02],PKNOX2,Bioavailable testosterone levels,testosterone measurement,GCST90012104,11:125211625
rs56196860-<b>A</b>,5 x 10-112,,0.031464,'-,0.128389 unit increase,[0.12-0.14],"ITFG2-AS1, FKBP4",Bioavailable testosterone levels,testosterone measurement,GCST90012104,12:2799164
rs76895963-<b>T</b>,4 x 10-18,,0.979125,'-,0.065956 unit increase,[0.051-0.081],'-,Bioavailable testosterone levels,testosterone measurement,GCST90012104,Mapping not available
rs4149056-<b>C</b>,2 x 10-16,,0.151255,'-,0.0231508 unit increase,[0.018-0.029],SLCO1B1,Bioavailable testosterone levels,testosterone measurement,GCST90012104,12:21178615
rs34138930-<b>C</b>,3 x 10-10,,0.88658,'-,0.0204126 unit increase,[0.014-0.027],"RDH16, GPR182",Bioavailable testosterone levels,testosterone measurement,GCST90012104,12:56965478
rs998616-<b>G</b>,2 x 10-9,,0.296526,'-,0.0132641 unit increase,[0.0089-0.0176],"SOCS2, CRADD",Bioavailable testosterone levels,testosterone measurement,GCST90012104,12:93604224
rs10745954-<b>G</b>,6 x 10-11,,0.480447,'-,0.0129654 unit increase,[0.009-0.0169],'-,Bioavailable testosterone levels,testosterone measurement,GCST90012104,12:103089316
rs7314285-<b>T</b>,2 x 10-10,,0.931765,'-,0.0254155 unit increase,[0.018-0.033],CUX2,Bioavailable testosterone levels,testosterone measurement,GCST90012104,12:111084222
rs12810788-<b>G</b>,3 x 10-9,,0.201198,'-,0.0152622 unit increase,[0.01-0.02],"LINC02463, RN7SL865P",Bioavailable testosterone levels,testosterone measurement,GCST90012104,12:115758517
rs7979473-<b>A</b>,1 x 10-17,,0.385355,'-,0.017473 unit increase,[0.013-0.022],HNF1A,Bioavailable testosterone levels,testosterone measurement,GCST90012104,12:120982457
rs6486542-<b>C</b>,3 x 10-15,,0.571159,'-,0.0158958 unit increase,[0.012-0.02],RIMBP2,Bioavailable testosterone levels,testosterone measurement,GCST90012104,12:130467664
rs629042-<b>C</b>,4 x 10-18,,0.607033,'-,0.0173631 unit increase,[0.013-0.021],"FGF9, RN7SL766P",Bioavailable testosterone levels,testosterone measurement,GCST90012104,13:21744367
rs2038695-<b>C</b>,5 x 10-9,,0.449248,'-,0.0113985 unit increase,[0.0074-0.0154],"ZIC5, CLYBL",Bioavailable testosterone levels,testosterone measurement,GCST90012104,13:99906869
rs5905042-<b>C</b>,4 x 10-22,,0.690225,'-,0.0174486 unit increase,[0.014-0.021],MIR514A3,Bioavailable testosterone levels,testosterone measurement,GCST90012104,X:147363009
rs5970021-<b>C</b>,5 x 10-12,,0.474405,'-,0.0111221 unit increase,[0.0079-0.0144],"VMA21, Metazoa_SRP",Bioavailable testosterone levels,testosterone measurement,GCST90012104,X:151358193
rs799158-<b>C</b>,2 x 10-8,,0.9572222,'-,0.0277953 unit increase,[0.018-0.037],MLXIPL,Bioavailable testosterone levels,testosterone measurement,GCST90012104,7:73604744
rs17853284-<b>C</b>,3 x 10-14,,0.99541,'-,0.111748 unit increase,[0.083-0.141],POR,Bioavailable testosterone levels,testosterone measurement,GCST90012104,7:75981558
rs6950023-<b>T</b>,1 x 10-12,,0.185164,'-,0.0180401 unit increase,[0.013-0.023],BRI3,Bioavailable testosterone levels,testosterone measurement,GCST90012104,7:98286323
rs45446698-<b>T</b>,1 x 10-32,,0.957796,'-,0.058755 unit increase,[0.049-0.069],"CYP3A7, CYP3A4",Bioavailable testosterone levels,testosterone measurement,GCST90012104,7:99735325
rs7780066-<b>A</b>,3 x 10-8,,0.792599,'-,0.0134951 unit increase,[0.0087-0.0183],AKR1D1,Bioavailable testosterone levels,testosterone measurement,GCST90012104,7:138117169
rs9987289-<b>A</b>,2 x 10-13,,0.0917274,'-,0.0252994 unit increase,[0.019-0.032],"RNU6-526P, RNU6-1151P",Bioavailable testosterone levels,testosterone measurement,GCST90012104,8:9325848
rs13261573-<b>G</b>,2 x 10-12,,0.751885,'-,0.0161763 unit increase,[0.012-0.021],DOCK5,Bioavailable testosterone levels,testosterone measurement,GCST90012104,8:25391099
rs2081687-<b>T</b>,7 x 10-10,,0.337239,'-,0.0131537 unit increase,[0.009-0.0173],"UBXN2B, CYP7A1",Bioavailable testosterone levels,testosterone measurement,GCST90012104,8:58476006
rs4237037-<b>A</b>,7 x 10-13,,0.757622,'-,0.0164615 unit increase,[0.012-0.021],CHD7,Bioavailable testosterone levels,testosterone measurement,GCST90012104,8:60818514
rs71529289-<b>C</b>,2 x 10-13,,0.747992,'-,0.017019 unit increase,[0.013-0.021],"PEX2, MIR3149",Bioavailable testosterone levels,testosterone measurement,GCST90012104,8:76967251
chr8:81418150-<b>ATTTT</b>,1 x 10-12,,0.738009,'-,0.0160444 unit increase,[0.012-0.021],'-,Bioavailable testosterone levels,testosterone measurement,GCST90012104,Mapping not available
rs1851292-<b>C</b>,3 x 10-9,,0.331621,'-,0.012152 unit increase,[0.008-0.0163],ZFPM2,Bioavailable testosterone levels,testosterone measurement,GCST90012104,8:104944615
rs34706136-<b>TG</b>,3 x 10-8,,0.351047,'-,0.0117008 unit increase,[0.0076-0.0158],GLIS3,Bioavailable testosterone levels,testosterone measurement,GCST90012104,9:4294708
rs1318995-<b>G</b>,4 x 10-9,,0.480902,'-,0.0118184 unit increase,[0.0079-0.0157],RMRPP5,Bioavailable testosterone levels,testosterone measurement,GCST90012104,9:24911676
rs61237993-<b>A</b>,9 x 10-10,,0.127189,'-,0.0180937 unit increase,[0.012-0.024],"UBAP1, DCAF12",Bioavailable testosterone levels,testosterone measurement,GCST90012104,9:34130437
rs148262335-<b>TTA</b>,1 x 10-16,,0.339155,'-,0.017513 unit increase,[0.013-0.022],RORB,Bioavailable testosterone levels,testosterone measurement,GCST90012104,9:74607601
rs3180887-<b>G</b>,1 x 10-12,,0.756029,'-,0.016323 unit increase,[0.012-0.021],C9orf64,Bioavailable testosterone levels,testosterone measurement,GCST90012104,9:83938674
rs10978435-<b>T</b>,5 x 10-16,,0.684418,'-,0.0175351 unit increase,[0.013-0.022],LINC01505,Bioavailable testosterone levels,testosterone measurement,GCST90012104,9:106186878
