Variant and risk allele,P-value,P-value annotation,RAF,OR,Beta,CI,Mapped gene,Reported trait,Trait(s),Study accession,Location
rs13389219-<b>T</b>,2 x 10-22,,0.394367938,'-,0.0722 unit decrease,[0.058-0.087],'-,Type 2 diabetes,type II diabetes mellitus,GCST006867,Mapping not available
rs2972144-<b>A</b>,3 x 10-34,,0.354633108,'-,0.0913 unit decrease,[0.077-0.106],'-,Type 2 diabetes,type II diabetes mellitus,GCST006867,2:226236695
rs7561798-<b>G</b>,3 x 10-8,,0.482171025,'-,0.04 unit increase,[0.026-0.054],SPHKAP,Type 2 diabetes,type II diabetes mellitus,GCST006867,2:228108944
rs1899951-<b>T</b>,2 x 10-24,,0.123288182,'-,0.1118 unit decrease,[0.09-0.133],PPARG,Type 2 diabetes,type II diabetes mellitus,GCST006867,3:12353341
rs1496653-<b>G</b>,3 x 10-18,,0.204781843,'-,0.0769 unit decrease,[0.06-0.094],UBE2E2,Type 2 diabetes,type II diabetes mellitus,GCST006867,3:23413299
rs11926707-<b>T</b>,2 x 10-8,,0.374443928,'-,0.0463 unit decrease,[0.03-0.062],PTH1R,Type 2 diabetes,type II diabetes mellitus,GCST006867,3:46884049
rs2292662-<b>T</b>,1 x 10-8,,0.151271964,'-,0.0629 unit decrease,[0.041-0.085],"SCAANT1, ATXN7",Type 2 diabetes,type II diabetes mellitus,GCST006867,3:63911539
rs6795735-<b>T</b>,2 x 10-14,,0.410911493,'-,0.0558 unit decrease,[0.041-0.07],ADAMTS9-AS2,Type 2 diabetes,type II diabetes mellitus,GCST006867,3:64719689
rs11708067-<b>G</b>,6 x 10-29,,0.238989658,'-,0.0965 unit decrease,[0.08-0.113],ADCY5,Type 2 diabetes,type II diabetes mellitus,GCST006867,3:123346931
rs9844972-<b>C</b>,1 x 10-10,,0.069722918,'-,0.0956 unit increase,[0.067-0.125],"TSC22D2, LINC01214",Type 2 diabetes,type II diabetes mellitus,GCST006867,3:150379848
rs10811661-<b>C</b>,4 x 10-58,,0.173605396,'-,0.1569 unit decrease,[0.14-0.18],CDKN2B-AS1,Type 2 diabetes,type II diabetes mellitus,GCST006867,9:22134095
rs1758632-<b>C</b>,1 x 10-9,,0.376593207,'-,0.0491 unit decrease,[0.033-0.065],UBAP2,Type 2 diabetes,type II diabetes mellitus,GCST006867,9:34025642
rs17791483-<b>G</b>,3 x 10-12,,0.062588323,'-,0.102 unit decrease,[0.073-0.131],'-,Type 2 diabetes,type II diabetes mellitus,GCST006867,9:79284065
rs2796441-<b>A</b>,2 x 10-22,,0.41645805,'-,0.0715 unit decrease,[0.057-0.086],"TLE1, RNU6-1035P",Type 2 diabetes,type II diabetes mellitus,GCST006867,9:81694033
rs10114341-<b>C</b>,1 x 10-8,,0.440754141,'-,0.0409 unit decrease,[0.027-0.055],"MIRLET7A1HG, PTPDC1",Type 2 diabetes,type II diabetes mellitus,GCST006867,9:94156900
rs687621-<b>G</b>,1 x 10-8,,0.324802052,'-,0.0433 unit increase,[0.028-0.058],ABO,Type 2 diabetes,type II diabetes mellitus,GCST006867,9:133261662
rs11257655-<b>T</b>,2 x 10-17,,0.206773281,'-,0.0737 unit increase,[0.057-0.091],"RN7SL198P, CDC123",Type 2 diabetes,type II diabetes mellitus,GCST006867,10:12265895
rs2616132-<b>A</b>,7 x 10-9,,0.474257343,'-,0.0455 unit increase,[0.03-0.061],"RPL5P26, LINC02651",Type 2 diabetes,type II diabetes mellitus,GCST006867,10:69709758
rs2633310-<b>T</b>,2 x 10-8,,0.435073424,'-,0.0443 unit decrease,[0.029-0.06],CAMK2G,Type 2 diabetes,type II diabetes mellitus,GCST006867,10:73834292
rs753270-<b>T</b>,3 x 10-11,,0.416465397,'-,0.0528 unit decrease,[0.037-0.068],ZMIZ1,Type 2 diabetes,type II diabetes mellitus,GCST006867,10:79205218
rs7923866-<b>T</b>,9 x 10-40,,0.378774901,'-,0.0972 unit decrease,[0.083-0.112],Y_RNA,Type 2 diabetes,type II diabetes mellitus,GCST006867,10:92722319
rs11591741-<b>C</b>,1 x 10-9,,0.440386559,'-,0.0475 unit decrease,[0.032-0.063],CHUK,Type 2 diabetes,type II diabetes mellitus,GCST006867,10:100216744
rs7903146-<b>T</b>,1 x 10-347,,0.291584512,'-,0.3059 unit increase,[0.29-0.32],TCF7L2,Type 2 diabetes,type II diabetes mellitus,GCST006867,10:112998590
rs4918796-<b>C</b>,4 x 10-13,,0.222568958,'-,0.0623 unit increase,[0.045-0.079],TCF7L2,Type 2 diabetes,type II diabetes mellitus,GCST006867,10:113120583
rs2421016-<b>T</b>,1 x 10-10,,0.473761473,'-,0.0458 unit decrease,[0.032-0.06],PLEKHA1,Type 2 diabetes,type II diabetes mellitus,GCST006867,10:122407996
rs2237892-<b>T</b>,9 x 10-10,,0.062489595,'-,0.096 unit decrease,[0.065-0.127],KCNQ1,Type 2 diabetes,type II diabetes mellitus,GCST006867,11:2818521
rs5215-<b>C</b>,2 x 10-20,,0.360058778,'-,0.0678 unit increase,[0.053-0.082],'-,Type 2 diabetes,type II diabetes mellitus,GCST006867,Mapping not available
rs7929543-<b>C</b>,2 x 10-9,,0.083159887,'-,0.0828 unit increase,[0.056-0.11],'-,Type 2 diabetes,type II diabetes mellitus,GCST006867,Mapping not available
rs1552224-<b>C</b>,9 x 10-25,,0.154210453,'-,0.1034 unit decrease,[0.084-0.123],ARAP1,Type 2 diabetes,type II diabetes mellitus,GCST006867,11:72722053
rs10830963-<b>G</b>,6 x 10-30,,0.275768064,'-,0.0909 unit increase,[0.075-0.107],MTNR1B,Type 2 diabetes,type II diabetes mellitus,GCST006867,11:92975544
rs7931302-<b>C</b>,8 x 10-9,,0.276869909,'-,0.0461 unit increase,[0.03-0.062],ETS1,Type 2 diabetes,type II diabetes mellitus,GCST006867,11:128366163
rs67232546-<b>T</b>,5 x 10-10,,0.209221793,'-,0.0596 unit increase,[0.041-0.078],"ETS1-AS1, ETS1",Type 2 diabetes,type II diabetes mellitus,GCST006867,11:128529043
rs12299509-<b>G</b>,2 x 10-10,,0.478621745,'-,0.0467 unit increase,[0.032-0.061],CCND2,Type 2 diabetes,type II diabetes mellitus,GCST006867,12:4297115
rs11048456-<b>C</b>,3 x 10-9,,0.243820871,'-,0.0488 unit increase,[0.033-0.065],"ITPR2, SSPN",Type 2 diabetes,type II diabetes mellitus,GCST006867,12:26310149
rs10842994-<b>T</b>,1 x 10-16,,0.197025395,'-,0.0755 unit decrease,[0.058-0.093],RN7SKP15,Type 2 diabetes,type II diabetes mellitus,GCST006867,12:27812217
rs9369425-<b>G</b>,1 x 10-10,,0.291815284,'-,0.0546 unit increase,[0.038-0.071],"LINC02537, VEGFA",Type 2 diabetes,type II diabetes mellitus,GCST006867,6:43843237
rs72892910-<b>T</b>,6 x 10-11,,0.172394288,'-,0.0648 unit increase,[0.045-0.084],"RPS17P5, TFAP2B",Type 2 diabetes,type II diabetes mellitus,GCST006867,6:50849174
rs853974-<b>T</b>,8 x 10-12,,0.262413847,'-,0.0601 unit increase,[0.043-0.077],'-,Type 2 diabetes,type II diabetes mellitus,GCST006867,Mapping not available
rs2246012-<b>C</b>,2 x 10-8,,0.164823311,'-,0.0527 unit increase,[0.034-0.071],"ARG1, MED23",Type 2 diabetes,type II diabetes mellitus,GCST006867,6:131577068
rs622217-<b>C</b>,3 x 10-10,,0.483931554,'-,0.0485 unit decrease,[0.033-0.064],"SLC22A2, SLC22A3",Type 2 diabetes,type II diabetes mellitus,GCST006867,6:160345738
rs17168486-<b>T</b>,2 x 10-15,,0.173603116,'-,0.0742 unit increase,[0.056-0.093],DGKB,Type 2 diabetes,type II diabetes mellitus,GCST006867,7:14858657
rs2191348-<b>G</b>,3 x 10-19,,0.453064599,'-,0.0652 unit decrease,[0.051-0.08],GTF3AP5,Type 2 diabetes,type II diabetes mellitus,GCST006867,7:15024630
rs849135-<b>G</b>,1 x 10-43,,0.50094782,'-,0.0999 unit increase,[0.086-0.114],'-,Type 2 diabetes,type II diabetes mellitus,GCST006867,Mapping not available
rs2908282-<b>A</b>,4 x 10-9,,0.177394803,'-,0.0552 unit increase,[0.037-0.074],YKT6,Type 2 diabetes,type II diabetes mellitus,GCST006867,7:44209229
rs2299383-<b>T</b>,1 x 10-8,,0.423455222,'-,0.0412 unit increase,[0.027-0.056],RELN,Type 2 diabetes,type II diabetes mellitus,GCST006867,7:103778399
rs13239186-<b>T</b>,3 x 10-10,,0.302028596,'-,0.0539 unit increase,[0.037-0.071],CTTNBP2,Type 2 diabetes,type II diabetes mellitus,GCST006867,7:117870567
rs13234269-<b>A</b>,7 x 10-14,,0.492515171,'-,0.0583 unit decrease,[0.043-0.074],"H4P1, KLF14",Type 2 diabetes,type II diabetes mellitus,GCST006867,7:130744427
rs7786095-<b>G</b>,1 x 10-8,,0.103859861,'-,0.0743 unit decrease,[0.049-0.1],UBE3C,Type 2 diabetes,type II diabetes mellitus,GCST006867,7:157191153
rs7841082-<b>T</b>,5 x 10-8,,0.438275981,'-,0.042 unit decrease,[0.027-0.057],"FAM86B3P, PRAG1",Type 2 diabetes,type II diabetes mellitus,GCST006867,8:8311465
rs11774915-<b>T</b>,9 x 10-9,,0.337128969,'-,0.0495 unit increase,[0.033-0.066],"RNU6-526P, RNU6-1151P",Type 2 diabetes,type II diabetes mellitus,GCST006867,8:9331252
rs10100265-<b>A</b>,6 x 10-10,,0.389510132,'-,0.0491 unit increase,[0.034-0.065],PINX1,Type 2 diabetes,type II diabetes mellitus,GCST006867,8:10775649
rs17411031-<b>G</b>,3 x 10-8,,0.261729326,'-,0.045 unit decrease,[0.029-0.061],LPL,Type 2 diabetes,type II diabetes mellitus,GCST006867,8:19994799
rs10087241-<b>G</b>,3 x 10-9,,0.405106648,'-,0.0475 unit increase,[0.032-0.063],PURG,Type 2 diabetes,type II diabetes mellitus,GCST006867,8:31006206
rs12681990-<b>C</b>,4 x 10-11,,0.163729642,'-,0.0634 unit increase,[0.045-0.082],"SMARCE1P4, KCNU1",Type 2 diabetes,type II diabetes mellitus,GCST006867,8:37001668
rs516946-<b>T</b>,3 x 10-22,,0.239366701,'-,0.0824 unit decrease,[0.066-0.099],ANK1,Type 2 diabetes,type II diabetes mellitus,GCST006867,8:41661730
rs7845219-<b>C</b>,5 x 10-9,,0.492785851,'-,0.0422 unit decrease,[0.028-0.056],NDUFAF6,Type 2 diabetes,type II diabetes mellitus,GCST006867,8:94925274
rs3802177-<b>A</b>,2 x 10-52,,0.311281439,'-,0.1217 unit decrease,[0.11-0.14],SLC30A8,Type 2 diabetes,type II diabetes mellitus,GCST006867,8:117172786
rs2294120-<b>G</b>,2 x 10-8,,0.4558793,'-,0.0443 unit decrease,[0.029-0.06],ZNF34,Type 2 diabetes,type II diabetes mellitus,GCST006867,8:144778182
rs10974438-<b>C</b>,3 x 10-15,,0.351215241,'-,0.0591 unit increase,[0.044-0.074],GLIS3,Type 2 diabetes,type II diabetes mellitus,GCST006867,9:4291928
rs1063192-<b>G</b>,3 x 10-18,,0.440315561,'-,0.0634 unit decrease,[0.049-0.078],"CDKN2B, CDKN2B-AS1",Type 2 diabetes,type II diabetes mellitus,GCST006867,9:22003368
rs7364276-<b>T</b>,9 x 10-6,,0.788,1.23,'-,[1.13-1.35],'-,Type 2 diabetes,type II diabetes mellitus,GCST008114,22:49086117
rs73741124-<b>C</b>,2 x 10-6,,0.984,2.11,'-,[1.55-2.87],'-,Type 2 diabetes,type II diabetes mellitus,GCST008114,6:22925808
rs73838836-<b>A</b>,5 x 10-6,,0.023,1.48,'-,[1.13-1.94],UNC5C,Type 2 diabetes,type II diabetes mellitus,GCST008114,4:95452459
rs74073568-<b>G</b>,5 x 10-6,,0.883,1.29,'-,[1.15-1.45],FYB2,Type 2 diabetes,type II diabetes mellitus,GCST008114,1:56794686
rs74927455-<b>G</b>,5 x 10-6,,0.905,1.35,'-,[1.19-1.54],ST18,Type 2 diabetes,type II diabetes mellitus,GCST008114,8:52120383
rs7534008-<b>T</b>,7 x 10-6,,0.44,1.18,'-,[1.10-1.28],DEPDC1-AS1,Type 2 diabetes,type II diabetes mellitus,GCST008114,1:68582346
rs76859863-<b>G</b>,2 x 10-7,,0.832,1.29,'-,[1.17-1.42],"KATNAL1, LINC00385",Type 2 diabetes,type II diabetes mellitus,GCST008114,13:30182070
rs7747641-<b>C</b>,5 x 10-6,,0.954,1.56,'-,[1.29-1.89],RPL12P23,Type 2 diabetes,type II diabetes mellitus,GCST008114,6:170103681
rs77741372-<b>C</b>,8 x 10-6,,0.031,1.41,'-,[1.13-1.75],AP3B1,Type 2 diabetes,type II diabetes mellitus,GCST008114,5:78236244
rs7903146-<b>T</b>,5 x 10-13,,0.356,1.32,'-,[1.22-1.33],TCF7L2,Type 2 diabetes,type II diabetes mellitus,GCST008114,10:112998590
rs80240198-<b>T</b>,4 x 10-6,,0.958,1.54,'-,[1.28-1.86],RPL32P14,Type 2 diabetes,type II diabetes mellitus,GCST008114,5:19054069
rs80268399-<b>T</b>,5 x 10-6,,0.967,1.71,'-,[1.34-2.16],DLG2,Type 2 diabetes,type II diabetes mellitus,GCST008114,11:84441091
rs887400-<b>A</b>,4 x 10-6,,0.962,1.65,'-,[1.33-2.06],"MIR633, PRELID3BP3",Type 2 diabetes,type II diabetes mellitus,GCST008114,17:62868479
rs9847133-<b>T</b>,1 x 10-6,,0.633,1.2,'-,[1.11-1.30],LMCD1-AS1,Type 2 diabetes,type II diabetes mellitus,GCST008114,3:8208835
rs111558778-<b>G</b>,8 x 10-7,,0.986,2.7777777,'-,[1.85-4.17],ADAMTS9-AS2,Type 2 diabetes,type II diabetes mellitus,GCST008114,3:64763995
chr15:90080605-<b>A</b>,4 x 10-6,,0.913,1.34,'-,[1.17-1.53],'-,Type 2 diabetes,type II diabetes mellitus,GCST008114,Mapping not available
rs112328442-<b>C</b>,9 x 10-6,,0.98,1.84,'-,[1.42-2.38],CSMD1,Type 2 diabetes,type II diabetes mellitus,GCST008114,8:3359886
rs113052081-<b>T</b>,2 x 10-6,,0.986,2.55,'-,[1.74-3.72],"TREML3P, TREML2",Type 2 diabetes,type II diabetes mellitus,GCST008114,6:41201241
rs11466334-<b>A</b>,1 x 10-6,,0.094,1.41,'-,[1.23-1.63],TGFB1,Type 2 diabetes,type II diabetes mellitus,GCST008114,19:41341832
rs115175234-<b>G</b>,9 x 10-6,,0.034,1.64,'-,[1.31-2.05],SH2B2,Type 2 diabetes,type II diabetes mellitus,GCST008114,7:102299678
rs115351876-<b>T</b>,3 x 10-6,,0.033,1.69,'-,[1.36-2.10],ELFN1,Type 2 diabetes,type II diabetes mellitus,GCST008114,7:1729716
rs115585699-<b>T</b>,3 x 10-6,,0.975,1.8,'-,[1.42-2.29],RNU4-41P,Type 2 diabetes,type II diabetes mellitus,GCST008114,12:98386008
rs12231031-<b>C</b>,8 x 10-6,,0.832,1.27,'-,[1.15-1.40],'-,Type 2 diabetes,type II diabetes mellitus,GCST008114,12:63394241
rs12277475-<b>T</b>,2 x 10-7,,0.219,1.28,'-,[1.17-1.40],"MIR4686, ASCL2",Type 2 diabetes,type II diabetes mellitus,GCST008114,11:2185703
rs12885036-<b>C</b>,7 x 10-6,,0.91,1.34,'-,[1.18-1.53],SPTB,Type 2 diabetes,type II diabetes mellitus,GCST008114,14:64761876
rs138768039-<b>T</b>,4 x 10-6,,0.986,2.22,'-,[1.59-3.10],NPM1P10,Type 2 diabetes,type II diabetes mellitus,GCST008114,6:104114435
rs139481214-<b>T</b>,8 x 10-6,,0.97,1.62,'-,[1.31-2.01],'-,Type 2 diabetes,type II diabetes mellitus,GCST008114,18:30035671
rs140120210-<b>C</b>,8 x 10-6,,0.986,2.13,'-,[1.50-3.01],"TCAF2, RNU6-267P",Type 2 diabetes,type II diabetes mellitus,GCST008114,7:143735931
rs141311255-<b>C</b>,8 x 10-7,,0.938,1.45,'-,[1.24-1.70],"HNRNPA1P20, LINC02032",Type 2 diabetes,type II diabetes mellitus,GCST008114,3:148156847
rs144050412-<b>A</b>,4 x 10-6,,0.016,1.88,'-,[1.33-2.66],TAF12,Type 2 diabetes,type II diabetes mellitus,GCST008114,1:28632950
rs1468308-<b>C</b>,5 x 10-6,,0.422,1.2,'-,[1.11-1.29],"OR7A11P, OR7A3P",Type 2 diabetes,type II diabetes mellitus,GCST008114,19:14915251
rs17746147-<b>C</b>,7 x 10-6,,0.961,1.59,'-,[1.30-1.93],VTI1A,Type 2 diabetes,type II diabetes mellitus,GCST008114,10:112839276
rs2147479-<b>T</b>,4 x 10-6,,0.66,1.19,'-,[1.10-1.29],DAOA-AS1,Type 2 diabetes,type II diabetes mellitus,GCST008114,13:105422547
rs3897727-<b>T</b>,8 x 10-6,,0.252,1.22,'-,[1.12-1.33],ANO4,Type 2 diabetes,type II diabetes mellitus,GCST008114,12:100824525
rs4253735-<b>G</b>,4 x 10-6,,0.023,1.65,'-,[1.28-2.12],PPARA,Type 2 diabetes,type II diabetes mellitus,GCST008114,22:46215129
rs56981400-<b>G</b>,5 x 10-6,,0.979,1.59,'-,[1.23-2.05],EIF4E3,Type 2 diabetes,type II diabetes mellitus,GCST008114,3:71694973
rs57261374-<b>G</b>,1 x 10-6,,0.848,1.3,'-,[1.17-1.45],'-,Type 2 diabetes,type II diabetes mellitus,GCST008114,18:30843940
rs60227687-<b>A</b>,3 x 10-6,,0.058,1.5,'-,[1.26-1.77],"LRRC32, GUCY2EP",Type 2 diabetes,type II diabetes mellitus,GCST008114,11:76674684
rs6026382-<b>T</b>,3 x 10-6,,0.964,1.7,'-,[1.36-2.14],APCDD1L-DT,Type 2 diabetes,type II diabetes mellitus,GCST008114,20:58591228
rs73284431-<b>G</b>,5 x 10-9,,0.905,1.48,'-,[1.30-1.69],AGMO,Type 2 diabetes,type II diabetes mellitus,GCST008114,7:15394605
rs6679717-<b>?</b>,3 x 10-13,,'-,'-,'-,'-,"RNA5SP74, LRRN2",Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,1:204591549
rs73913932-<b>?</b>,4 x 10-8,,'-,'-,'-,'-,GRHL1,Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,2:9954397
rs2289081-<b>?</b>,2 x 10-9,,'-,'-,'-,'-,"LDAH, GDF7",Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,2:20682080
rs12464616-<b>?</b>,1 x 10-8,,'-,'-,'-,'-,ZNF512,Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,2:27604225
rs11904510-<b>?</b>,8 x 10-17,,'-,'-,'-,'-,THADA,Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,2:43570571
rs1009358-<b>?</b>,8 x 10-9,,'-,'-,'-,'-,"LINC02245, LINC02576",Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,2:65049318
rs17041869-<b>?</b>,1 x 10-12,,'-,'-,'-,'-,"MIR4435-2HG, BCL2L11",Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,2:111138666
rs2673148-<b>?</b>,2 x 10-8,,'-,'-,'-,'-,'-,Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,2:226310267
rs11709119-<b>?</b>,5 x 10-10,,'-,'-,'-,'-,"GSTM5P1, SYN2",Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,3:12234993
rs114460169-<b>?</b>,2 x 10-9,,'-,'-,'-,'-,UBE2E2,Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,3:23242812
rs6808932-<b>?</b>,2 x 10-12,,'-,'-,'-,'-,SIDT1,Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,3:113590302
rs11708733-<b>?</b>,2 x 10-8,,'-,'-,'-,'-,EEFSEC,Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,3:128321052
rs6763927-<b>T</b>,3 x 10-9,,0.44,'-,'-,'-,ZBTB38,Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,3:141421524
rs76360965-<b>?</b>,2 x 10-12,,'-,'-,'-,'-,MBNL1,Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,3:152292353
rs4530726-<b>?</b>,4 x 10-8,,'-,'-,'-,'-,ITGA1,Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,5:52762839
rs10900829-<b>?</b>,5 x 10-10,,'-,'-,'-,'-,"LINC01843, RN7SL541P",Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,5:134513226
rs9356756-<b>?</b>,4 x 10-8,,'-,'-,'-,'-,CDKAL1,Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,6:20843920
rs1741652-<b>?</b>,4 x 10-8,,'-,'-,'-,'-,RFX6,Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,6:116943827
rs4385321-<b>A</b>,1 x 10-15,,0.35,'-,'-,'-,RGS17,Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,6:153073593
rs316025-<b>?</b>,1 x 10-12,,'-,'-,'-,'-,SLC22A2,Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,6:160262349
rs6944344-<b>?</b>,4 x 10-8,,'-,'-,'-,'-,LINC01162,Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,7:20972525
rs38514-<b>?</b>,8 x 10-10,,'-,'-,'-,'-,JAZF1,Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,7:27988813
rs73404162-<b>?</b>,8 x 10-9,,'-,'-,'-,'-,LMTK2,Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,7:98124762
rs67763258-<b>?</b>,2 x 10-8,,'-,'-,'-,'-,DPY19L4,Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,8:94727414
rs62516032-<b>?</b>,7 x 10-11,,'-,'-,'-,'-,"POU5F1B, CASC8, PCAT1",Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,8:127379167
rs13287517-<b>C</b>,1 x 10-14,,0.39,'-,'-,'-,HAUS6,Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,9:19064131
rs3217992-<b>?</b>,8 x 10-9,,'-,'-,'-,'-,"CDKN2B, CDKN2B-AS1",Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,9:22003224
rs1758632-<b>C</b>,1 x 10-12,,0.38,'-,'-,'-,UBAP2,Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,9:34025642
rs1053403-<b>?</b>,3 x 10-8,,'-,'-,'-,'-,"SEC61A2, NUDT5",Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,10:12166308
rs12413648-<b>?</b>,9 x 10-10,,'-,'-,'-,'-,LINC01153,Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,10:121279383
rs7103835-<b>A</b>,3 x 10-10,,0.31,'-,'-,'-,RAPSN,Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,11:47440142
rs12284087-<b>?</b>,4 x 10-10,,'-,'-,'-,'-,TPCN2,Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,11:69127285
rs3753051-<b>?</b>,3 x 10-9,,'-,'-,'-,'-,EMSY,Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,11:76546171
rs11214775-<b>?</b>,3 x 10-11,,'-,'-,'-,'-,HTR3B,Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,11:113936459
rs17522122-<b>T</b>,4 x 10-9,,0.48,'-,'-,'-,AKAP6,Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,14:32833676
rs10400825-<b>G</b>,3 x 10-9,,0.15,'-,'-,'-,"Metazoa_SRP, KNL1",Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,15:40588918
rs12912009-<b>?</b>,3 x 10-9,,'-,'-,'-,'-,"AP3S2, ARPIN-AP3S2",Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,15:89885916
rs11656665-<b>?</b>,8 x 10-10,,'-,'-,'-,'-,SREBF1,Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,17:17821475
rs9911983-<b>?</b>,5 x 10-8,,'-,'-,'-,'-,OSBPL7,Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,17:47808390
rs11079847-<b>?</b>,3 x 10-9,,'-,'-,'-,'-,GIP,Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,17:48959662
rs7236466-<b>G</b>,2 x 10-8,,0.38,'-,'-,'-,ZNF236,Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,18:76850295
rs6011040-<b>?</b>,2 x 10-13,,'-,'-,'-,'-,ARFRP1,Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,20:63706054
rs9607685-<b>?</b>,4 x 10-8,,'-,'-,'-,'-,TNRC6B,Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,22:40083807
rs17513135-<b>?</b>,4 x 10-11,,NR,'-,'-,'-,"PABPC4, PABPC4-AS1",Type 2 diabetes,type II diabetes mellitus,GCST007077,1:39570014
rs58432198-<b>?</b>,2 x 10-7,,NR,'-,'-,'-,FAF1,Type 2 diabetes,type II diabetes mellitus,GCST007077,1:50790419
rs2793829-<b>?</b>,2 x 10-8,,NR,'-,'-,'-,NOTCH2,Type 2 diabetes,type II diabetes mellitus,GCST007077,1:119918630
rs340874-<b>?</b>,3 x 10-12,,NR,'-,'-,'-,"PROX1-AS1, PROX1",Type 2 diabetes,type II diabetes mellitus,GCST007077,1:213985913
rs348330-<b>?</b>,9 x 10-9,,NR,'-,'-,'-,ABCB10,Type 2 diabetes,type II diabetes mellitus,GCST007077,1:229537208
rs1260326-<b>?</b>,1 x 10-15,,NR,'-,'-,'-,'-,Type 2 diabetes,type II diabetes mellitus,GCST007077,Mapping not available
rs13414381-<b>?</b>,9 x 10-17,,NR,'-,'-,'-,THADA,Type 2 diabetes,type II diabetes mellitus,GCST007077,2:43340079
rs243018-<b>?</b>,3 x 10-9,,NR,'-,'-,'-,MIR4432HG,Type 2 diabetes,type II diabetes mellitus,GCST007077,2:60359572
rs11688682-<b>?</b>,2 x 10-8,,NR,'-,'-,'-,Y_RNA,Type 2 diabetes,type II diabetes mellitus,GCST007077,2:120590036
