Variant and risk allele,P-value,P-value annotation,RAF,OR,Beta,CI,Mapped gene,Reported trait,Trait(s),Study accession,Location
rs17664743-<b>A</b>,5 x 10-6,,0.2244,'-,0.0665 unit increase,[0.038-0.095],"SPATA48, IKZF1",Self-reported allergy,allergy,GCST002083,7:50214301
rs6473223-<b>T</b>,8 x 10-8,,0.3599,'-,0.0668 unit increase,[0.042-0.091],RNU6-1213P,Self-reported allergy,allergy,GCST002083,8:80355920
rs7032572-<b>G</b>,2 x 10-9,,0.1665,'-,0.1135 unit increase,[0.077-0.15],GTF3AP1,Self-reported allergy,allergy,GCST002083,9:6172380
rs1414874-<b>A</b>,9 x 10-6,,0.0573,'-,0.1121 unit increase,[0.063-0.161],'-,Self-reported allergy,allergy,GCST002083,10:83493925
rs2155219-<b>T</b>,2 x 10-19,,0.5146,'-,0.1081 unit increase,[0.085-0.132],"EMSY, LINC02757",Self-reported allergy,allergy,GCST002083,11:76588150
rs11069349-<b>A</b>,5 x 10-6,,0.2066,'-,0.0677 unit decrease,[0.039-0.097],"RPS6P23, DOCK9-DT",Self-reported allergy,allergy,GCST002083,13:99122393
rs11845867-<b>C</b>,6 x 10-6,,0.2642,'-,0.0626 unit increase,[0.036-0.090],NPAS3,Self-reported allergy,allergy,GCST002083,14:33448832
rs17228058-<b>G</b>,1 x 10-8,,0.2353,'-,0.0789 unit increase,[0.052-0.106],SMAD3,Self-reported allergy,allergy,GCST002083,15:67157967
rs7203459-<b>C</b>,2 x 10-7,,0.2674,'-,0.0706 unit decrease,[0.044-0.097],CLEC16A,Self-reported allergy,allergy,GCST002083,16:11136846
rs2107357-<b>A</b>,3 x 10-7,,0.1382,'-,0.0879 unit increase,[0.054-0.122],"IL4R, IL21R",Self-reported allergy,allergy,GCST002083,16:27399508
rs9303280-<b>T</b>,9 x 10-9,,0.4805,'-,0.0687 unit decrease,[0.045-0.092],GSDMB,Self-reported allergy,allergy,GCST002083,17:39917778
rs731945-<b>T</b>,6 x 10-6,,0.3154,'-,0.0582 unit increase,[0.033-0.083],ELL,Self-reported allergy,allergy,GCST002083,19:18456229
rs6021270-<b>C</b>,7 x 10-9,,0.0576,'-,0.1517 unit decrease,[0.10-0.20],NFATC2,Self-reported allergy,allergy,GCST002083,20:51524725
rs2235852-<b>T</b>,4 x 10-6,,0.3267,'-,0.0577 unit increase,[0.033-0.082],RANGAP1,Self-reported allergy,allergy,GCST002083,22:41265150
rs6661961-<b>T</b>,9 x 10-11,,NR,'-,0.338 unit increase,[0.24-0.44],"FLG-AS1, LCE5A",Atopic dermatitis,atopic eczema,GCST002100,1:152469813
rs1295686-<b>A</b>,2 x 10-17,,NR,1.383,'-,[1.283-1.49],"TH2LCRR, IL13",Atopic dermatitis,atopic eczema,GCST002100,5:132660151
rs12153855-<b>T</b>,3 x 10-14,,NR,1.581,'-,[1.405-1.779],TNXB,Atopic dermatitis,atopic eczema,GCST002100,6:32107027
rs7130588-<b>G</b>,4 x 10-13,,NR,1.29,'-,[1.2-1.38],"EMSY, LINC02757",Atopic dermatitis,atopic eczema,GCST002100,11:76559639
rs12144049-<b>C</b>,1 x 10-16,,0.279,1.39,'-,[NR],"FLG-AS1, LCE5A",Atopic dermatitis,atopic eczema,GCST002844,1:152468434
rs6720763-<b>C</b>,4 x 10-8,,0.18,1.29,'-,[NR],"XIRP2, XIRP2-AS1",Atopic dermatitis,atopic eczema,GCST002844,2:167135776
rs3091307-<b>A</b>,4 x 10-7,,0.228,1.24,'-,[NR],TH2LCRR,Atopic dermatitis,atopic eczema,GCST002844,5:132653444
rs10738626-<b>T</b>,1 x 10-8,,0.506,1.23,'-,[NR],DMRTA1,Atopic dermatitis,atopic eczema,GCST002844,9:22373458
rs1665050-<b>A</b>,1 x 10-7,,0.252,1.25,'-,[NR],RNF111,Atopic dermatitis,atopic eczema,GCST002844,15:59001406
rs4796793-<b>C</b>,8 x 10-6,,0.748,1.08,'-,[NR],"CAVIN1, STAT3",Atopic dermatitis,atopic eczema,GCST002844,17:42390192
rs7927894-<b>A</b>,8 x 10-10,,0.36,1.22,'-,[1.15-1.30],"EMSY, LINC02757",Atopic dermatitis,atopic eczema,GCST000374,11:76590272
rs6906021-<b>C</b>,7 x 10-15,,0.4749,'-,0.0945 unit increase,[0.071-0.118],"HLA-DQA1, HLA-DQB1",Self-reported allergy,allergy,GCST002083,6:32658534
rs11117858-<b>T</b>,8 x 10-6,(conditional),0.784,'-,0.0287 unit decrease,NR,IKBKE,"Allergic disease (asthma, hay fever or eczema)",allergy,GCST007732,1:206472931
rs12045923-<b>T</b>,5 x 10-7,(conditional),0.6497,'-,0.028762 unit increase,NR,PEX14,"Allergic disease (asthma, hay fever or eczema)",allergy,GCST007732,1:10583772
rs151233-<b>T</b>,3 x 10-6,(conditional),0.1327,'-,0.0385 unit increase,NR,"APOBR, CLN3","Allergic disease (asthma, hay fever or eczema)",allergy,GCST007732,16:28495107
rs17137937-<b>T</b>,3 x 10-6,(conditional),0.07483,'-,0.0424768 unit increase,NR,"FEM1C, CCT5P1","Allergic disease (asthma, hay fever or eczema)",allergy,GCST007732,5:115514125
rs231970-<b>A</b>,5 x 10-6,(conditional),0.8827,'-,0.035 unit decrease,NR,SGF29,"Allergic disease (asthma, hay fever or eczema)",allergy,GCST007732,16:28555683
rs2726040-<b>C</b>,5 x 10-6,(conditional),0.5748,'-,0.0238 unit decrease,NR,SBK1,"Allergic disease (asthma, hay fever or eczema)",allergy,GCST007732,16:28319469
rs27741-<b>A</b>,4 x 10-6,(conditional),0.3622,'-,0.0239 unit decrease,NR,CLN3,"Allergic disease (asthma, hay fever or eczema)",allergy,GCST007732,16:28492860
rs4236540-<b>T</b>,8 x 10-7,(conditional),0.7143,'-,0.0282 unit decrease,NR,"KPNA7, SMURF1","Allergic disease (asthma, hay fever or eczema)",allergy,GCST007732,7:99171402
rs4523932-<b>A</b>,5 x 10-6,(conditional),0.0119,'-,0.1047 unit decrease,NR,NSMCE1,"Allergic disease (asthma, hay fever or eczema)",allergy,GCST007732,16:27265406
rs4821544-<b>T</b>,4 x 10-7,(conditional),0.6854,'-,0.0290989 unit decrease,NR,"NCF4, NCF4-AS1","Allergic disease (asthma, hay fever or eczema)",allergy,GCST007732,22:36862461
rs550057-<b>T</b>,3 x 10-7,(conditional),0.2806,'-,0.0293763 unit increase,NR,ABO,"Allergic disease (asthma, hay fever or eczema)",allergy,GCST007732,9:133271182
rs5756391-<b>A</b>,9 x 10-6,(conditional),0.352,'-,0.0231752 unit decrease,NR,"NCF4, CSF2RB","Allergic disease (asthma, hay fever or eczema)",allergy,GCST007732,22:36902302
rs6909158-<b>T</b>,7 x 10-6,(conditional),0.8078,'-,0.0297268 unit decrease,NR,"BTF3P10, RAET1K","Allergic disease (asthma, hay fever or eczema)",allergy,GCST007732,6:149979828
rs7092926-<b>T</b>,7 x 10-7,(conditional),0.432,'-,0.0258662 unit increase,NR,STAM,"Allergic disease (asthma, hay fever or eczema)",allergy,GCST007732,10:17664114
rs73078636-<b>A</b>,1 x 10-7,(conditional),0.148,'-,0.0403 unit decrease,NR,DCAF1,"Allergic disease (asthma, hay fever or eczema)",allergy,GCST007732,3:51403873
rs75539558-<b>C</b>,2 x 10-6,(conditional),0.6633,'-,0.025 unit increase,NR,SGF29,"Allergic disease (asthma, hay fever or eczema)",allergy,GCST007732,16:28584489
rs7562-<b>T</b>,9 x 10-7,(conditional),0.5306,'-,0.0251 unit increase,NR,FOSL2,"Allergic disease (asthma, hay fever or eczema)",allergy,GCST007732,2:28412873
rs7925585-<b>A</b>,3 x 10-6,(conditional),0.6565,'-,0.0244 unit increase,NR,PRR5L,"Allergic disease (asthma, hay fever or eczema)",allergy,GCST007732,11:36365351
rs8045689-<b>T</b>,6 x 10-6,(conditional),0.7466,'-,0.0249 unit increase,NR,SPNS1,"Allergic disease (asthma, hay fever or eczema)",allergy,GCST007732,16:28976948
rs8056890-<b>A</b>,2 x 10-6,(conditional),0.2959,'-,0.0254 unit decrease,NR,ATP2A1,"Allergic disease (asthma, hay fever or eczema)",allergy,GCST007732,16:28886131
rs9397706-<b>A</b>,5 x 10-7,(conditional),0.5272,'-,0.0257086 unit increase,NR,IPCEF1,"Allergic disease (asthma, hay fever or eczema)",allergy,GCST007732,6:154341513
CADM3-<b>?</b>,3 x 10-8,(conditional),NR,'-,'-,'-,'-,"Allergic disease (asthma, hay fever or eczema)",allergy,GCST007732,Mapping not available
SLC39A8-<b>?</b>,3 x 10-8,(conditional),NR,'-,'-,'-,'-,"Allergic disease (asthma, hay fever or eczema)",allergy,GCST007732,Mapping not available
LRRC43-<b>?</b>,3 x 10-8,(conditional),NR,'-,'-,'-,'-,"Allergic disease (asthma, hay fever or eczema)",allergy,GCST007732,Mapping not available
KLF5-<b>?</b>,3 x 10-8,(conditional),NR,'-,'-,'-,'-,"Allergic disease (asthma, hay fever or eczema)",allergy,GCST007732,Mapping not available
rs3126085-<b>A</b>,6 x 10-12,,0.58,1.22,'-,[NR],FLG-AS1,Atopic dermatitis,atopic eczema,GCST001106,1:152328341
rs45599938-<b>A</b>,1 x 10-29,,0.3341,1.067,'-,[1.056-1.079],IL2,"Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,4:122465565
rs77665773-<b>T</b>,3 x 10-10,,0.05889,1.075,'-,[1.052-1.099],"ANKH, OTULIN","Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,5:14700894
rs72743461-<b>A</b>,5 x 10-37,,0.237,1.084,'-,[1.071-1.097],SMAD3,"Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,15:67149412
rs981625-<b>G</b>,3 x 10-14,,0.06511,1.086,'-,[1.064-1.109],LINC00393,"Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,13:73465798
rs144829310-<b>T</b>,2 x 10-37,,0.1623,1.098,'-,[1.083-1.113],"IL33, GTF3AP1","Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,9:6208030
rs61839660-<b>T</b>,3 x 10-28,,0.09897,1.104,'-,[1.085-1.123],IL2RA,"Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,10:6052734
rs7936312-<b>T</b>,1 x 10-77,,0.4769,1.107,'-,[1.095-1.118],"LINC02757, EMSY","Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,11:76582682
rs12122629-<b>C</b>,1 x 10-24,,0.04184,1.146,'-,[1.118-1.176],"TCHH, TCHHL1","Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,1:152101640
rs112401631-<b>A</b>,2 x 10-40,,0.01884,1.295,'-,[1.248-1.343],"SMARCE1, CCR7","Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,17:40608272
rs72823641-<b>T</b>,1 x 10-78,,0.8633,1.1645511,'-,[1.15-1.18],"IL1RL1, IL18R1","Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,2:102319699
rs28407950-<b>C</b>,7 x 10-70,,0.7564,1.1201972,'-,[1.11-1.13],"HLA-DQA1, HLA-DQB1","Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,6:32658571
rs28690449-<b>C</b>,2 x 10-64,,0.7986,1.1238481,'-,[1.11-1.14],"TLR1, TLR10","Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,4:38787511
rs1438673-<b>C</b>,7 x 10-62,,0.5166,1.0948106,'-,[1.08-1.11],"WDR36, RPS3AP21","Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,5:111131801
rs34290285-<b>G</b>,6 x 10-58,,0.7452,1.1064395,'-,[1.09-1.12],D2HGDH,"Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,2:241759225
rs12935657-<b>G</b>,6 x 10-45,,0.7558,1.0945709,'-,[1.08-1.11],CLEC16A,"Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,16:11125184
rs6881270-<b>C</b>,3 x 10-44,,0.7254,1.0895619,'-,[1.08-1.1],IL7R,"Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,5:35878993
rs1775553-<b>C</b>,1 x 10-31,,0.5768,1.0666666,'-,[1.06-1.08],LINC02676,"Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,10:9012362
rs3024971-<b>T</b>,5 x 10-30,,0.893,1.1072971,'-,[1.09-1.13],STAT6,"Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,12:57099944
rs891058-<b>G</b>,3 x 10-29,,0.7053,1.069862,'-,[1.06-1.08],LINC00299,"Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,2:8302417
rs117710327-<b>C</b>,3 x 10-25,,0.93779,1.1282861,'-,[1.1-1.15],"CEBPA, SLC7A10","Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,19:33235672
rs1214598-<b>G</b>,8 x 10-25,,0.6147,1.0596588,'-,[1.05-1.07],CD247,"Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,1:167457187
rs10519068-<b>G</b>,3 x 10-24,,0.8722,1.0874293,'-,[1.07-1.1],RORA,"Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,15:60776505
rs905670-<b>G</b>,8 x 10-23,,0.648,1.0577533,'-,[1.05-1.07],BACH2,"Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,6:90248783
rs11213941-<b>T</b>,3 x 10-18,,0.7096,1.0538518,'-,[1.04-1.07],"LAYN, SIK2","Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,11:111563369
rs2961920-<b>A</b>,3 x 10-17,,0.7653,1.0559661,'-,[1.04-1.07],MIR3142HG,"Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,5:160484499
rs6446685-<b>A</b>,1 x 10-9,,0.3759,1.035,'-,[1.024-1.046],STX18-AS1,"Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,4:4764538
rs10883723-<b>C</b>,1 x 10-9,,0.3586,1.035,'-,[1.024-1.046],"ACTR1A, MFSD13A","Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,10:102466075
rs10995245-<b>A</b>,2 x 10-9,,0.3471,1.035,'-,[1.024-1.046],'-,"Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,10:62631615
rs7953139-<b>C</b>,8 x 10-11,,0.4797,1.036,'-,[1.025-1.046],LRRC43,"Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,12:122177994
rs10468514-<b>G</b>,6 x 10-11,,0.3984,1.037,'-,[1.026-1.047],"ARHGAP27, RNA5SP443","Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,17:45378874
rs2393717-<b>G</b>,8 x 10-12,,0.4697,1.038,'-,[1.027-1.048],SPPL3,"Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,12:120782572
rs3813308-<b>G</b>,1 x 10-11,,0.4352,1.038,'-,[1.028-1.049],TNFAIP8,"Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,5:119355086
rs2228145-<b>C</b>,1 x 10-12,,0.4108,1.04,'-,[1.03-1.051],IL6R,"Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,1:154454494
rs12165508-<b>T</b>,2 x 10-9,,0.2045,1.041,'-,[1.028-1.054],"TOB2, TEF","Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,22:41423956
rs2070901-<b>T</b>,6 x 10-12,,0.2699,1.043,'-,[1.031-1.056],FCER1G,"Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,1:161215268
rs2190097-<b>C</b>,3 x 10-11,,0.2417,1.043,'-,[1.031-1.056],GSAP,"Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,7:77409628
rs3933376-<b>A</b>,9 x 10-10,,0.1868,1.044,'-,[1.031-1.058],PTPRK,"Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,6:127970926
rs10912564-<b>T</b>,1 x 10-13,,0.3047,1.045,'-,[1.033-1.057],TNFSF4,"Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,1:173201479
rs13277355-<b>A</b>,6 x 10-13,,0.2728,1.045,'-,[1.033-1.057],"PVT1, MYC","Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,8:127765473
rs1950897-<b>C</b>,3 x 10-13,,0.2869,1.045,'-,[1.033-1.057],RAD51B,"Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,14:68293424
rs6473228-<b>G</b>,2 x 10-15,,0.3652,1.046,'-,[1.035-1.057],RNU6-1213P,"Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,8:80387531
rs9549238-<b>A</b>,1 x 10-11,,0.2128,1.046,'-,[1.033-1.059],FOXO1,"Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,13:40605184
rs12952581-<b>A</b>,5 x 10-16,,0.3627,1.047,'-,[1.036-1.059],"PHB, ZNF652","Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,17:49370984
rs9290877-<b>C</b>,2 x 10-15,,0.3016,1.048,'-,[1.036-1.059],LPP,"Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,3:188724692
rs7650683-<b>C</b>,2 x 10-15,,0.2994,1.048,'-,[1.036-1.06],LPP,"Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,3:188727995
rs12887759-<b>A</b>,1 x 10-12,,0.2176,1.048,'-,[1.035-1.061],"TRAF3, RCOR1","Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,14:102772514
rs8126516-<b>A</b>,1 x 10-9,,0.1445,1.048,'-,[1.033-1.063],RUNX1,"Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,21:35080321
rs10244416-<b>C</b>,2 x 10-20,,0.4879,1.052,'-,[1.041-1.063],EEF1A1P27,"Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,7:20536128
rs4722758-<b>G</b>,2 x 10-16,,0.1992,1.057,'-,[1.043-1.07],JAZF1,"Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,7:28116987
rs1295685-<b>A</b>,3 x 10-19,,0.1796,1.065,'-,[1.051-1.079],'-,"Allergic disease (asthma, hay fever or eczema)","Eczema, allergic rhinitis, asthma",GCST009716,Mapping not available
rs2884670-<b>?</b>,2 x 10-7,,NR,1.28,'-,[1.19-1.37],DYRK4,Allergic rhinitis,allergic rhinitis,GCST002550,12:4566052
rs1352323-<b>?</b>,7 x 10-7,(Latino),NR,1.47,'-,[1.32-1.63],ST8SIA2,Allergic rhinitis,allergic rhinitis,GCST002550,15:92452411
rs1352323-<b>?</b>,1 x 10-7,,NR,1.33,'-,[1.23-1.44],ST8SIA2,Allergic rhinitis,allergic rhinitis,GCST002550,15:92452411
rs12597084-<b>?</b>,5 x 10-7,(Latino),NR,1.43,'-,[1.19-1.82],RBFOX1,Allergic rhinitis,allergic rhinitis,GCST002550,16:5769619
rs7187423-<b>?</b>,6 x 10-7,(AA),NR,2.02,'-,[1.75-2.30],FTO,Allergic rhinitis,allergic rhinitis,GCST002550,16:54056583
rs2061-<b>?</b>,9 x 10-7,,NR,2.04,'-,[1.3-4.76],"PMP22, CDRT8",Allergic rhinitis,allergic rhinitis,GCST002550,17:15157487
rs7237244-<b>?</b>,4 x 10-7,,NR,1.72,'-,[1.39-2.13],LAMA3,Allergic rhinitis,allergic rhinitis,GCST002550,18:23850780
rs12973620-<b>?</b>,5 x 10-8,(Latino),NR,1.56,'-,[1.40-1.72],"ZNF671, ZNF776",Allergic rhinitis,allergic rhinitis,GCST002550,19:57738275
rs7287939-<b>?</b>,4 x 10-7,(Latino),NR,2.19,'-,[1.89-2.50],"Y_RNA, RBX1",Allergic rhinitis,allergic rhinitis,GCST002550,22:41000349
rs146668528-<b>?</b>,5 x 10-12,,NR,1.1904762,'-,[1.12-1.25],HLA-DQA1,"Allergic disease (asthma, hay fever or eczema)","allergy, asthma",GCST007563,6:32630251
rs72823641-<b>?</b>,4 x 10-24,,NR,1.1627907,'-,[1.14-1.2],"IL1RL1, IL18R1","Allergic disease (asthma, hay fever or eczema)","allergy, asthma",GCST007563,2:102319699
rs148906978-<b>?</b>,1 x 10-16,,NR,1.1235955,'-,[1.09-1.15],"TLR6, TLR1","Allergic disease (asthma, hay fever or eczema)","allergy, asthma",GCST007563,4:38852748
rs4833093-<b>?</b>,7 x 10-20,,NR,1.1235955,'-,[1.1-1.16],"TLR10, TLR1","Allergic disease (asthma, hay fever or eczema)","allergy, asthma",GCST007563,4:38788119
rs10414065-<b>?</b>,3 x 10-8,,NR,1.1235955,'-,[1.08-1.18],"SLC7A10, CEBPA","Allergic disease (asthma, hay fever or eczema)","allergy, asthma",GCST007563,19:33230549
rs12413578-<b>?</b>,5 x 10-10,,NR,1.1111112,'-,[1.08-1.15],LINC02676,"Allergic disease (asthma, hay fever or eczema)","allergy, asthma",GCST007563,10:9007290
rs3024971-<b>?</b>,1 x 10-9,,NR,1.1111112,'-,[1.08-1.15],STAT6,"Allergic disease (asthma, hay fever or eczema)","allergy, asthma",GCST007563,12:57099944
rs34290285-<b>?</b>,2 x 10-15,,NR,1.098901,'-,[1.08-1.12],D2HGDH,"Allergic disease (asthma, hay fever or eczema)","allergy, asthma",GCST007563,2:241759225
rs10174949-<b>?</b>,6 x 10-16,,NR,1.098901,'-,[1.08-1.12],LINC00299,"Allergic disease (asthma, hay fever or eczema)","allergy, asthma",GCST007563,2:8302118
rs1438673-<b>?</b>,5 x 10-20,,NR,1.098901,'-,[1.08-1.12],"WDR36, RPS3AP21","Allergic disease (asthma, hay fever or eczema)","allergy, asthma",GCST007563,5:111131801
rs6881270-<b>?</b>,3 x 10-15,,NR,1.098901,'-,[1.08-1.12],IL7R,"Allergic disease (asthma, hay fever or eczema)","allergy, asthma",GCST007563,5:35878993
rs9911533-<b>?</b>,2 x 10-16,,NR,1.0869565,'-,[1.06-1.11],"SMARCE1, CCR7","Allergic disease (asthma, hay fever or eczema)","allergy, asthma",GCST007563,17:40619224
rs12743520-<b>?</b>,7 x 10-9,,NR,1.0752687,'-,[1.04-1.1],EVI5,"Allergic disease (asthma, hay fever or eczema)","allergy, asthma",GCST007563,1:92571555
rs659529-<b>?</b>,1 x 10-10,,NR,1.0752687,'-,[1.05-1.1],"LAYN, SIK2","Allergic disease (asthma, hay fever or eczema)","allergy, asthma",GCST007563,11:111566171
rs3208007-<b>?</b>,3 x 10-8,,NR,1.0752687,'-,[1.04-1.1],"RTEL1-TNFRSF6B, RTEL1","Allergic disease (asthma, hay fever or eczema)","allergy, asthma",GCST007563,20:63690935
rs742230-<b>?</b>,1 x 10-8,,NR,1.0638298,'-,[1.04-1.09],RUNX3,"Allergic disease (asthma, hay fever or eczema)","allergy, asthma",GCST007563,1:24924933
rs1214598-<b>?</b>,5 x 10-10,,NR,1.0638298,'-,[1.04-1.09],CD247,"Allergic disease (asthma, hay fever or eczema)","allergy, asthma",GCST007563,1:167457187
rs10008032-<b>?</b>,2 x 10-10,,NR,1.0638298,'-,[1.04-1.09],"KLF3, RNA5SP158","Allergic disease (asthma, hay fever or eczema)","allergy, asthma",GCST007563,4:38743861
rs1409123-<b>?</b>,2 x 10-10,,NR,1.0638298,'-,[1.04-1.09],"KRT8P37, CHCHD3P1","Allergic disease (asthma, hay fever or eczema)","allergy, asthma",GCST007563,10:8540354
rs8043253-<b>?</b>,4 x 10-8,,NR,1.06,'-,[1.04-1.08],EXD1,"Allergic disease (asthma, hay fever or eczema)","allergy, asthma",GCST007563,15:41211532
rs45605540-<b>?</b>,4 x 10-10,,NR,1.07,'-,[1.05-1.1],KIAA1109,"Allergic disease (asthma, hay fever or eczema)","allergy, asthma",GCST007563,4:122219899
rs12339348-<b>?</b>,2 x 10-8,,NR,1.07,'-,[1.05-1.1],IL33,"Allergic disease (asthma, hay fever or eczema)","allergy, asthma",GCST007563,9:6233082
rs11171739-<b>?</b>,4 x 10-10,,NR,1.07,'-,[1.04-1.09],ERBB3,"Allergic disease (asthma, hay fever or eczema)","allergy, asthma",GCST007563,12:56076841
rs2766664-<b>?</b>,1 x 10-11,,NR,1.08,'-,[1.06-1.11],"ZNF217, Y_RNA","Allergic disease (asthma, hay fever or eczema)","allergy, asthma",GCST007563,20:53554702
rs56062135-<b>?</b>,6 x 10-13,,NR,1.09,'-,[1.06-1.12],SMAD3,"Allergic disease (asthma, hay fever or eczema)","allergy, asthma",GCST007563,15:67163292
rs11645657-<b>?</b>,7 x 10-17,,NR,1.09,'-,[1.07-1.11],CLEC16A,"Allergic disease (asthma, hay fever or eczema)","allergy, asthma",GCST007563,16:11129597
rs7936070-<b>?</b>,4 x 10-22,,NR,1.1,'-,[1.08-1.13],"EMSY, LINC02757","Allergic disease (asthma, hay fever or eczema)","allergy, asthma",GCST007563,11:76582483
rs61839660-<b>?</b>,4 x 10-12,,NR,1.12,'-,[1.09-1.16],IL2RA,"Allergic disease (asthma, hay fever or eczema)","allergy, asthma",GCST007563,10:6052734
rs7705653-<b>?</b>,2 x 10-20,,NR,1.14,'-,[1.11-1.17],SLC25A46,"Allergic disease (asthma, hay fever or eczema)","allergy, asthma",GCST007563,5:110807116
rs56267624-<b>?</b>,2 x 10-8,,NR,1.14,'-,[1.09-1.2],RAD51B,"Allergic disease (asthma, hay fever or eczema)","allergy, asthma",GCST007563,14:68195642
rs115288876-<b>?</b>,2 x 10-8,,NR,1.15,'-,[1.09-1.21],"NBPF18P, S100A11","Allergic disease (asthma, hay fever or eczema)","allergy, asthma",GCST007563,1:152027641
rs76962799-<b>?</b>,4 x 10-8,,NR,1.15,'-,[1.09-1.21],GTF3AP1,"Allergic disease (asthma, hay fever or eczema)","allergy, asthma",GCST007563,9:6187132
rs61816766-<b>?</b>,3 x 10-11,,NR,1.21,'-,[1.14-1.28],FLG-AS1,"Allergic disease (asthma, hay fever or eczema)","allergy, asthma",GCST007563,1:152347096
rs9273374-<b>?</b>,8 x 10-35,,NR,1.1904762,'-,'-,"HLA-DQA1, HLA-DQB1",Asthma or allergic disease (pleiotropy),"allergy, asthma",GCST007564,6:32658837
rs72823641-<b>?</b>,2 x 10-27,,NR,1.1235955,'-,'-,"IL1RL1, IL18R1",Asthma or allergic disease (pleiotropy),"allergy, asthma",GCST007564,2:102319699
rs1241357-<b>?</b>,1 x 10-14,,NR,1.098901,'-,'-,'-,Asthma or allergic disease (pleiotropy),"allergy, asthma",GCST007564,8:56793197
rs6881270-<b>?</b>,2 x 10-14,,NR,1.098901,'-,'-,IL7R,Asthma or allergic disease (pleiotropy),"allergy, asthma",GCST007564,5:35878993
