Variant and risk allele,P-value,P-value annotation,RAF,OR,Beta,CI,Mapped gene,Reported trait,Trait(s),Study accession,Location
rs7679673-<b>A</b>,4 x 10-9,,0.39,0.9,'-,[0.87-0.94],TET2,Chronic obstructive pulmonary disease in never smokers,"smoking status measurement, chronic obstructive pulmonary disease",GCST90016589,4:105140377
rs34712979-<b>A</b>,1 x 10-29,,0.25,1.23,'-,[1.19-1.27],NPNT,Chronic obstructive pulmonary disease in never smokers,"smoking status measurement, chronic obstructive pulmonary disease",GCST90016589,4:105897896
rs151025055-<b>T</b>,1 x 10-9,,0.12,1.16,'-,[1.1-1.21],FREM3,Chronic obstructive pulmonary disease in never smokers,"smoking status measurement, chronic obstructive pulmonary disease",GCST90016589,4:143753833
rs6537293-<b>G</b>,2 x 10-24,,0.39,0.84,'-,[0.81-0.87],KRT18P51,Chronic obstructive pulmonary disease in never smokers,"smoking status measurement, chronic obstructive pulmonary disease",GCST90016589,4:144558609
rs7733410-<b>A</b>,4 x 10-9,,0.44,0.91,'-,[0.88-0.94],HTR4,Chronic obstructive pulmonary disease in never smokers,"smoking status measurement, chronic obstructive pulmonary disease",GCST90016589,5:148476959
rs979453-<b>G</b>,3 x 10-6,,0.33,1.08,'-,[1.05-1.12],"GM2A, CCDC69",Chronic obstructive pulmonary disease in never smokers,"smoking status measurement, chronic obstructive pulmonary disease",GCST90016589,5:151215512
rs2277027-<b>C</b>,4 x 10-9,,0.35,1.11,'-,[1.07-1.14],ADAM19,Chronic obstructive pulmonary disease in never smokers,"smoking status measurement, chronic obstructive pulmonary disease",GCST90016589,5:157505368
rs12519165-<b>A</b>,1 x 10-7,,0.39,1.1,'-,[1.06-1.13],FGF18,Chronic obstructive pulmonary disease in never smokers,"smoking status measurement, chronic obstructive pulmonary disease",GCST90016589,5:171474582
rs6905736-<b>C</b>,2 x 10-7,,0.15,0.88,'-,[0.84-0.92],ID4,Chronic obstructive pulmonary disease in never smokers,"smoking status measurement, chronic obstructive pulmonary disease",GCST90016589,6:19843536
rs9379882-<b>T</b>,3 x 10-7,,0.14,1.12,'-,[1.08-1.18],"RNU6-502P, BTN1A1",Chronic obstructive pulmonary disease in never smokers,"smoking status measurement, chronic obstructive pulmonary disease",GCST90016589,6:26510848
rs6923811-<b>C</b>,3 x 10-10,,0.33,1.12,'-,[1.08-1.15],"POM121L2, VN1R10P",Chronic obstructive pulmonary disease in never smokers,"smoking status measurement, chronic obstructive pulmonary disease",GCST90016589,6:27321997
rs1233393-<b>G</b>,2 x 10-11,,0.12,'-,'-,[NR],GABBR1,Chronic obstructive pulmonary disease x ever smoker interaction (2df),"smoking status measurement, chronic obstructive pulmonary disease",GCST90016585,6:29581876
rs2188100-<b>A</b>,5 x 10-14,,0.16,'-,'-,[NR],"HCG17, TRIM26",Chronic obstructive pulmonary disease x ever smoker interaction (2df),"smoking status measurement, chronic obstructive pulmonary disease",GCST90016585,6:30214106
rs1064627-<b>G</b>,1 x 10-18,,0.2,'-,'-,[NR],FLOT1,Chronic obstructive pulmonary disease x ever smoker interaction (2df),"smoking status measurement, chronic obstructive pulmonary disease",GCST90016585,6:30730764
rs1631951-<b>T</b>,6 x 10-17,,0.18,'-,'-,[NR],"HLA-B, LINC02571",Chronic obstructive pulmonary disease x ever smoker interaction (2df),"smoking status measurement, chronic obstructive pulmonary disease",GCST90016585,6:31337864
rs3130288-<b>A</b>,5 x 10-14,,0.12,'-,'-,[NR],ATF6B,Chronic obstructive pulmonary disease x ever smoker interaction (2df),"smoking status measurement, chronic obstructive pulmonary disease",GCST90016585,6:32128224
rs9273410-<b>A</b>,3 x 10-22,,0.44,'-,'-,[NR],HLA-DQB1,Chronic obstructive pulmonary disease x ever smoker interaction (2df),"smoking status measurement, chronic obstructive pulmonary disease",GCST90016585,6:32659473
rs2806356-<b>C</b>,3 x 10-10,,0.18,'-,'-,[NR],ARMC2,Chronic obstructive pulmonary disease x ever smoker interaction (2df),"smoking status measurement, chronic obstructive pulmonary disease",GCST90016585,6:108945052
rs7753012-<b>G</b>,2 x 10-31,,0.32,'-,'-,[NR],ADGRG6,Chronic obstructive pulmonary disease x ever smoker interaction (2df),"smoking status measurement, chronic obstructive pulmonary disease",GCST90016585,6:142424746
rs798565-<b>A</b>,5 x 10-10,,0.29,'-,'-,[NR],AMZ1,Chronic obstructive pulmonary disease x ever smoker interaction (2df),"smoking status measurement, chronic obstructive pulmonary disease",GCST90016585,7:2712518
rs12700188-<b>G</b>,5 x 10-9,,0.41,'-,'-,[NR],ITGB8,Chronic obstructive pulmonary disease x ever smoker interaction (2df),"smoking status measurement, chronic obstructive pulmonary disease",GCST90016585,7:20378567
rs4740752-<b>G</b>,2 x 10-9,,0.36,'-,'-,[NR],GLIS3,Chronic obstructive pulmonary disease x ever smoker interaction (2df),"smoking status measurement, chronic obstructive pulmonary disease",GCST90016585,9:4123044
rs156394-<b>C</b>,5 x 10-9,,0.46,'-,'-,[NR],SUMO2P2,Chronic obstructive pulmonary disease x ever smoker interaction (2df),"smoking status measurement, chronic obstructive pulmonary disease",GCST90016585,9:23588686
rs1007892-<b>T</b>,1 x 10-9,,0.35,'-,'-,[NR],"NME2P3, GALNT12",Chronic obstructive pulmonary disease x ever smoker interaction (2df),"smoking status measurement, chronic obstructive pulmonary disease",GCST90016585,9:98887470
rs57062879-<b>A</b>,1 x 10-20,,0.49,'-,'-,[NR],CDC123,Chronic obstructive pulmonary disease x ever smoker interaction (2df),"smoking status measurement, chronic obstructive pulmonary disease",GCST90016585,10:12236526
rs2579762-<b>C</b>,5 x 10-10,,0.46,'-,'-,[NR],LRMDA,Chronic obstructive pulmonary disease x ever smoker interaction (2df),"smoking status measurement, chronic obstructive pulmonary disease",GCST90016585,10:76559121
rs11022678-<b>A</b>,4 x 10-8,,0.15,'-,'-,[NR],'-,Chronic obstructive pulmonary disease x ever smoker interaction (2df),"smoking status measurement, chronic obstructive pulmonary disease",GCST90016585,11:13140818
rs12894780-<b>C</b>,1 x 10-8,,0.14,'-,'-,[NR],ITPK1,Chronic obstructive pulmonary disease x ever smoker interaction (2df),"smoking status measurement, chronic obstructive pulmonary disease",GCST90016585,14:93037041
rs10851839-<b>T</b>,1 x 10-23,,0.34,'-,'-,[NR],THSD4,Chronic obstructive pulmonary disease x ever smoker interaction (2df),"smoking status measurement, chronic obstructive pulmonary disease",GCST90016585,15:71336031
rs1317286-<b>G</b>,3 x 10-25,,0.33,'-,'-,[NR],CHRNA3,Chronic obstructive pulmonary disease x ever smoker interaction (2df),"smoking status measurement, chronic obstructive pulmonary disease",GCST90016585,15:78603787
rs2585059-<b>C</b>,2 x 10-11,,0.42,'-,'-,[NR],SH3GL3,Chronic obstructive pulmonary disease x ever smoker interaction (2df),"smoking status measurement, chronic obstructive pulmonary disease",GCST90016585,15:83616602
rs141322661-<b>G</b>,4 x 10-9,,0.01,'-,'-,[NR],SMPD3,Chronic obstructive pulmonary disease x ever smoker interaction (2df),"smoking status measurement, chronic obstructive pulmonary disease",GCST90016585,16:68364972
rs12930452-<b>A</b>,1 x 10-16,,0.41,'-,'-,[NR],CFDP1,Chronic obstructive pulmonary disease x ever smoker interaction (2df),"smoking status measurement, chronic obstructive pulmonary disease",GCST90016585,16:75428157
rs9605481-<b>A</b>,8 x 10-9,,0.26,'-,'-,[NR],MICAL3,Chronic obstructive pulmonary disease x ever smoker interaction (2df),"smoking status measurement, chronic obstructive pulmonary disease",GCST90016585,22:17982911
rs72734413-<b>?</b>,7 x 10-6,,NR,'-,'-,'-,PLPPR5,Response to long-term oxygen therapy in chronic obstructive pulmonary disease,"response to supplemental oxygen, chronic obstructive pulmonary disease",GCST007558,1:99096066
rs398926-<b>?</b>,2 x 10-6,,NR,'-,'-,'-,"CRYBA2, MIR375",Response to long-term oxygen therapy in chronic obstructive pulmonary disease,"response to supplemental oxygen, chronic obstructive pulmonary disease",GCST007558,2:218998867
rs6825556-<b>?</b>,8 x 10-6,,NR,'-,'-,'-,GABRB1,Response to long-term oxygen therapy in chronic obstructive pulmonary disease,"response to supplemental oxygen, chronic obstructive pulmonary disease",GCST007558,4:47393836
rs149605813-<b>?</b>,4 x 10-6,,NR,'-,'-,'-,"MT2P1, TMPRSS11E",Response to long-term oxygen therapy in chronic obstructive pulmonary disease,"response to supplemental oxygen, chronic obstructive pulmonary disease",GCST007558,4:68436223
rs16875861-<b>?</b>,6 x 10-6,,NR,'-,'-,'-,LHFPL2,Response to long-term oxygen therapy in chronic obstructive pulmonary disease,"response to supplemental oxygen, chronic obstructive pulmonary disease",GCST007558,5:78746500
rs55924278-<b>?</b>,7 x 10-6,,NR,'-,'-,'-,FSTL4,Response to long-term oxygen therapy in chronic obstructive pulmonary disease,"response to supplemental oxygen, chronic obstructive pulmonary disease",GCST007558,5:133265019
rs77506377-<b>?</b>,2 x 10-6,,NR,'-,'-,'-,ZNF883,Response to long-term oxygen therapy in chronic obstructive pulmonary disease,"response to supplemental oxygen, chronic obstructive pulmonary disease",GCST007558,9:113010268
rs7870128-<b>?</b>,1 x 10-6,,NR,'-,'-,'-,RPL35AP22,Response to long-term oxygen therapy in chronic obstructive pulmonary disease,"response to supplemental oxygen, chronic obstructive pulmonary disease",GCST007558,9:117673499
rs12261071-<b>?</b>,7 x 10-6,,NR,'-,'-,'-,LRMDA,Response to long-term oxygen therapy in chronic obstructive pulmonary disease,"response to supplemental oxygen, chronic obstructive pulmonary disease",GCST007558,10:75845966
rs7928395-<b>?</b>,6 x 10-7,,NR,'-,'-,'-,LINC02759,Response to long-term oxygen therapy in chronic obstructive pulmonary disease,"response to supplemental oxygen, chronic obstructive pulmonary disease",GCST007558,11:38559490
rs57705361-<b>?</b>,5 x 10-6,,NR,'-,'-,'-,SERPINA12,Response to long-term oxygen therapy in chronic obstructive pulmonary disease,"response to supplemental oxygen, chronic obstructive pulmonary disease",GCST007558,14:94501304
rs4510073-<b>?</b>,3 x 10-6,,NR,'-,'-,'-,ASIC2,Response to long-term oxygen therapy in chronic obstructive pulmonary disease,"response to supplemental oxygen, chronic obstructive pulmonary disease",GCST007558,17:33128407
rs11667764-<b>?</b>,6 x 10-6,,NR,'-,'-,'-,HOOK2,Response to long-term oxygen therapy in chronic obstructive pulmonary disease,"response to supplemental oxygen, chronic obstructive pulmonary disease",GCST007558,19:12778410
rs12168060-<b>?</b>,7 x 10-6,,NR,'-,'-,'-,FAM230I,Response to long-term oxygen therapy in chronic obstructive pulmonary disease,"response to supplemental oxygen, chronic obstructive pulmonary disease",GCST007558,22:23465394
rs11187027-<b>?</b>,4 x 10-8,,NR,'-,'-,'-,IDE,Nonatopic asthma or type 2 diabetes,"type II diabetes mellitus, asthma",GCST009857,10:92499423
rs1512226-<b>?</b>,2 x 10-8,,NR,'-,'-,'-,MIR4432HG,Nonatopic asthma or type 2 diabetes,"type II diabetes mellitus, asthma",GCST009857,2:60324666
rs174584-<b>?</b>,4 x 10-11,,NR,'-,'-,'-,FADS2,Nonatopic asthma or type 2 diabetes,"type II diabetes mellitus, asthma",GCST009857,11:61843278
rs3768321-<b>?</b>,5 x 10-8,,NR,'-,'-,'-,"PABPC4, PABPC4-AS1",Nonatopic asthma or type 2 diabetes,"type II diabetes mellitus, asthma",GCST009857,1:39570256
rs849139-<b>?</b>,2 x 10-8,,NR,'-,'-,'-,JAZF1,Nonatopic asthma or type 2 diabetes,"type II diabetes mellitus, asthma",GCST009857,7:28139777
rs13277810-<b>T</b>,3 x 10-8,,0.12,1.26,'-,[1.17-1.37],'-,Adult asthma,asthma,GCST007266,8:2693300
rs114647118-<b>C</b>,3 x 10-7,,0.99,2.08,'-,[1.59-2.70],TATDN1,Adult asthma,asthma,GCST007266,8:124519112
rs3122929-<b>T</b>,9 x 10-7,,0.27,1.17,'-,[1.10-1.24],STAT6,Adult asthma,asthma,GCST007266,12:57115319
rs10519067-<b>G</b>,2 x 10-7,,0.71,1.18,'-,[1.18-1.33],RORA,Adult asthma,asthma,GCST007266,15:60776148
rs907092-<b>G</b>,4 x 10-12,,0.8,1.25,'-,[1.18-1.33],IKZF3,Adult asthma,asthma,GCST007266,17:39766006
chr6:145053377-<b>C</b>,8 x 10-7,,0.117,'-,'-,'-,'-,Adult asthma,asthma,GCST007266,Mapping not available
chr4:130040437-<b>T</b>,2 x 10-7,(AA),0.6047,1.22,'-,[1.14-1.32],'-,Adult asthma,asthma,GCST007266,Mapping not available
chr18:42607527-<b>G</b>,8 x 10-7,,0.021,'-,'-,'-,'-,Adult asthma,asthma,GCST007266,Mapping not available
chr19:54192692-<b>G</b>,5 x 10-7,,0.039,'-,'-,'-,'-,Adult asthma,asthma,GCST007266,Mapping not available
chr1:234597720-<b>A</b>,9 x 10-7,(AA),0.0093,3.74,'-,[2.21-6.33],'-,Adult asthma,asthma,GCST007266,Mapping not available
chr17:38040119-<b>C</b>,3 x 10-11,,0.175,'-,'-,'-,'-,Adult asthma,asthma,GCST007266,Mapping not available
rs2253681-<b>A</b>,6 x 10-9,,0.16,1.55,'-,[1.34-1.79],"HIF1A-AS1, LINC01303",Severe exacerbations in childhood asthma,"asthma exacerbation measurement, asthma",GCST011737,14:61613308
rs367983479-<b>CA</b>,6 x 10-11,,0.615,1.1111112,'-,[1.08-1.15],BACH2,Asthma (moderate or severe),asthma,GCST006911,6:90291614
rs7936312-<b>T</b>,6 x 10-24,,0.4742,1.17,'-,[1.13-1.20],"LINC02757, EMSY",Asthma (moderate or severe),asthma,GCST006911,11:76582682
rs3749833-<b>C</b>,6 x 10-14,,0.2608,1.14,'-,[1.10-1.18],"IRF1, IRF1-AS1",Asthma (moderate or severe),asthma,GCST006911,5:132463934
rs7523907-<b>T</b>,5 x 10-9,,0.5408,1.1,'-,[1.06-1.13],CD247,Asthma (moderate or severe),asthma,GCST006911,1:167458010
rs7203459-<b>T</b>,4 x 10-18,,0.7544,1.1627907,'-,[1.12-1.2],CLEC16A,Asthma (moderate or severe),asthma,GCST006911,16:11136846
rs34290285-<b>G</b>,2 x 10-23,,0.7426,1.1904762,'-,[1.15-1.23],D2HGDH,Asthma (moderate or severe),asthma,GCST006911,2:241759225
rs61816761-<b>A</b>,1 x 10-8,,0.0237,1.36,'-,[1.22-1.51],"FLG, FLG-AS1",Asthma (moderate or severe),asthma,GCST006911,1:152313385
rs10905284-<b>C</b>,2 x 10-10,,0.4294,1.1111112,'-,[1.08-1.14],GATA3,Asthma (moderate or severe),asthma,GCST006911,10:8073399
rs776111176-<b>A</b>,3 x 10-16,,0.1485,1.1904762,'-,[1.14-1.23],"HLA-DQA1, HLA-DRB1",Asthma (moderate or severe),asthma,GCST006911,6:32613963
rs9273410-<b>A</b>,6 x 10-32,,0.553,1.21,'-,[1.17-1.25],HLA-DQB1,Asthma (moderate or severe),asthma,GCST006911,6:32659473
rs2941522-<b>T</b>,2 x 10-12,,0.4829,1.11,'-,[1.08-1.15],"GRB7, IKZF3",Asthma (moderate or severe),asthma,GCST006911,17:39754115
rs12479210-<b>T</b>,2 x 10-29,,0.3873,1.19,'-,[1.16-1.23],"IL1RL1, IL18R1",Asthma (moderate or severe),asthma,GCST006911,2:102332701
rs144829310-<b>T</b>,2 x 10-20,,0.164,1.21,'-,[1.16-1.26],"IL33, GTF3AP1",Asthma (moderate or severe),asthma,GCST006911,9:6208030
rs560026225-<b>GATT</b>,3 x 10-9,,0.236,1.12,'-,[1.08-1.16],"KIAA1109, RN7SL335P",Asthma (moderate or severe),asthma,GCST006911,4:122134547
rs9517738-<b>A</b>,3 x 10-6,,0.7024,1.08,'-,[1.05-1.12],TM9SF2,Asthma (moderate or severe),asthma,GCST006911,13:99460268
rs61840192-<b>G</b>,8 x 10-25,,0.573,1.1764705,'-,[1.14-1.2],LINC02676,Asthma (moderate or severe),asthma,GCST006911,10:9001441
rs71266076-<b>C</b>,7 x 10-13,,0.3693,1.1235955,'-,[1.09-1.16],RNU6-1213P,Asthma (moderate or severe),asthma,GCST006911,8:80354703
rs11603634-<b>G</b>,2 x 10-8,,0.5036,1.09,'-,[1.06-1.12],"MUC5AC, MUC2",Asthma (moderate or severe),asthma,GCST006911,11:1142570
rs1986009-<b>A</b>,2 x 10-15,,0.1871,1.17,'-,[1.13-1.22],IL5,Asthma (moderate or severe),asthma,GCST006911,5:132552294
rs301819-<b>G</b>,3 x 10-7,,0.591,1.08,'-,[1.05-1.12],RERE,Asthma (moderate or severe),asthma,GCST006911,1:8441726
rs10519068-<b>G</b>,2 x 10-12,,0.8725,1.1764705,'-,[1.12-1.23],RORA,Asthma (moderate or severe),asthma,GCST006911,15:60776505
rs7305461-<b>A</b>,1 x 10-9,,0.4461,1.098901,'-,[1.06-1.14],"RPS26, ERBB3",Asthma (moderate or severe),asthma,GCST006911,12:56056091
rs72743461-<b>A</b>,5 x 10-14,,0.236,1.14,'-,[1.11-1.19],SMAD3,Asthma (moderate or severe),asthma,GCST006911,15:67149412
rs703816-<b>C</b>,4 x 10-13,,0.4341,1.12,'-,[1.09-1.15],STAT6,Asthma (moderate or severe),asthma,GCST006911,12:57103222
rs1837253-<b>C</b>,2 x 10-22,,0.7416,1.19,'-,[1.15-1.23],TSLP,Asthma (moderate or severe),asthma,GCST006911,5:111066174
rs1438673-<b>C</b>,3 x 10-13,,0.5078,1.1235955,'-,[1.09-1.16],"WDR36, RPS3AP21",Asthma (moderate or severe),asthma,GCST006911,5:111131801
rs112502960-<b>A</b>,4 x 10-11,,0.3592,1.11,'-,[1.08-1.15],ZNF652,Asthma (moderate or severe),asthma,GCST006911,17:49361940
rs72782676-<b>C</b>,7 x 10-27,,0.99289,1.5860428,'-,[1.45-1.72],LINC02676,Asthma,asthma,GCST009798,10:8990592
rs149045797-<b>T</b>,4 x 10-18,,0.99522,1.5411408,'-,[1.39-1.69],IL33,Asthma,asthma,GCST009798,9:6252690
rs12722502-<b>C</b>,1 x 10-17,,0.9819,1.2426528,'-,[1.18-1.3],IL2RA,Asthma,asthma,GCST009798,10:6051176
rs2230624-<b>G</b>,8 x 10-13,,0.98488,1.2183087,'-,[1.15-1.28],TNFRSF8,Asthma,asthma,GCST009798,1:12115601
rs12413578-<b>C</b>,9 x 10-47,,0.89539,1.1652431,'-,[1.14-1.19],LINC02676,Asthma,asthma,GCST009798,10:9007290
rs72823641-<b>T</b>,4 x 10-51,,0.86336,1.1539615,'-,[1.14-1.18],"IL1RL1, IL18R1",Asthma,asthma,GCST009798,2:102319699
rs117710327-<b>C</b>,1 x 10-23,,0.93305,1.1380448,'-,[1.11-1.16],"CEBPA, SLC7A10",Asthma,asthma,GCST009798,19:33235672
rs992969-<b>A</b>,5 x 10-67,,0.25235,1.1319132,'-,[1.11-1.15],"IL33, GTF3AP1",Asthma,asthma,GCST009798,9:6209697
rs41283642-<b>C</b>,2 x 10-10,,0.96631,1.1251758,'-,[1.09-1.16],TGFBR1,Asthma,asthma,GCST009798,9:99153605
rs1059513-<b>T</b>,3 x 10-29,,0.89259,1.1245052,'-,[1.1-1.15],STAT6,Asthma,asthma,GCST009798,12:57095926
rs1008723-<b>G</b>,1 x 10-65,,0.48901,1.1136974,'-,[1.1-1.12],GSDMB,Asthma,asthma,GCST009798,17:39910014
rs1444782-<b>G</b>,9 x 10-48,,0.57643,1.0975382,'-,[1.09-1.11],'-,Asthma,asthma,GCST009798,10:9016708
rs34290285-<b>G</b>,5 x 10-36,,0.74458,1.0953622,'-,[1.08-1.11],D2HGDH,Asthma,asthma,GCST009798,2:241759225
rs848-<b>A</b>,5 x 10-29,,0.18213,1.0942714,'-,[1.08-1.11],"TH2LCRR, IL13",Asthma,asthma,GCST009798,5:132660808
rs35441874-<b>T</b>,2 x 10-33,,0.7529,1.0940201,'-,[1.08-1.11],CLEC16A,Asthma,asthma,GCST009798,16:11119164
rs4794817-<b>T</b>,8 x 10-27,,0.18379,1.091298,'-,[1.08-1.11],STARD3,Asthma,asthma,GCST009798,17:39638098
rs11071559-<b>C</b>,2 x 10-19,,0.87197,1.0895382,'-,[1.06-1.11],RORA,Asthma,asthma,GCST009798,15:60777789
rs509399-<b>C</b>,2 x 10-9,,0.92228,1.0749568,'-,[1.05-1.1],LINC01991,Asthma,asthma,GCST009798,3:187963924
rs72925996-<b>T</b>,5 x 10-27,,0.64958,1.0740907,'-,[1.06-1.09],BACH2,Asthma,asthma,GCST009798,6:90220794
rs10152595-<b>C</b>,5 x 10-19,,0.75131,1.0682961,'-,[1.05-1.09],SMAD3,Asthma,asthma,GCST009798,15:67183150
rs10957979-<b>A</b>,6 x 10-22,,0.35124,1.0653825,'-,[1.05-1.08],RNU6-1213P,Asthma,asthma,GCST009798,8:80377552
rs5743618-<b>C</b>,4 x 10-17,,0.77429,1.0640788,'-,[1.05-1.08],TLR1,Asthma,asthma,GCST009798,4:38797027
rs2296618-<b>A</b>,7 x 10-10,,0.8647,1.0592659,'-,[1.04-1.08],PTPRC,Asthma,asthma,GCST009798,1:198697103
rs12365699-<b>G</b>,4 x 10-11,,0.83333,1.058537,'-,[1.04-1.08],"CXCR5, Y_RNA",Asthma,asthma,GCST009798,11:118872577
rs72924800-<b>G</b>,2 x 10-9,,0.8712,1.0580555,'-,[1.04-1.08],FOSL1,Asthma,asthma,GCST009798,11:65896135
rs12470864-<b>A</b>,8 x 10-43,,0.38851,1.09217,'-,[1.08-1.11],"IL1RL1, FAM183DP",Asthma,asthma,GCST009798,2:102309902
rs12788104-<b>G</b>,2 x 10-10,,0.68738,1.04498,'-,[1.03-1.06],"MUC5AC, MUC2",Asthma,asthma,GCST009798,11:1129831
rs12952581-<b>A</b>,2 x 10-18,,0.363,1.0592,'-,[1.05-1.07],"PHB, ZNF652",Asthma,asthma,GCST009798,17:49370984
rs1465841-<b>G</b>,6 x 10-9,,0.56012,1.03765,'-,[1.02-1.05],SMAD3,Asthma,asthma,GCST009798,15:67093131
rs1612986-<b>C</b>,6 x 10-32,,0.18648,1.0986,'-,[1.08-1.12],'-,Asthma,asthma,GCST009798,10:9022753
rs16903574-<b>G</b>,5 x 10-13,,0.0765,1.08947,'-,[1.06-1.12],OTULINL,Asthma,asthma,GCST009798,5:14610200
rs17454584-<b>G</b>,8 x 10-12,,0.21861,1.05345,'-,[1.04-1.07],"IL2, ADAD1",Asthma,asthma,GCST009798,4:122432277
rs179771-<b>C</b>,3 x 10-9,,0.48796,1.03829,'-,[1.03-1.05],IL21R,Asthma,asthma,GCST009798,16:27406423
rs1800797-<b>G</b>,3 x 10-10,,0.58029,1.04112,'-,[1.03-1.05],"IL6-AS1, IL6, STEAP1B",Asthma,asthma,GCST009798,7:22726602
rs1837253-<b>C</b>,1 x 10-44,,0.73967,1.10669,'-,[1.09-1.12],TSLP,Asthma,asthma,GCST009798,5:111066174
rs2228552-<b>T</b>,3 x 10-8,,0.64311,1.03759,'-,[1.02-1.05],COL16A1,Asthma,asthma,GCST009798,1:31699894
rs2448519-<b>C</b>,2 x 10-7,,0.39812,1.0366,'-,[1.02-1.05],SDHAP1,Asthma,asthma,GCST009798,3:195988997
rs249677-<b>A</b>,9 x 10-14,,0.63245,1.05018,'-,[1.04-1.06],NDFIP1,Asthma,asthma,GCST009798,5:142159774
rs3024664-<b>C</b>,4 x 10-17,,0.93947,1.12067,'-,[1.09-1.15],IL4R,Asthma,asthma,GCST009798,16:27360103
rs34173062-<b>A</b>,1 x 10-8,,0.07169,1.07539,'-,[1.05-1.10],SHARPIN,Asthma,asthma,GCST009798,8:144103704
rs34712979-<b>A</b>,4 x 10-9,,0.2581,1.04312,'-,[1.03-1.06],NPNT,Asthma,asthma,GCST009798,4:105897896
rs34939984-<b>T</b>,5 x 10-11,,0.35938,1.04375,'-,[1.03-1.06],NSMCE1,Asthma,asthma,GCST009798,16:27234391
rs35570272-<b>T</b>,3 x 10-12,,0.39628,1.04604,'-,[1.03-1.06],GLB1,Asthma,asthma,GCST009798,3:33006170
rs3749833-<b>C</b>,1 x 10-26,,0.26407,1.07787,'-,[1.06-1.09],"IRF1, IRF1-AS1",Asthma,asthma,GCST009798,5:132463934
rs3813308-<b>G</b>,3 x 10-11,,0.43538,1.04302,'-,[1.03-1.06],TNFAIP8,Asthma,asthma,GCST009798,5:119355086
rs3853750-<b>C</b>,2 x 10-18,,0.14771,1.0805,'-,[1.06-1.10],"SNX24, SLC25A46",Asthma,asthma,GCST009798,5:110818610
rs41284471-<b>A</b>,4 x 10-8,,0.2007,1.04438,'-,[1.03-1.06],PRKCQ-AS1,Asthma,asthma,GCST009798,10:6584252
rs45613035-<b>C</b>,5 x 10-14,,0.09872,1.08175,'-,[1.06-1.10],KIAA1109,Asthma,asthma,GCST009798,4:122219915
rs4742151-<b>A</b>,2 x 10-15,,0.65761,1.0548,'-,[1.04-1.07],RANBP6,Asthma,asthma,GCST009798,9:6076102
rs60156285-<b>T</b>,9 x 10-24,,0.18091,1.08564,'-,[1.07-1.10],RAD50,Asthma,asthma,GCST009798,5:132620126
rs10178845-<b>G</b>,9 x 10-15,,0.70545,1.0552086,'-,[1.04-1.08],LINC00299,Asthma,asthma,GCST009798,2:8303673
rs2025758-<b>T</b>,2 x 10-16,,0.54318,1.053319,'-,[1.04-1.06],LINC02676,Asthma,asthma,GCST009798,10:8799706
rs6498021-<b>T</b>,3 x 10-8,,0.13956,1.0515357,'-,[1.03-1.08],IL21R,Asthma,asthma,GCST009798,16:27403057
rs3806933-<b>C</b>,1 x 10-14,,0.57303,1.0506188,'-,[1.04-1.06],TSLP,Asthma,asthma,GCST009798,5:111071044
rs35621564-<b>A</b>,2 x 10-13,,0.63477,1.0496705,'-,[1.03-1.06],EEF1A1P27,Asthma,asthma,GCST009798,7:20547220
rs13099273-<b>A</b>,1 x 10-13,,0.49235,1.0485258,'-,[1.03-1.06],LPP,Asthma,asthma,GCST009798,3:188415730
rs2180769-<b>A</b>,7 x 10-13,,0.36063,1.0479324,'-,[1.03-1.06],RAD51B,Asthma,asthma,GCST009798,14:68332385
rs1684466-<b>G</b>,4 x 10-12,,0.36229,1.0478226,'-,[1.03-1.06],LINC01063,Asthma,asthma,GCST009798,3:196632439
rs2228079-<b>T</b>,8 x 10-12,,0.66774,1.0470546,'-,[1.03-1.06],ADORA1,Asthma,asthma,GCST009798,1:203129147
rs4247364-<b>G</b>,2 x 10-10,,0.30007,1.0446265,'-,[1.03-1.06],"MAP3K14-AS1, SPATA32",Asthma,asthma,GCST009798,17:45259320
rs174562-<b>A</b>,6 x 10-11,,0.65436,1.0442228,'-,[1.03-1.05],"FADS2, FADS1",Asthma,asthma,GCST009798,11:61817672
rs8103278-<b>G</b>,2 x 10-10,,0.64702,1.0433948,'-,[1.03-1.05],FOXA3,Asthma,asthma,GCST009798,19:45867123
rs7626218-<b>A</b>,6 x 10-11,,0.60482,1.043199,'-,[1.03-1.05],TBL1XR1,Asthma,asthma,GCST009798,3:177134250
rs1214598-<b>G</b>,8 x 10-11,,0.61396,1.0430791,'-,[1.03-1.05],CD247,Asthma,asthma,GCST009798,1:167457187
rs2253717-<b>G</b>,3 x 10-8,,0.71527,1.0398793,'-,[1.02-1.05],"KRT24, KRT223P",Asthma,asthma,GCST009798,17:40711984
rs9943-<b>A</b>,4 x 10-9,,0.64822,1.0398253,'-,[1.03-1.05],COG6,Asthma,asthma,GCST009798,13:39752145
rs1544301-<b>G</b>,1 x 10-8,,0.64941,1.0384755,'-,[1.02-1.05],KRT8P37,Asthma,asthma,GCST009798,10:8517780
rs12700186-<b>T</b>,3 x 10-8,,0.58426,1.0361835,'-,[1.02-1.05],ITGB8,Asthma,asthma,GCST009798,7:20377088
rs10876866-<b>A</b>,1 x 10-15,,0.34322,1.05419,'-,[1.04-1.07],"ERBB3, RPS26",Asthma,asthma,GCST009798,12:56051582
