"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Study accession",Location
rs12225230-<b>G</b>,"8 x 10-14",(EA),0.823,'-,"0.045 unit decrease",'-,SIK3,"Total cholesterol levels","total cholesterol measurement",GCST007143,11:116857914
rs12225230-<b>G</b>,"6 x 10-17",,NR,'-,"0.046 unit decrease",'-,SIK3,"Total cholesterol levels","total cholesterol measurement",GCST007143,11:116857914
rs508487-<b>C</b>,"6 x 10-11",(EA),0.945,'-,"0.072 unit decrease",'-,"TAGLN, PCSK7","Total cholesterol levels","total cholesterol measurement",GCST007143,11:117204850
rs508487-<b>C</b>,"3 x 10-10",,NR,'-,"0.066 unit decrease",'-,"TAGLN, PCSK7","Total cholesterol levels","total cholesterol measurement",GCST007143,11:117204850
rs236911-<b>A</b>,"3 x 10-6",,NR,'-,"0.028 unit decrease",'-,PCSK7,"Total cholesterol levels","total cholesterol measurement",GCST007143,11:117214554
rs59379014-<b>C</b>,"2 x 10-13",(EA),0.926,'-,"0.072 unit decrease",'-,ST3GAL4,"Total cholesterol levels","total cholesterol measurement",GCST007143,11:126358105
rs59379014-<b>C</b>,"6 x 10-14",,NR,'-,"0.067 unit decrease",'-,ST3GAL4,"Total cholesterol levels","total cholesterol measurement",GCST007143,11:126358105
rs10893499-<b>G</b>,"2 x 10-15",(EA),0.876,'-,"0.06 unit decrease",'-,ST3GAL4,"Total cholesterol levels","total cholesterol measurement",GCST007143,11:126372084
rs10893499-<b>G</b>,"3 x 10-17",,NR,'-,"0.054 unit decrease",'-,ST3GAL4,"Total cholesterol levels","total cholesterol measurement",GCST007143,11:126372084
rs11220462-<b>G</b>,"1 x 10-15",(EA),0.88,'-,"0.06 unit decrease",'-,ST3GAL4,"Total cholesterol levels","total cholesterol measurement",GCST007143,11:126374057
rs11220462-<b>G</b>,"4 x 10-17",,NR,'-,"0.055 unit decrease",'-,ST3GAL4,"Total cholesterol levels","total cholesterol measurement",GCST007143,11:126374057
rs4307732-<b>G</b>,"2 x 10-12",(EA),0.901,'-,"0.059 unit decrease",'-,ST3GAL4,"Total cholesterol levels","total cholesterol measurement",GCST007143,11:126375060
rs4307732-<b>G</b>,"9 x 10-15",,NR,'-,"0.054 unit decrease",'-,ST3GAL4,"Total cholesterol levels","total cholesterol measurement",GCST007143,11:126375060
rs11220463-<b>A</b>,"2 x 10-15",(EA),0.881,'-,"0.06 unit decrease",'-,ST3GAL4,"Total cholesterol levels","total cholesterol measurement",GCST007143,11:126378316
rs11220463-<b>A</b>,"1 x 10-16",,NR,'-,"0.053 unit decrease",'-,ST3GAL4,"Total cholesterol levels","total cholesterol measurement",GCST007143,11:126378316
rs174554-<b>A</b>,"6 x 10-25",(EA),0.668,'-,"0.05 unit increase",'-,"FADS2, FADS1","Total cholesterol levels","total cholesterol measurement",GCST007143,11:61811991
rs174554-<b>A</b>,"9 x 10-28",,NR,'-,"0.048 unit increase",'-,"FADS2, FADS1","Total cholesterol levels","total cholesterol measurement",GCST007143,11:61811991
chr11:61594920:D-<b>CT</b>,"8 x 10-26",(EA),0.662,'-,"0.051 unit increase",'-,'-,"Total cholesterol levels","total cholesterol measurement",GCST007143,"Mapping not available"
chr11:61594920:D-<b>CT</b>,"1 x 10-28",,NR,'-,"0.049 unit increase",'-,'-,"Total cholesterol levels","total cholesterol measurement",GCST007143,"Mapping not available"
rs174577-<b>C</b>,"4 x 10-26",(EA),0.656,'-,"0.051 unit increase",'-,FADS2,"Total cholesterol levels","total cholesterol measurement",GCST007143,11:61837342
rs174577-<b>C</b>,"2 x 10-26",,NR,'-,"0.046 unit increase",'-,FADS2,"Total cholesterol levels","total cholesterol measurement",GCST007143,11:61837342
rs174583-<b>C</b>,"1 x 10-25",(EA),0.656,'-,"0.051 unit increase",'-,FADS2,"Total cholesterol levels","total cholesterol measurement",GCST007143,11:61842278
rs174583-<b>C</b>,"3 x 10-27",,NR,'-,"0.047 unit increase",'-,FADS2,"Total cholesterol levels","total cholesterol measurement",GCST007143,11:61842278
rs174601-<b>C</b>,"8 x 10-23",(EA),0.635,'-,"0.048 unit increase",'-,FADS2,"Total cholesterol levels","total cholesterol measurement",GCST007143,11:61855668
rs174601-<b>C</b>,"1 x 10-23",,NR,'-,"0.044 unit increase",'-,FADS2,"Total cholesterol levels","total cholesterol measurement",GCST007143,11:61855668
rs2367970-<b>G</b>,"1 x 10-7",(EA),0.789,'-,"0.03 unit decrease",'-,"LINC02702, BUD13","Total cholesterol levels","total cholesterol measurement",GCST007143,11:116710925
rs2367970-<b>G</b>,"1 x 10-10",,NR,'-,"0.033 unit decrease",'-,"LINC02702, BUD13","Total cholesterol levels","total cholesterol measurement",GCST007143,11:116710925
rs180349-<b>A</b>,"1 x 10-7",,NR,'-,"0.024 unit increase",'-,"LINC02702, BUD13","Total cholesterol levels","total cholesterol measurement",GCST007143,11:116741111
rs964184-<b>G</b>,"1 x 10-56",(EA),0.14,'-,"0.105 unit increase",'-,ZPR1,"Total cholesterol levels","total cholesterol measurement",GCST007143,11:116778201
rs964184-<b>G</b>,"5 x 10-12",(Hispanic),0.231,'-,"0.121 unit increase",'-,ZPR1,"Total cholesterol levels","total cholesterol measurement",GCST007143,11:116778201
rs964184-<b>G</b>,"9 x 10-71",,NR,'-,"0.102 unit increase",'-,ZPR1,"Total cholesterol levels","total cholesterol measurement",GCST007143,11:116778201
rs11604424-<b>C</b>,"2 x 10-39",(EA),0.215,'-,"0.073 unit increase",'-,ZPR1,"Total cholesterol levels","total cholesterol measurement",GCST007143,11:116780399
rs11604424-<b>C</b>,"1 x 10-7",(Hispanic),0.355,'-,"0.081 unit increase",'-,ZPR1,"Total cholesterol levels","total cholesterol measurement",GCST007143,11:116780399
rs11604424-<b>C</b>,"1 x 10-47",,NR,'-,"0.071 unit increase",'-,ZPR1,"Total cholesterol levels","total cholesterol measurement",GCST007143,11:116780399
rs2075290-<b>C</b>,"7 x 10-32",(EA),0.074,'-,"0.103 unit increase",'-,ZPR1,"Total cholesterol levels","total cholesterol measurement",GCST007143,11:116782580
rs2075290-<b>C</b>,"4 x 10-40",,NR,'-,"0.098 unit increase",'-,ZPR1,"Total cholesterol levels","total cholesterol measurement",GCST007143,11:116782580
rs3741298-<b>C</b>,"5 x 10-41",(EA),0.203,'-,"0.076 unit increase",'-,ZPR1,"Total cholesterol levels","total cholesterol measurement",GCST007143,11:116786845
rs3741298-<b>C</b>,"2 x 10-8",(Hispanic),0.35,'-,"0.086 unit increase",'-,ZPR1,"Total cholesterol levels","total cholesterol measurement",GCST007143,11:116786845
rs3741298-<b>C</b>,"1 x 10-49",,NR,'-,"0.074 unit increase",'-,ZPR1,"Total cholesterol levels","total cholesterol measurement",GCST007143,11:116786845
rs2266788-<b>G</b>,"5 x 10-32",(EA),0.072,'-,"0.105 unit increase",'-,APOA5,"Total cholesterol levels","total cholesterol measurement",GCST007143,11:116789970
rs4939883-<b>T</b>,"2 x 10-15",(EA),0.168,'-,"0.049 unit decrease",'-,"LIPG, SMUG1P1","Total cholesterol levels","total cholesterol measurement",GCST007143,18:49640844
rs4939883-<b>T</b>,"2 x 10-13",,NR,'-,"0.041 unit decrease",'-,"LIPG, SMUG1P1","Total cholesterol levels","total cholesterol measurement",GCST007143,18:49640844
rs2156552-<b>A</b>,"2 x 10-17",(EA),0.164,'-,"0.052 unit decrease",'-,SMUG1P1,"Total cholesterol levels","total cholesterol measurement",GCST007143,18:49655298
rs2156552-<b>A</b>,"3 x 10-18",,NR,'-,"0.05 unit decrease",'-,SMUG1P1,"Total cholesterol levels","total cholesterol measurement",GCST007143,18:49655298
rs9964067-<b>T</b>,"4 x 10-6",(EA),0.675,'-,"0.023 unit decrease",'-,ACAA2,"Total cholesterol levels","total cholesterol measurement",GCST007143,18:49754040
rs9964067-<b>T</b>,"7 x 10-6",,NR,'-,"0.02 unit decrease",'-,ACAA2,"Total cholesterol levels","total cholesterol measurement",GCST007143,18:49754040
rs62128801-<b>G</b>,"2 x 10-8",(EA),0.86,'-,"0.038 unit increase",'-,KRI1,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:10558487
rs62128801-<b>G</b>,"2 x 10-9",,NR,'-,"0.037 unit increase",'-,KRI1,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:10558487
rs1610095-<b>G</b>,"3 x 10-22",(EA),0.558,'-,"0.051 unit increase",'-,DNM2,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:10794013
rs2304088-<b>C</b>,"1 x 10-18",(EA),0.696,'-,"0.048 unit increase",'-,CARM1,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:10916950
rs2304088-<b>C</b>,"4 x 10-18",,NR,'-,"0.042 unit increase",'-,CARM1,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:10916950
rs17001095-<b>A</b>,"6 x 10-18",(EA),0.65,'-,"0.042 unit increase",'-,SMARCA4,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:11022596
rs17001095-<b>A</b>,"5 x 10-21",,NR,'-,"0.042 unit increase",'-,SMARCA4,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:11022596
rs12052201-<b>G</b>,"4 x 10-35",(EA),0.754,'-,"0.069 unit increase",'-,SMARCA4,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:11048420
rs12052201-<b>G</b>,"2 x 10-36",,NR,'-,"0.065 unit increase",'-,SMARCA4,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:11048420
rs3786722-<b>C</b>,"2 x 10-35",(EA),0.754,'-,"0.068 unit increase",'-,SMARCA4,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:11050861
rs3786722-<b>C</b>,"1 x 10-36",,NR,'-,"0.064 unit increase",'-,SMARCA4,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:11050861
rs112374545-<b>C</b>,"2 x 10-158",(EA),0.879,'-,"0.189 unit increase",'-,SMARCA4,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:11078223
rs112374545-<b>C</b>,"2 x 10-9",(Hispanic),0.896,'-,"0.15 unit increase",'-,SMARCA4,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:11078223
rs112374545-<b>C</b>,"1 x 10-8",(AA),0.833,'-,"0.194 unit increase",'-,SMARCA4,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:11078223
rs112374545-<b>C</b>,"1 x 10-173",,NR,'-,"0.185 unit increase",'-,SMARCA4,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:11078223
rs73015011-<b>T</b>,"9 x 10-160",(EA),0.88,'-,"0.191 unit increase",'-,SMARCA4,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:11079088
rs73015011-<b>T</b>,"9 x 10-10",(Hispanic),0.897,'-,"0.152 unit increase",'-,SMARCA4,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:11079088
rs73015011-<b>T</b>,"4 x 10-6","(East Asian)",0.985,'-,"0.308 unit increase",'-,SMARCA4,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:11079088
rs73015011-<b>T</b>,"5 x 10-11",(AA),0.825,'-,"0.215 unit increase",'-,SMARCA4,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:11079088
rs7206971-<b>G</b>,"5 x 10-22",,NR,'-,"0.041 unit decrease",'-,EFCAB13,"Total cholesterol levels","total cholesterol measurement",GCST007143,17:47347749
rs8078686-<b>T</b>,"1 x 10-19",(EA),0.487,'-,"0.042 unit increase",'-,KPNB1,"Total cholesterol levels","total cholesterol measurement",GCST007143,17:47658340
rs8078686-<b>T</b>,"2 x 10-22",,NR,'-,"0.041 unit increase",'-,KPNB1,"Total cholesterol levels","total cholesterol measurement",GCST007143,17:47658340
rs1801689-<b>A</b>,"3 x 10-15",(EA),0.967,'-,"0.102 unit decrease",'-,APOH,"Total cholesterol levels","total cholesterol measurement",GCST007143,17:66214462
rs1801689-<b>A</b>,"3 x 10-18",,NR,'-,"0.108 unit decrease",'-,APOH,"Total cholesterol levels","total cholesterol measurement",GCST007143,17:66214462
rs77542162-<b>A</b>,"8 x 10-21",(EA),0.983,'-,"0.164 unit decrease",'-,'-,"Total cholesterol levels","total cholesterol measurement",GCST007143,"Mapping not available"
rs77542162-<b>A</b>,"1 x 10-21",,NR,'-,"0.162 unit decrease",'-,'-,"Total cholesterol levels","total cholesterol measurement",GCST007143,"Mapping not available"
rs4082919-<b>T</b>,"7 x 10-7",(EA),0.503,'-,"0.024 unit increase",'-,PGS1,"Total cholesterol levels","total cholesterol measurement",GCST007143,17:78381401
rs4082919-<b>T</b>,"7 x 10-7",,NR,'-,"0.021 unit increase",'-,PGS1,"Total cholesterol levels","total cholesterol measurement",GCST007143,17:78381401
rs12948394-<b>C</b>,"3 x 10-7",(EA),0.569,'-,"0.026 unit increase",'-,PGS1,"Total cholesterol levels","total cholesterol measurement",GCST007143,17:78386710
rs12948394-<b>C</b>,"1 x 10-7",,NR,'-,"0.024 unit increase",'-,PGS1,"Total cholesterol levels","total cholesterol measurement",GCST007143,17:78386710
rs4969183-<b>A</b>,"7 x 10-7",(EA),0.504,'-,"0.023 unit decrease",'-,PGS1,"Total cholesterol levels","total cholesterol measurement",GCST007143,17:78397291
rs4969183-<b>A</b>,"1 x 10-7",,NR,'-,"0.022 unit decrease",'-,PGS1,"Total cholesterol levels","total cholesterol measurement",GCST007143,17:78397291
rs4129767-<b>G</b>,"6 x 10-7",(EA),0.505,'-,"0.023 unit decrease",'-,PGS1,"Total cholesterol levels","total cholesterol measurement",GCST007143,17:78407903
rs4129767-<b>G</b>,"1 x 10-7",,NR,'-,"0.023 unit decrease",'-,PGS1,"Total cholesterol levels","total cholesterol measurement",GCST007143,17:78407903
rs149615216-<b>C</b>,"5 x 10-16",(EA),0.987,'-,"0.168 unit decrease",'-,LIPG,"Total cholesterol levels","total cholesterol measurement",GCST007143,18:49579658
rs149615216-<b>C</b>,"2 x 10-18",,NR,'-,"0.177 unit decrease",'-,LIPG,"Total cholesterol levels","total cholesterol measurement",GCST007143,18:49579658
rs77960347-<b>A</b>,"6 x 10-16",(EA),0.987,'-,"0.166 unit decrease",'-,LIPG,"Total cholesterol levels","total cholesterol measurement",GCST007143,18:49583585
rs77960347-<b>A</b>,"2 x 10-18",,NR,'-,"0.175 unit decrease",'-,LIPG,"Total cholesterol levels","total cholesterol measurement",GCST007143,18:49583585
rs10438978-<b>T</b>,"7 x 10-15",(EA),0.17,'-,"0.047 unit decrease",'-,"LIPG, SMUG1P1","Total cholesterol levels","total cholesterol measurement",GCST007143,18:49631816
rs10438978-<b>T</b>,"3 x 10-13",,NR,'-,"0.039 unit decrease",'-,"LIPG, SMUG1P1","Total cholesterol levels","total cholesterol measurement",GCST007143,18:49631816
rs7241918-<b>G</b>,"2 x 10-16",(EA),0.163,'-,"0.051 unit decrease",'-,"LIPG, SMUG1P1","Total cholesterol levels","total cholesterol measurement",GCST007143,18:49634583
rs7241918-<b>G</b>,"4 x 10-16",,NR,'-,"0.047 unit decrease",'-,"LIPG, SMUG1P1","Total cholesterol levels","total cholesterol measurement",GCST007143,18:49634583
rs7239867-<b>A</b>,"1 x 10-15",(EA),0.164,'-,"0.05 unit decrease",'-,"SMUG1P1, LIPG","Total cholesterol levels","total cholesterol measurement",GCST007143,18:49638347
rs7239867-<b>A</b>,"2 x 10-15",,NR,'-,"0.046 unit decrease",'-,"SMUG1P1, LIPG","Total cholesterol levels","total cholesterol measurement",GCST007143,18:49638347
rs73015011-<b>T</b>,"5 x 10-181",,NR,'-,"0.19 unit increase",'-,SMARCA4,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:11079088
rs114197570-<b>C</b>,"2 x 10-6",(AA),0.988,'-,"0.567 unit increase",'-,"SMARCA4, LDLR","Total cholesterol levels","total cholesterol measurement",GCST007143,19:11085594
rs114197570-<b>C</b>,"2 x 10-6",,NR,'-,"0.601 unit increase",'-,"SMARCA4, LDLR","Total cholesterol levels","total cholesterol measurement",GCST007143,19:11085594
rs6511720-<b>G</b>,"2 x 10-156",(EA),0.885,'-,"0.195 unit increase",'-,LDLR,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:11091630
rs6511720-<b>G</b>,"1 x 10-9",(Hispanic),0.9,'-,"0.153 unit increase",'-,LDLR,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:11091630
rs6511720-<b>G</b>,"2 x 10-6","(East Asian)",0.986,'-,"0.33 unit increase",'-,LDLR,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:11091630
rs6511720-<b>G</b>,"7 x 10-9",(AA),0.869,'-,"0.217 unit increase",'-,LDLR,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:11091630
rs6511720-<b>G</b>,"7 x 10-176",,NR,'-,"0.195 unit increase",'-,LDLR,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:11091630
rs688-<b>C</b>,"1 x 10-25",(EA),0.578,'-,"0.052 unit decrease",'-,LDLR,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:11116926
rs688-<b>C</b>,"4 x 10-28",,NR,'-,"0.052 unit decrease",'-,LDLR,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:11116926
rs7258950-<b>A</b>,"5 x 10-7",(EA),0.119,'-,"0.036 unit decrease",'-,SPC24,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:11139463
rs7258950-<b>A</b>,"1 x 10-10",,NR,'-,"0.041 unit decrease",'-,SPC24,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:11139463
rs737337-<b>T</b>,"2 x 10-9",,NR,'-,"0.042 unit increase",'-,DOCK6,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:11236817
rs2238675-<b>C</b>,"2 x 10-10",(EA),0.878,'-,"0.051 unit increase",'-,NCAN,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:19225799
rs58542926-<b>C</b>,"3 x 10-27",(EA),0.927,'-,"0.097 unit increase",'-,TM6SF2,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:19268740
rs58542926-<b>C</b>,"2 x 10-30",,NR,'-,"0.095 unit increase",'-,TM6SF2,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:19268740
chr19:19393890:I-<b>A</b>,"2 x 10-27",(EA),0.926,'-,"0.096 unit increase",'-,'-,"Total cholesterol levels","total cholesterol measurement",GCST007143,"Mapping not available"
chr19:19393890:I-<b>A</b>,"5 x 10-30",,NR,'-,"0.092 unit increase",'-,'-,"Total cholesterol levels","total cholesterol measurement",GCST007143,"Mapping not available"
rs10401969-<b>T</b>,"3 x 10-27",(EA),0.925,'-,"0.095 unit increase",'-,SUGP1,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:19296909
rs10401969-<b>T</b>,"1 x 10-29",,NR,'-,"0.089 unit increase",'-,SUGP1,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:19296909
rs73001065-<b>G</b>,"1 x 10-23",(EA),0.934,'-,"0.093 unit increase",'-,MAU2,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:19349732
rs73001065-<b>G</b>,"2 x 10-24",,NR,'-,"0.091 unit increase",'-,MAU2,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:19349732
rs2304130-<b>A</b>,"1 x 10-9",(EA),0.921,'-,"0.054 unit increase",'-,ZNF101,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:19678719
rs2304130-<b>A</b>,"1 x 10-10",,NR,'-,"0.049 unit increase",'-,ZNF101,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:19678719
rs10460181-<b>A</b>,"2 x 10-8",(EA),0.797,'-,"0.032 unit increase",'-,CEACAM16-AS1,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:44636865
rs7412-<b>C</b>,"3 x 10-20",(AA),0.892,'-,"0.381 unit increase",'-,APOE,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:44908822
rs7412-<b>C</b>,"1 x 10-300",,NR,'-,"0.348 unit increase",'-,APOE,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:44908822
rs438811-<b>C</b>,"1 x 10-11",(EA),0.762,'-,"0.039 unit increase",'-,"APOE, APOC1","Total cholesterol levels","total cholesterol measurement",GCST007143,19:44913484
rs438811-<b>C</b>,"1 x 10-7","(East Asian)",0.883,'-,"0.146 unit decrease",'-,"APOE, APOC1","Total cholesterol levels","total cholesterol measurement",GCST007143,19:44913484
rs438811-<b>C</b>,"5 x 10-9",,NR,'-,"0.031 unit increase",'-,"APOE, APOC1","Total cholesterol levels","total cholesterol measurement",GCST007143,19:44913484
rs12721054-<b>A</b>,"2 x 10-6",(AA),0.89,'-,"0.197 unit increase",'-,APOC1,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:44919330
rs12721054-<b>A</b>,"2 x 10-7",,NR,'-,"0.211 unit increase",'-,APOC1,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:44919330
rs56131196-<b>G</b>,"6 x 10-114",(EA),0.835,'-,"0.145 unit decrease",'-,"APOC1, APOC1P1","Total cholesterol levels","total cholesterol measurement",GCST007143,19:44919589
rs56131196-<b>G</b>,"5 x 10-6",(Hispanic),0.883,'-,"0.106 unit decrease",'-,"APOC1, APOC1P1","Total cholesterol levels","total cholesterol measurement",GCST007143,19:44919589
rs56131196-<b>G</b>,"1 x 10-7","(East Asian)",0.897,'-,"0.147 unit decrease",'-,"APOC1, APOC1P1","Total cholesterol levels","total cholesterol measurement",GCST007143,19:44919589
rs56131196-<b>G</b>,"2 x 10-120",,NR,'-,"0.137 unit decrease",'-,"APOC1, APOC1P1","Total cholesterol levels","total cholesterol measurement",GCST007143,19:44919589
rs4420638-<b>A</b>,"2 x 10-113",(EA),0.832,'-,"0.143 unit decrease",'-,"APOC1, APOC1P1","Total cholesterol levels","total cholesterol measurement",GCST007143,19:44919689
rs4420638-<b>A</b>,"5 x 10-6",(Hispanic),0.883,'-,"0.106 unit decrease",'-,"APOC1, APOC1P1","Total cholesterol levels","total cholesterol measurement",GCST007143,19:44919689
rs4420638-<b>A</b>,"2 x 10-7","(East Asian)",0.897,'-,"0.143 unit decrease",'-,"APOC1, APOC1P1","Total cholesterol levels","total cholesterol measurement",GCST007143,19:44919689
rs4420638-<b>A</b>,"3 x 10-120",,NR,'-,"0.136 unit decrease",'-,"APOC1, APOC1P1","Total cholesterol levels","total cholesterol measurement",GCST007143,19:44919689
rs12721109-<b>G</b>,"6 x 10-74",(EA),0.981,'-,"0.347 unit increase",'-,"APOC4, APOC4-APOC2","Total cholesterol levels","total cholesterol measurement",GCST007143,19:44943964
rs516246-<b>C</b>,"2 x 10-18",(EA),0.518,'-,"0.041 unit decrease",'-,FUT2,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:48702915
rs516246-<b>C</b>,"1 x 10-20",,NR,'-,"0.04 unit decrease",'-,FUT2,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:48702915
rs492602-<b>A</b>,"2 x 10-18",(EA),0.518,'-,"0.04 unit decrease",'-,FUT2,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:48703160
rs492602-<b>A</b>,"1 x 10-20",,NR,'-,"0.04 unit decrease",'-,FUT2,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:48703160
rs2452170-<b>G</b>,"2 x 10-19",(EA),0.497,'-,"0.042 unit decrease",'-,"FUT2, MAMSTR","Total cholesterol levels","total cholesterol measurement",GCST007143,19:48710247
rs2452170-<b>G</b>,"7 x 10-22",,NR,'-,"0.042 unit decrease",'-,"FUT2, MAMSTR","Total cholesterol levels","total cholesterol measurement",GCST007143,19:48710247
rs34503352-<b>G</b>,"1 x 10-7",(EA),0.836,'-,"0.033 unit increase",'-,ZNF329,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:58139929
rs34503352-<b>G</b>,"1 x 10-7",,NR,'-,"0.031 unit increase",'-,ZNF329,"Total cholesterol levels","total cholesterol measurement",GCST007143,19:58139929
rs12983728-<b>G</b>,"2 x 10-7",(EA),0.838,'-,"0.032 unit increase",'-,"ZNF329, ZNF274","Total cholesterol levels","total cholesterol measurement",GCST007143,19:58159900
rs12983728-<b>G</b>,"2 x 10-7",,NR,'-,"0.031 unit increase",'-,"ZNF329, ZNF274","Total cholesterol levels","total cholesterol measurement",GCST007143,19:58159900
rs2618568-<b>C</b>,"1 x 10-8",(EA),0.396,'-,"0.028 unit increase",'-,RNU6-192P,"Total cholesterol levels","total cholesterol measurement",GCST007143,20:17863324
rs2618568-<b>C</b>,"5 x 10-9",,NR,'-,"0.026 unit increase",'-,RNU6-192P,"Total cholesterol levels","total cholesterol measurement",GCST007143,20:17863324
rs2618566-<b>G</b>,"2 x 10-10",(EA),0.35,'-,"0.031 unit increase",'-,RNU6-192P,"Total cholesterol levels","total cholesterol measurement",GCST007143,20:17864040
rs2618566-<b>G</b>,"5 x 10-11",,NR,'-,"0.029 unit increase",'-,RNU6-192P,"Total cholesterol levels","total cholesterol measurement",GCST007143,20:17864040
rs6579245-<b>C</b>,"3 x 10-8",(EA),0.85,'-,"0.036 unit increase",'-,"C20orf173, ERGIC3","Total cholesterol levels","total cholesterol measurement",GCST007143,20:35537447
rs6579245-<b>C</b>,"5 x 10-8",,NR,'-,"0.032 unit increase",'-,"C20orf173, ERGIC3","Total cholesterol levels","total cholesterol measurement",GCST007143,20:35537447
rs3790136-<b>A</b>,"4 x 10-10",(EA),0.836,'-,"0.039 unit increase",'-,ERGIC3,"Total cholesterol levels","total cholesterol measurement",GCST007143,20:35555507
rs3790136-<b>A</b>,"5 x 10-10",,NR,'-,"0.035 unit increase",'-,ERGIC3,"Total cholesterol levels","total cholesterol measurement",GCST007143,20:35555507
rs2277862-<b>C</b>,"2 x 10-8",(EA),0.846,'-,"0.036 unit increase",'-,FER1L4,"Total cholesterol levels","total cholesterol measurement",GCST007143,20:35564866
rs2277862-<b>C</b>,"3 x 10-8",,NR,'-,"0.032 unit increase",'-,FER1L4,"Total cholesterol levels","total cholesterol measurement",GCST007143,20:35564866
rs2207132-<b>G</b>,"2 x 10-22",(EA),0.963,'-,"0.12 unit decrease",'-,'-,"Total cholesterol levels","total cholesterol measurement",GCST007143,20:40513876
rs2207132-<b>G</b>,"2 x 10-22",,NR,'-,"0.119 unit decrease",'-,'-,"Total cholesterol levels","total cholesterol measurement",GCST007143,20:40513876
rs6016373-<b>A</b>,"1 x 10-13",(EA),0.616,'-,"0.035 unit increase",'-,'-,"Total cholesterol levels","total cholesterol measurement",GCST007143,20:40525455
rs6016373-<b>A</b>,"1 x 10-16",,NR,'-,"0.036 unit increase",'-,'-,"Total cholesterol levels","total cholesterol measurement",GCST007143,20:40525455
rs6029526-<b>T</b>,"1 x 10-9",(EA),0.53,'-,"0.028 unit decrease",'-,TOP1,"Total cholesterol levels","total cholesterol measurement",GCST007143,20:41043978
rs6029526-<b>T</b>,"2 x 10-10",,NR,'-,"0.027 unit decrease",'-,TOP1,"Total cholesterol levels","total cholesterol measurement",GCST007143,20:41043978
rs4297946-<b>G</b>,"7 x 10-10",(EA),0.543,'-,"0.029 unit decrease",'-,"ZHX3, PLCG1","Total cholesterol levels","total cholesterol measurement",GCST007143,20:41182635
rs4297946-<b>G</b>,"2 x 10-10",,NR,'-,"0.027 unit decrease",'-,"ZHX3, PLCG1","Total cholesterol levels","total cholesterol measurement",GCST007143,20:41182635
rs6029626-<b>G</b>,"5 x 10-12",(EA),0.557,'-,"0.033 unit decrease",'-,"ZHX3, ADI1P1","Total cholesterol levels","total cholesterol measurement",GCST007143,20:41321314
rs6029626-<b>G</b>,"2 x 10-12",,NR,'-,"0.03 unit decrease",'-,"ZHX3, ADI1P1","Total cholesterol levels","total cholesterol measurement",GCST007143,20:41321314
