ID,Imprinted Gene,Gene,Paternal/Maternal,Variant and risk allele,P-value,P-value annotation,RAF,OR,Beta,CI,Mapped gene,Reported trait,Trait(s),Study accession,Location,Grouping
2320,MAGI2,MAGI2,Maternal,rs1496766-<b>C</b>,5 x 10-6,,0.014,2.84,'-,[1.81-4.44],MAGI2,Acute lymphoblastic leukemia (childhood),acute lymphoblastic leukemia,GCST001693,7:78702149,Cancer
2355,MEG3,MEG3,Maternal,rs2295389-<b>G</b>,2 x 10-6,(EA),0.3539,'-,0.0345 unit decrease,[0.02-0.049],"MEG3, AL117190.1, AL117190.2",Breast cancer,breast carcinoma,GCST004988,14:100851974,Cancer
2426,NTM,NTM,Maternal,"rs4937627-<b>C</b>, rs12419920-<b>T</b>, rs12575010-<b>A</b>, rs992564-<b>G</b>, rs11222647-<b>G</b>, rs12278021-<b>G</b>, rs11222652-<b>C</b>, rs7107326-<b>C</b>, rs11222631-<b>A</b>, rs11222653-<b>A</b>",2 x 10-14,,0.273,'-,'-,'-,NTM; NTM; NTM; NTM; NTM; NTM; NTM; NTM; NTM; NTM,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,11:131481990|11:131466286|11:131474218|11:131466180|11:131461593|11:131462231|11:131463268|11:131462673|11:131456474|11:131463704,Cancer
2427,NTM,NTM,Maternal,rs112479596-<b>C</b>,1 x 10-6,,0.02604,1.4688601,'-,NR,NTM,Non-Hodgkin's lymphoma,non-Hodgkins lymphoma,GCST90011819,11:131936594,Cancer
2428,NTM,NTM,Maternal,rs145397878-<b>C</b>,2 x 10-6,,0.005,5.81,'-,[2.80-12.09],NTM,Familial lung adenocarcinoma,"lung adenocarcinoma, family history of lung cancer",GCST006087,11:132170004,Cancer
2461,OSBPL5,OSBPL5,Maternal,rs1466045-<b>A</b>,8 x 10-6,,NR,'-,4.46 z score increase,'-,OSBPL5,Cisplatin-induced ototoxicity,"ototoxicity, response to cisplatin",GCST003898,11:3128167,Cancer
2730,SLC22A2*,SLC22A2*,Maternal,rs316025-<b>?</b>,1 x 10-12,,'-,'-,'-,'-,SLC22A2,Type 2 diabetes or prostate cancer (pleiotropy),"prostate carcinoma, type II diabetes mellitus",GCST011320,6:160262349,Cancer
2731,SLC22A2*,SLC22A2*,Maternal,rs3908804-<b>A</b>,2 x 10-6,,0.042,2.11,'-,[1.55-2.88],"SLC22A2, SLC22A3",Familial squamous cell lung carcinoma,"squamous cell lung carcinoma, family history of lung cancer",GCST006088,6:160282296,Cancer
2812,SLC22A3*,SLC22A3*,Maternal,rs505870-<b>A</b>,5 x 10-11,,0.48,'-,0.012 unit decrease,[0.0084-0.0156],SLC22A3,Urate levels,urate measurement,GCST011119,6:160350331,Cancer
2813,SLC22A3*,SLC22A3*,Maternal,rs3908804-<b>A</b>,2 x 10-6,,0.042,2.11,'-,[1.55-2.88],"SLC22A2, SLC22A3",Familial squamous cell lung carcinoma,"squamous cell lung carcinoma, family history of lung cancer",GCST006088,6:160282296,Cancer
2814,SLC22A3*,SLC22A3*,Maternal,rs9364554-<b>T</b>,5 x 10-33,,0.28,1.11,'-,[1.09-1.13],SLC22A3,Prostate cancer,prostate carcinoma,GCST006085,6:160412632,Cancer
2815,SLC22A3*,SLC22A3*,Maternal,rs9364554-<b>T</b>,6 x 10-12,,0.279,1.14,'-,[1.10-1.18],SLC22A3,Prostate cancer,prostate carcinoma,GCST002944,6:160412632,Cancer
2816,SLC22A3*,SLC22A3*,Maternal,rs9364554-<b>T</b>,6 x 10-10,,0.29,1.17,'-,[1.08-1.26],SLC22A3,Prostate cancer,prostate carcinoma,GCST000152,6:160412632,Cancer
2817,SLC22A3*,SLC22A3*,Maternal,rs12194182-<b>C</b>,1 x 10-10,,NR,1.1210762,'-,[1.08-1.16],SLC22A3,Cancer (pleiotropy),cancer,GCST90011822,6:160413483,Cancer
2818,SLC22A3*,SLC22A3*,Maternal,rs12194182-<b>C</b>,4 x 10-13,,NR,1.1188185,'-,NR,SLC22A3,Prostate cancer,prostate carcinoma,GCST90011808,6:160413483,Cancer
2819,SLC22A3*,SLC22A3*,Maternal,rs7758229-<b>T</b>,8 x 10-9,(distal colon cancer),NR,1.28,'-,[1.18-1.39],SLC22A3,Colorectal cancer,colorectal cancer,GCST000948,6:160419220,Cancer
2820,SLC22A3*,SLC22A3*,Maternal,rs7758229-<b>T</b>,4 x 10-12,,0.31,1.15,'-,[1.10‐1.20],SLC22A3,Prostate cancer,prostate carcinoma,GCST002890,6:160419220,Cancer
2821,SLC22A3*,SLC22A3*,Maternal,rs3123636-<b>C</b>,3 x 10-9,,0.356,1.37,'-,[1.23-1.51],SLC22A3,Prostate cancer,prostate carcinoma,GCST003586,6:160421505,Cancer
2822,SLC22A3*,SLC22A3*,Maternal,rs9351730-<b>?</b> x rs9364554-<b>?</b>,5 x 10-6,,NR,1.25,'-,[1.13-1.37],AL606923.2 - AL606923.1 x SLC22A3,Prostate cancer (SNP x SNP interaction),prostate carcinoma,GCST001370,6:68584593|6:160412632,Cancer
2887,SVOPL,SVOPL,Maternal,rs28625106-<b>A</b>,5 x 10-6,,0.041,2.46,'-,[1.67-3.63],SVOPL,Familial squamous cell lung carcinoma,"squamous cell lung carcinoma, family history of lung cancer",GCST006088,7:138667056,Cancer
2888,SVOPL,SVOPL,Maternal,"rs11769043-<b>A</b>, rs17160472-<b>G</b>, rs7798990-<b>C</b>, rs296917-<b>T</b>, rs11769011-<b>G</b>, rs17160478-<b>T</b>",9 x 10-6,,0.061,'-,'-,'-,SVOPL; SVOPL; SVOPL; SVOPL; SVOPL; SVOPL,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,7:138694160|7:138694681|7:138687094|7:138693060|7:138694200|7:138698792,Cancer
3016,TP73,TP73,Maternal,"rs3765753-<b>G</b>, rs17379833-<b>A</b>",5 x 10-13,,0.334,'-,'-,'-,TP73; TP73,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,1:3705742|1:3703616,Cancer
3017,TP73,TP73,Maternal,"rs3765753-<b>T</b>, rs17379833-<b>A</b>",5 x 10-13,,0.28,'-,'-,'-,TP73; TP73,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,1:3705742|1:3703616,Cancer
20,ANO1,ANO1,Maternal,rs875106-<b>A</b>,8 x 10-16,,0.5229,'-,0.1217 mmHg decrease,[0.092-0.151],ANO1,Diastolic blood pressure,diastolic blood pressure,GCST006630,11:70159535,Cardiovascular
21,ANO1,ANO1,Maternal,rs7127129-<b>G</b>,2 x 10-9,,0.41,'-,0.015 cm decrease,[0.0091-0.0209],ANO1,Aortic root size,aortic root size,GCST004651,11:70181807,Cardiovascular
35,ATP10A,ATP10A,Maternal,rs17636733-<b>?</b>,2 x 10-7,(recessive),NR,'-,'-,'-,"ATP10A, AC023449.1",Cardiac hypertrophy,cardiac hypertrophy,GCST000960,15:25667192,Cardiovascular
36,ATP10A,ATP10A,Maternal,rs10873612-<b>C</b>,1 x 10-9,,0.4039,'-,0.1096 mmHg increase,[0.075-0.145],ATP10A,Diastolic blood pressure,diastolic blood pressure,GCST006627,15:25860455,Cardiovascular
138,DIO3OS,DIO3OS,Maternal,rs11626434-<b>G</b>,8 x 10-10,,0.6384,'-,0.1345 unit increase,[0.092-0.177],"LINC02314, DIO3OS",Pulse pressure,pulse pressure measurement,GCST006626,14:101532106,Cardiovascular
849,H19,H19,Maternal,rs217727-<b>A</b>,4 x 10-6,(Japanese),0.3913,'-,0.0644 unit increase,[0.037-0.092],H19,Hypertension,hypertension,GCST007707,11:1995678,Cardiovascular
850,H19,H19,Maternal,rs217727-<b>G</b>,8 x 10-7,,'-,'-,0.183 unit decrease,'-,H19,Pulse pressure,pulse pressure measurement,GCST007096,11:1995678,Cardiovascular
851,H19,H19,Maternal,rs217727-<b>G</b>,1 x 10-9,,'-,'-,0.339 unit decrease,'-,H19,Systolic blood pressure,systolic blood pressure,GCST007099,11:1995678,Cardiovascular
852,H19,H19,Maternal,rs217727-<b>G</b>,2 x 10-6,,'-,'-,0.159 unit decrease,'-,H19,Diastolic blood pressure,diastolic blood pressure,GCST007094,11:1995678,Cardiovascular
853,H19,H19,Maternal,rs217727-<b>?</b>,7 x 10-15,,NR,'-,'-,'-,H19,Systolic blood pressure (cigarette smoking interaction),"smoking status measurement, systolic blood pressure",GCST006188,11:1995678,Cardiovascular
854,H19,H19,Maternal,rs217727-<b>?</b>,1 x 10-8,,'-,'-,'-,'-,H19,Diastolic blood pressure (cigarette smoking interaction),"smoking status measurement, diastolic blood pressure",GCST006187,11:1995678,Cardiovascular
855,H19,H19,Maternal,rs117212336-<b>T</b>,2 x 10-7,,0.044348902,'-,0.707 unit increase,[0.44-0.97],"H19, IGF2",Systolic blood pressure,systolic blood pressure,GCST004279,11:2095084,Cardiovascular
1591,KCNQ1,KCNQ1,Maternal,rs12271931-<b>A</b>,4 x 10-12,,0.93,'-,3.92 ms increase,[2.8-5.04],KCNQ1,QT interval,QT interval,GCST005171,11:2457289,Cardiovascular
1592,KCNQ1,KCNQ1,Maternal,rs16928285-<b>?</b>,1 x 10-11,,NR,'-,'-,'-,KCNQ1,Electrocardiographic traits (multivariate),electrocardiography,GCST011010,11:2459910,Cardiovascular
1593,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,2 x 10-28,,0.053,'-,4.89 unit decrease,[4.03-5.75],KCNQ1,QT interval,QT interval,GCST002500,11:2463573,Cardiovascular
1594,KCNQ1,KCNQ1,Maternal,rs2074238-<b>?</b>,2 x 10-12,,NR,'-,4.779583 unit increase,[3.45-6.11],KCNQ1,QT interval,QT interval,GCST008043,11:2463573,Cardiovascular
1595,KCNQ1,KCNQ1,Maternal,rs2074238-<b>C</b>,7 x 10-28,,0.92,'-,5.405 unit increase,[4.44-6.37],KCNQ1,QT interval,QT interval,GCST007218,11:2463573,Cardiovascular
1596,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,6 x 10-13,,0.088,'-,0.066 bpm increase,[0.048-0.084],KCNQ1,QT dynamics during exercise,QT interval,GCST90010359,11:2463573,Cardiovascular
1597,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,3 x 10-9,(male),0.088004,'-,0.0839159 bpm increase,[0.056-0.112],KCNQ1,QT dynamics during exercise,QT interval,GCST90010359,11:2463573,Cardiovascular
1598,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,6 x 10-40,(336 ms),0.0826217,'-,0.132541 unit decrease,[0.11-0.15],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1599,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,2 x 10-41,(338 ms),0.0826217,'-,0.135777 unit decrease,[0.12-0.16],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1600,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,1 x 10-39,(340 ms),0.0826217,'-,0.132415 unit decrease,[0.11-0.15],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1601,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,8 x 10-35,(342 ms),0.0826217,'-,0.123869 unit decrease,[0.1-0.14],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1602,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,6 x 10-31,(344 ms),0.0826217,'-,0.116777 unit decrease,[0.097-0.137],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1603,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,1 x 10-28,(346 ms),0.0826217,'-,0.112538 unit decrease,[0.093-0.132],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1604,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,3 x 10-26,(348 ms),0.0826217,'-,0.107548 unit decrease,[0.088-0.127],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1605,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,1 x 10-25,(350 ms),0.0826217,'-,0.106311 unit decrease,[0.086-0.126],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1606,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,9 x 10-26,(352 ms),0.0826217,'-,0.10636 unit decrease,[0.087-0.126],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1607,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,8 x 10-25,(354 ms),0.0826217,'-,0.104262 unit decrease,[0.084-0.124],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1608,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,2 x 10-23,(356 ms),0.0826217,'-,0.101042 unit decrease,[0.081-0.121],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1609,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,4 x 10-23,(358 ms),0.0826217,'-,0.100378 unit decrease,[0.081-0.12],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1610,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,1 x 10-20,(360 ms),0.0826217,'-,0.0945735 unit decrease,[0.075-0.114],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1611,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,5 x 10-18,(362 ms),0.0826217,'-,0.0877157 unit decrease,[0.068-0.108],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1612,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,2 x 10-18,(364 ms),0.0826217,'-,0.0891186 unit decrease,[0.069-0.109],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1613,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,4 x 10-19,(366 ms),0.0826217,'-,0.0906017 unit decrease,[0.071-0.11],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1614,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,4 x 10-17,(368 ms),0.0826217,'-,0.0855223 unit decrease,[0.066-0.105],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1615,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,4 x 10-15,(370 ms),0.0826217,'-,0.0796447 unit decrease,[0.06-0.1],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1616,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,1 x 10-15,(372 ms),0.0826217,'-,0.0815277 unit decrease,[0.062-0.101],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1617,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,8 x 10-16,(374 ms),0.0826217,'-,0.0817416 unit decrease,[0.062-0.102],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1618,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,3 x 10-13,(376 ms),0.0826217,'-,0.0741215 unit decrease,[0.054-0.094],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1619,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,4 x 10-10,(378 ms),0.0826217,'-,0.0634459 unit decrease,[0.044-0.083],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1620,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,7 x 10-9,(380 ms),0.0826217,'-,0.0586989 unit decrease,[0.039-0.079],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1621,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,3 x 10-8,(382 ms),0.0826217,'-,0.056331 unit decrease,[0.036-0.076],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1622,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,2 x 10-62,(242 ms),0.0826217,'-,0.164785 unit increase,[0.15-0.18],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1623,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,4 x 10-55,(244 ms),0.0826217,'-,0.155861 unit increase,[0.14-0.18],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1624,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,1 x 10-48,(246 ms),0.0826217,'-,0.145356 unit increase,[0.13-0.17],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1625,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,3 x 10-41,(248 ms),0.0826217,'-,0.133766 unit increase,[0.11-0.15],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1626,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,2 x 10-34,(250 ms),0.0826217,'-,0.12214 unit increase,[0.1-0.14],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1627,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,2 x 10-28,(252 ms),0.0826217,'-,0.110392 unit increase,[0.091-0.13],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1628,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,8 x 10-22,(254 ms),0.0826217,'-,0.09622 unit increase,[0.076-0.116],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1629,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,5 x 10-16,(256 ms),0.0826217,'-,0.0815301 unit increase,[0.062-0.101],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1630,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,3 x 10-12,(258 ms),0.0826217,'-,0.0703721 unit increase,[0.051-0.09],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1631,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,2 x 10-9,(260 ms),0.0826217,'-,0.0602876 unit increase,[0.04-0.08],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1632,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,3 x 10-11,(280 ms),0.0826217,'-,0.067568 unit decrease,[0.048-0.087],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1633,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,5 x 10-14,(282 ms),0.0826217,'-,0.0762876 unit decrease,[0.056-0.096],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1634,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,1 x 10-16,(284 ms),0.0826217,'-,0.0836031 unit decrease,[0.064-0.103],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1635,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,5 x 10-20,(286 ms),0.0826217,'-,0.0929137 unit decrease,[0.073-0.113],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1636,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,2 x 10-23,(288 ms),0.0826217,'-,0.101096 unit decrease,[0.081-0.121],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1637,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,1 x 10-26,(290 ms),0.0826217,'-,0.107918 unit decrease,[0.088-0.128],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1638,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,7 x 10-30,(292 ms),0.0826217,'-,0.114474 unit decrease,[0.095-0.134],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1639,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,7 x 10-33,(294 ms),0.0826217,'-,0.120513 unit decrease,[0.1-0.14],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1640,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,3 x 10-35,(296 ms),0.0826217,'-,0.124787 unit decrease,[0.1-0.14],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1641,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,4 x 10-38,(298 ms),0.0826217,'-,0.130052 unit decrease,[0.11-0.15],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1642,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,8 x 10-42,(300 ms),0.0826217,'-,0.136457 unit decrease,[0.12-0.16],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1643,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,8 x 10-45,(302 ms),0.0826217,'-,0.14139 unit decrease,[0.12-0.16],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1644,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,5 x 10-46,(304 ms),0.0826217,'-,0.142626 unit decrease,[0.12-0.16],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1645,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,3 x 10-46,(306 ms),0.0826217,'-,0.142466 unit decrease,[0.12-0.16],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1646,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,2 x 10-48,(308 ms),0.0826217,'-,0.146193 unit decrease,[0.13-0.17],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1647,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,2 x 10-52,(310 ms),0.0826217,'-,0.15288 unit decrease,[0.13-0.17],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1648,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,6 x 10-54,(312 ms),0.0826217,'-,0.154664 unit decrease,[0.13-0.17],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1649,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,2 x 10-52,(314 ms),0.0826217,'-,0.152541 unit decrease,[0.13-0.17],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1650,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,6 x 10-53,(316 ms),0.0826217,'-,0.153228 unit decrease,[0.13-0.17],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1651,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,7 x 10-54,(318 ms),0.0826217,'-,0.15448 unit decrease,[0.13-0.17],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1652,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,1 x 10-51,(320 ms),0.0826217,'-,0.151237 unit decrease,[0.13-0.17],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1653,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,7 x 10-51,(322 ms),0.0826217,'-,0.149839 unit decrease,[0.13-0.17],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1654,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,1 x 10-52,(324 ms),0.0826217,'-,0.152341 unit decrease,[0.13-0.17],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1655,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,1 x 10-50,(326 ms),0.0826217,'-,0.149862 unit decrease,[0.13-0.17],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1656,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,8 x 10-46,(328 ms),0.0826217,'-,0.142834 unit decrease,[0.12-0.16],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1657,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,1 x 10-43,(330 ms),0.0826217,'-,0.138801 unit decrease,[0.12-0.16],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1658,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,3 x 10-42,(332 ms),0.0826217,'-,0.137309 unit decrease,[0.12-0.16],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1659,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,6 x 10-39,(334 ms),0.0826217,'-,0.131552 unit decrease,[0.11-0.15],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
1660,KCNQ1,KCNQ1,Maternal,rs2074238-<b>T</b>,6 x 10-118,(222 ms),0.0826217,'-,0.226792 unit increase,[0.21-0.25],KCNQ1,Electrocardiogram morphology (amplitude at temporal datapoints),electrocardiography,GCST010796,11:2463573,Cardiovascular
