Variant and risk allele,P-value,P-value annotation,RAF,OR,Beta,CI,Mapped gene,Reported trait,Trait(s),Study accession,Location
rs6435326-<b>A</b>,8 x 10-11,,0.5148,'-,0.0091 unit decrease,[0.0064-0.0118],NDUFS1,Educational attainment (years of education),self reported educational attainment,GCST006442,2:206137835
rs10192834-<b>T</b>,2 x 10-8,,0.655,'-,0.0083 unit increase,[0.0054-0.0112],"CPO, FASTKD2",Educational attainment (years of education),self reported educational attainment,GCST006442,2:206860892
rs62182994-<b>T</b>,3 x 10-19,,0.6894,'-,0.0137 unit increase,[0.011-0.017],ERBB4,Educational attainment (years of education),self reported educational attainment,GCST006442,2:211734578
rs6757087-<b>T</b>,3 x 10-9,,0.5755,'-,0.0085 unit decrease,[0.0058-0.0112],ERBB4,Educational attainment (years of education),self reported educational attainment,GCST006442,2:211815798
rs7597126-<b>T</b>,2 x 10-11,,0.4915,'-,0.0094 unit decrease,[0.0067-0.0121],SPAG16,Educational attainment (years of education),self reported educational attainment,GCST006442,2:214144634
rs16851779-<b>T</b>,9 x 10-9,,0.9246,'-,0.0153 unit decrease,[0.01-0.021],SPAG16,Educational attainment (years of education),self reported educational attainment,GCST006442,2:214325226
rs4673840-<b>T</b>,6 x 10-13,,0.842,'-,0.0138 unit decrease,[0.01-0.018],VWC2L,Educational attainment (years of education),self reported educational attainment,GCST006442,2:214498517
rs34967082-<b>A</b>,2 x 10-8,,0.4161,'-,0.008 unit decrease,[0.0053-0.0107],"VWC2L-IT1, VWC2L",Educational attainment (years of education),self reported educational attainment,GCST006442,2:214517930
rs57016874-<b>T</b>,2 x 10-8,,0.0387,'-,0.0209 unit increase,[0.014-0.028],SPEG,Educational attainment (years of education),self reported educational attainment,GCST006442,2:219445390
rs1542354-<b>A</b>,3 x 10-9,,0.4764,'-,0.0084 unit decrease,[0.0057-0.0111],RBMS1,Educational attainment (years of education),self reported educational attainment,GCST006442,2:220949365
rs13016316-<b>A</b>,2 x 10-8,,0.0908,'-,0.0138 unit decrease,[0.0091-0.0185],CUL3,Educational attainment (years of education),self reported educational attainment,GCST006442,2:224472471
rs11687736-<b>A</b>,5 x 10-12,,0.6764,'-,0.0105 unit decrease,[0.0076-0.0134],CUL3,Educational attainment (years of education),self reported educational attainment,GCST006442,2:224540405
rs57148205-<b>A</b>,5 x 10-9,,0.2438,'-,0.0095 unit increase,[0.0064-0.0126],DOCK10,Educational attainment (years of education),self reported educational attainment,GCST006442,2:224824704
rs13015496-<b>C</b>,5 x 10-11,,0.1842,'-,0.0119 unit increase,[0.0084-0.0154],NYAP2,Educational attainment (years of education),self reported educational attainment,GCST006442,2:225425989
rs12694681-<b>T</b>,2 x 10-11,,0.6883,'-,0.0102 unit increase,[0.0073-0.0131],NYAP2,Educational attainment (years of education),self reported educational attainment,GCST006442,2:225744525
rs4500930-<b>T</b>,2 x 10-13,,0.3449,'-,0.0109 unit decrease,[0.008-0.0138],SPHKAP,Educational attainment (years of education),self reported educational attainment,GCST006442,2:228120789
rs74747621-<b>T</b>,6 x 10-12,,0.1124,'-,0.0153 unit increase,[0.011-0.02],SPHKAP,Educational attainment (years of education),self reported educational attainment,GCST006442,2:228197152
rs12467175-<b>T</b>,7 x 10-9,,0.4923,'-,0.0081 unit decrease,[0.0054-0.0108],SNF8P1,Educational attainment (years of education),self reported educational attainment,GCST006442,2:228325144
rs6704768-<b>A</b>,2 x 10-16,,0.5648,'-,0.0116 unit decrease,[0.0089-0.0143],GIGYF2,Educational attainment (years of education),self reported educational attainment,GCST006442,2:232727791
rs35811586-<b>T</b>,5 x 10-12,,0.0547,'-,0.0217 unit increase,[0.016-0.028],NGEF,Educational attainment (years of education),self reported educational attainment,GCST006442,2:232879084
rs2250660-<b>C</b>,1 x 10-8,,0.5009,'-,0.008 unit increase,[0.0053-0.0107],NGEF,Educational attainment (years of education),self reported educational attainment,GCST006442,2:232887841
rs4663617-<b>A</b>,4 x 10-10,,0.235,'-,0.0104 unit increase,[0.0071-0.0137],AGAP1,Educational attainment (years of education),self reported educational attainment,GCST006442,2:235835982
rs2962378-<b>A</b>,4 x 10-10,(MTAG),0.7872,'-,0.01 unit increase,[0.0069-0.0131],ARRDC3-AS1,Educational attainment (MTAG),self reported educational attainment,GCST006571,5:91654393
rs17669337-<b>T</b>,2 x 10-21,(MTAG),0.4133,'-,0.0126 unit decrease,[0.01-0.015],"LDHBP3, CCT7P2",Educational attainment (MTAG),self reported educational attainment,GCST006571,5:92852225
rs6881733-<b>T</b>,2 x 10-12,(MTAG),0.287,'-,0.0102 unit decrease,[0.0073-0.0131],POLD2P1,Educational attainment (MTAG),self reported educational attainment,GCST006571,5:93251285
rs114468556-<b>A</b>,1 x 10-19,(MTAG),0.0421,'-,0.0301 unit increase,[0.024-0.037],NR2F1-AS1,Educational attainment (MTAG),self reported educational attainment,GCST006571,5:93534540
rs72786644-<b>A</b>,3 x 10-12,(MTAG),0.1853,'-,0.0118 unit increase,[0.0085-0.0151],FAM172A,Educational attainment (MTAG),self reported educational attainment,GCST006571,5:93702893
rs142508281-<b>C</b>,1 x 10-9,(MTAG),0.0129,'-,0.0357 unit increase,[0.024-0.047],"KIAA0825, FAM172A",Educational attainment (MTAG),self reported educational attainment,GCST006571,5:94120444
rs1031389-<b>A</b>,5 x 10-9,(MTAG),0.5125,'-,0.0076 unit increase,[0.0051-0.0101],KIAA0825,Educational attainment (MTAG),self reported educational attainment,GCST006571,5:94582687
rs74944275-<b>T</b>,7 x 10-15,(MTAG),0.0433,'-,0.0254 unit increase,[0.019-0.032],PDZPH1P,Educational attainment (MTAG),self reported educational attainment,GCST006571,5:103390372
rs171697-<b>C</b>,1 x 10-22,(MTAG),0.6712,'-,0.0137 unit increase,[0.011-0.016],'-,Educational attainment (MTAG),self reported educational attainment,GCST006571,5:104620815
rs10061420-<b>A</b>,9 x 10-10,(MTAG),0.4741,'-,0.0081 unit increase,[0.0056-0.0106],'-,Educational attainment (MTAG),self reported educational attainment,GCST006571,5:105342378
rs67338857-<b>A</b>,5 x 10-8,(MTAG),0.3081,'-,0.0078 unit increase,[0.0051-0.0105],LINC01950,Educational attainment (MTAG),self reported educational attainment,GCST006571,5:106811162
rs2454897-<b>A</b>,2 x 10-8,(MTAG),0.3145,'-,0.0079 unit decrease,[0.0052-0.0106],LINC01950,Educational attainment (MTAG),self reported educational attainment,GCST006571,5:106928732
rs252991-<b>A</b>,1 x 10-12,(MTAG),0.3695,'-,0.0096 unit increase,[0.0069-0.0123],EFNA5,Educational attainment (MTAG),self reported educational attainment,GCST006571,5:107431645
rs13163062-<b>T</b>,8 x 10-17,(MTAG),0.426,'-,0.011 unit increase,[0.0085-0.0135],EFNA5,Educational attainment (MTAG),self reported educational attainment,GCST006571,5:107619750
rs55876360-<b>T</b>,9 x 10-9,(MTAG),0.8645,'-,0.011 unit increase,[0.0073-0.0147],"RN7SKP122, RN7SL782P",Educational attainment (MTAG),self reported educational attainment,GCST006571,5:107809623
rs34410-<b>C</b>,6 x 10-12,(MTAG),0.4628,'-,0.009 unit decrease,[0.0065-0.0115],FBXL17,Educational attainment (MTAG),self reported educational attainment,GCST006571,5:108133983
rs2416214-<b>A</b>,2 x 10-9,(MTAG),0.4367,'-,0.0079 unit increase,[0.0054-0.0104],"MAN2A1-DT, KRT18P42",Educational attainment (MTAG),self reported educational attainment,GCST006571,5:109607784
rs17489649-<b>A</b>,5 x 10-20,(MTAG),0.6788,'-,0.0129 unit increase,[0.01-0.016],MAN2A1,Educational attainment (MTAG),self reported educational attainment,GCST006571,5:109820483
rs4705763-<b>C</b>,2 x 10-9,(MTAG),0.5358,'-,0.0079 unit increase,[0.0054-0.0104],MCC,Educational attainment (MTAG),self reported educational attainment,GCST006571,5:113058806
rs3104222-<b>T</b>,1 x 10-8,(MTAG),0.2406,'-,0.0087 unit decrease,[0.0058-0.0116],KCNN2,Educational attainment (MTAG),self reported educational attainment,GCST006571,5:114322535
rs406413-<b>A</b>,6 x 10-23,(MTAG),0.7898,'-,0.0158 unit increase,[0.013-0.019],"LINC01957, KCNN2",Educational attainment (MTAG),self reported educational attainment,GCST006571,5:114562884
rs35284775-<b>A</b>,1 x 10-8,(MTAG),0.692,'-,0.0081 unit decrease,[0.0054-0.0108],LINC02147,Educational attainment (MTAG),self reported educational attainment,GCST006571,5:117935294
rs62379838-<b>T</b>,3 x 10-16,(MTAG),0.6953,'-,0.0116 unit increase,[0.0089-0.0143],RNU4-69P,Educational attainment (MTAG),self reported educational attainment,GCST006571,5:120766333
rs10057590-<b>A</b>,1 x 10-16,(MTAG),0.4724,'-,0.0109 unit increase,[0.0084-0.0134],LINC02240,Educational attainment (MTAG),self reported educational attainment,GCST006571,5:124999554
rs329124-<b>A</b>,2 x 10-9,(MTAG),0.5733,'-,0.008 unit decrease,[0.0055-0.0105],JADE2,Educational attainment (MTAG),self reported educational attainment,GCST006571,5:134529762
rs713584-<b>A</b>,5 x 10-8,(MTAG),0.4248,'-,0.0072 unit decrease,[0.0047-0.0097],SPOCK1,Educational attainment (MTAG),self reported educational attainment,GCST006571,5:137081268
rs1434630-<b>T</b>,3 x 10-11,(MTAG),0.1479,'-,0.0122 unit decrease,[0.0087-0.0157],SPOCK1,Educational attainment (MTAG),self reported educational attainment,GCST006571,5:137221366
rs4246793-<b>A</b>,3 x 10-10,(MTAG),0.7498,'-,0.0095 unit increase,[0.0066-0.0124],SPOCK1,Educational attainment (MTAG),self reported educational attainment,GCST006571,5:137446352
rs2269957-<b>A</b>,4 x 10-9,(MTAG),0.6321,'-,0.008 unit increase,[0.0053-0.0107],BRD8,Educational attainment (MTAG),self reported educational attainment,GCST006571,5:138165707
rs155943-<b>A</b>,9 x 10-12,(MTAG),0.4751,'-,0.009 unit increase,[0.0065-0.0115],"CYSTM1, IGIP",Educational attainment (MTAG),self reported educational attainment,GCST006571,5:140150402
rs10066420-<b>A</b>,1 x 10-10,(MTAG),0.332,'-,0.009 unit decrease,[0.0063-0.0117],DIAPH1,Educational attainment (MTAG),self reported educational attainment,GCST006571,5:141594912
rs17097461-<b>T</b>,6 x 10-12,(MTAG),0.9224,'-,0.017 unit increase,[0.012-0.022],ARAP3,Educational attainment (MTAG),self reported educational attainment,GCST006571,5:141698425
rs12655443-<b>A</b>,4 x 10-8,(MTAG),0.5084,'-,0.0072 unit decrease,[0.0047-0.0097],"NDFIP1, GNPDA1",Educational attainment (MTAG),self reported educational attainment,GCST006571,5:142088291
rs7725078-<b>A</b>,4 x 10-10,(MTAG),0.3328,'-,0.0087 unit increase,[0.006-0.0114],SH3RF2,Educational attainment (MTAG),self reported educational attainment,GCST006571,5:146074364
rs12516990-<b>C</b>,2 x 10-8,(MTAG),0.2106,'-,0.009 unit decrease,[0.0059-0.0121],"PPP2R2B, GPR151",Educational attainment (MTAG),self reported educational attainment,GCST006571,5:146548125
rs2961761-<b>A</b>,1 x 10-9,(MTAG),0.5404,'-,0.008 unit increase,[0.0055-0.0105],LINC01470,Educational attainment (MTAG),self reported educational attainment,GCST006571,5:152573986
rs2964252-<b>A</b>,2 x 10-10,(MTAG),0.3132,'-,0.009 unit increase,[0.0063-0.0117],LINC01470,Educational attainment (MTAG),self reported educational attainment,GCST006571,5:152688369
rs72802696-<b>A</b>,5 x 10-9,(MTAG),0.9763,'-,0.0257 unit increase,[0.017-0.034],GRIA1,Educational attainment (MTAG),self reported educational attainment,GCST006571,5:153720467
rs6580046-<b>A</b>,3 x 10-8,(MTAG),0.0738,'-,0.0138 unit increase,[0.0089-0.0187],FAM114A2,Educational attainment (MTAG),self reported educational attainment,GCST006571,5:153990831
rs7601485-<b>A</b>,4 x 10-8,(MTAG),0.4923,'-,0.0072 unit decrease,[0.0047-0.0097],ARHGAP15,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:143295869
rs13428598-<b>T</b>,1 x 10-29,(MTAG),0.3805,'-,0.0152 unit increase,[0.013-0.018],ARHGAP15,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:143492918
rs10928190-<b>T</b>,2 x 10-10,(MTAG),0.452,'-,0.0084 unit decrease,[0.0059-0.0109],ARHGAP15,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:143618464
rs73961845-<b>A</b>,3 x 10-17,(MTAG),0.617,'-,0.0114 unit decrease,[0.0089-0.0139],ARHGAP15,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:143721414
rs1427298-<b>T</b>,1 x 10-9,(MTAG),0.4264,'-,0.008 unit increase,[0.0055-0.0105],ZEB2,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:144456854
rs4662382-<b>T</b>,7 x 10-9,(MTAG),0.1309,'-,0.0114 unit decrease,[0.0075-0.0153],"TEX41, LINC01412",Educational attainment (MTAG),self reported educational attainment,GCST006571,2:144590490
rs7560871-<b>A</b>,2 x 10-15,(MTAG),0.0739,'-,0.0199 unit decrease,[0.015-0.025],TEX41,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:144859332
rs7575637-<b>A</b>,4 x 10-15,(MTAG),0.4538,'-,0.0103 unit increase,[0.0078-0.0128],TEX41,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:145038684
rs6732465-<b>A</b>,5 x 10-10,(MTAG),0.4889,'-,0.0081 unit increase,[0.0056-0.0106],"CHORDC1P1, RNA5SP106",Educational attainment (MTAG),self reported educational attainment,GCST006571,2:147625164
rs17742342-<b>A</b>,5 x 10-12,(MTAG),0.802,'-,0.0113 unit decrease,[0.0082-0.0144],ACVR2A,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:147876367
rs6729612-<b>T</b>,2 x 10-9,(MTAG),0.676,'-,0.0084 unit increase,[0.0057-0.0111],CACNB4,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:151923653
rs11695105-<b>T</b>,2 x 10-17,(MTAG),0.509,'-,0.0111 unit increase,[0.0086-0.0136],"RNA5SP107, KCNJ3",Educational attainment (MTAG),self reported educational attainment,GCST006571,2:154650222
rs2350818-<b>C</b>,7 x 10-10,(MTAG),0.7756,'-,0.0097 unit increase,[0.0066-0.0128],RN7SKP112,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:155782908
rs1554798-<b>A</b>,7 x 10-10,(MTAG),0.4667,'-,0.0081 unit decrease,[0.0056-0.0106],LINC01876,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:155978547
rs72892121-<b>T</b>,2 x 10-11,(MTAG),0.9321,'-,0.0175 unit increase,[0.012-0.023],"LINC01876, NR4A2",Educational attainment (MTAG),self reported educational attainment,GCST006571,2:156277983
rs13425585-<b>C</b>,1 x 10-13,(MTAG),0.5084,'-,0.0097 unit decrease,[0.0072-0.0122],"GPD2, LINC01958",Educational attainment (MTAG),self reported educational attainment,GCST006571,2:156630761
rs4664983-<b>T</b>,2 x 10-8,(MTAG),0.1987,'-,0.0093 unit decrease,[0.0062-0.0124],PKP4,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:158597926
rs62179061-<b>T</b>,3 x 10-15,(MTAG),0.9653,'-,0.0283 unit decrease,[0.021-0.035],RBMS1,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:160444463
rs10497215-<b>T</b>,6 x 10-11,(MTAG),0.4598,'-,0.0086 unit increase,[0.0061-0.0111],'-,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:160714470
rs2048830-<b>T</b>,1 x 10-12,(MTAG),0.4097,'-,0.0096 unit decrease,[0.0071-0.0121],'-,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:160985937
rs1991110-<b>T</b>,5 x 10-13,(MTAG),0.8878,'-,0.015 unit decrease,[0.011-0.019],TANK-AS1,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:161086400
rs11678980-<b>A</b>,7 x 10-39,(MTAG),0.4527,'-,0.0173 unit decrease,[0.015-0.02],LINC01806,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:161244750
rs116175783-<b>C</b>,2 x 10-12,(MTAG),0.0448,'-,0.0222 unit increase,[0.016-0.028],TBR1,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:161418336
rs4500960-<b>T</b>,3 x 10-30,(MTAG),0.4647,'-,0.015 unit decrease,[0.012-0.018],SLC4A10,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:161962111
rs12478449-<b>T</b>,2 x 10-16,(MTAG),0.6386,'-,0.0112 unit increase,[0.0085-0.0139],FIGN,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:163493924
rs10192119-<b>T</b>,2 x 10-8,(MTAG),0.8348,'-,0.0099 unit increase,[0.0064-0.0134],FIGN,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:163724731
rs12477385-<b>T</b>,2 x 10-12,(MTAG),0.2264,'-,0.011 unit increase,[0.0079-0.0141],SCN2A,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:165288340
rs1551337-<b>T</b>,1 x 10-8,(MTAG),0.4875,'-,0.0074 unit increase,[0.0049-0.0099],CSRNP3,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:165604079
rs7575938-<b>A</b>,5 x 10-11,(MTAG),0.3408,'-,0.0091 unit increase,[0.0064-0.0118],"SCN1A, SCN1A-AS1",Educational attainment (MTAG),self reported educational attainment,GCST006571,2:166054167
rs1967279-<b>A</b>,2 x 10-8,(MTAG),0.0395,'-,0.02 unit increase,[0.013-0.027],XIRP2,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:166913576
rs56133507-<b>T</b>,2 x 10-17,(MTAG),0.8083,'-,0.0142 unit increase,[0.011-0.018],"HAT1, SLC25A12",Educational attainment (MTAG),self reported educational attainment,GCST006571,2:171961945
rs12473986-<b>T</b>,4 x 10-8,(MTAG),0.2907,'-,0.0079 unit decrease,[0.0052-0.0106],RAPGEF4,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:172818220
rs17758391-<b>A</b>,2 x 10-9,(MTAG),0.3204,'-,0.0084 unit increase,[0.0057-0.0111],RAPGEF4,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:172931239
rs10193498-<b>A</b>,2 x 10-14,(MTAG),0.755,'-,0.0116 unit increase,[0.0087-0.0145],"MAP3K20, MAP3K20-AS1",Educational attainment (MTAG),self reported educational attainment,GCST006571,2:173229617
rs820312-<b>C</b>,1 x 10-9,(MTAG),0.4848,'-,0.008 unit increase,[0.0055-0.0105],"RPS2P18, CDCA7",Educational attainment (MTAG),self reported educational attainment,GCST006571,2:173332241
rs72915557-<b>A</b>,8 x 10-10,(MTAG),0.0581,'-,0.0172 unit decrease,[0.012-0.023],"LINC01305, SP9",Educational attainment (MTAG),self reported educational attainment,GCST006571,2:174334364
rs17400325-<b>T</b>,8 x 10-9,(MTAG),0.9598,'-,0.0193 unit decrease,[0.013-0.026],"PDE11A-AS1, PDE11A",Educational attainment (MTAG),self reported educational attainment,GCST006571,2:177701185
rs11694904-<b>T</b>,7 x 10-13,(MTAG),0.3112,'-,0.0101 unit increase,[0.0074-0.0128],CWC22,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:180060718
rs17667540-<b>A</b>,4 x 10-10,(MTAG),0.3053,'-,0.0089 unit decrease,[0.0062-0.0116],SCHLAP1,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:180750186
rs4666851-<b>A</b>,4 x 10-11,(MTAG),0.598,'-,0.0088 unit increase,[0.0063-0.0113],PDE1A,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:182514148
rs72896637-<b>T</b>,1 x 10-9,(MTAG),0.0707,'-,0.0156 unit increase,[0.011-0.021],DNAJC10,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:182678804
rs7593100-<b>T</b>,7 x 10-9,(MTAG),0.0809,'-,0.014 unit increase,[0.0093-0.0187],"FRZB, Y_RNA",Educational attainment (MTAG),self reported educational attainment,GCST006571,2:182829772
rs115438240-<b>T</b>,1 x 10-9,(MTAG),0.9435,'-,0.0173 unit decrease,[0.012-0.023],ZNF804A,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:185019150
rs4667029-<b>C</b>,4 x 10-11,(MTAG),0.6055,'-,0.0089 unit decrease,[0.0064-0.0114],'-,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:185311409
rs62179650-<b>A</b>,7 x 10-13,(MTAG),0.2995,'-,0.0104 unit increase,[0.0077-0.0131],LINC01090,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:188271157
rs1066769-<b>A</b>,3 x 10-8,(MTAG),0.0311,'-,0.0209 unit decrease,[0.013-0.028],DIRC1,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:188715421
rs66721975-<b>A</b>,2 x 10-8,(MTAG),0.2903,'-,0.0081 unit decrease,[0.0054-0.0108],"GPR39, GLS",Educational attainment (MTAG),self reported educational attainment,GCST006571,2:190836459
rs13033576-<b>A</b>,6 x 10-18,(MTAG),0.5294,'-,0.0114 unit decrease,[0.0089-0.0139],'-,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:193116899
rs4502401-<b>T</b>,2 x 10-10,(MTAG),0.6542,'-,0.0087 unit increase,[0.006-0.0114],PLCL1,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:198458802
rs1455349-<b>A</b>,2 x 10-32,(MTAG),0.5265,'-,0.0155 unit increase,[0.013-0.018],PLCL1,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:198632561
rs4675429-<b>T</b>,1 x 10-9,(MTAG),0.7756,'-,0.0095 unit decrease,[0.0064-0.0126],'-,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:198741695
rs6711399-<b>T</b>,6 x 10-14,(MTAG),0.1779,'-,0.013 unit decrease,[0.0097-0.0163],LINC01877,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:199598117
rs1729412-<b>T</b>,8 x 10-15,(MTAG),0.4224,'-,0.0103 unit decrease,[0.0078-0.0128],SPATS2L,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:200218875
rs12623702-<b>A</b>,1 x 10-11,(MTAG),0.6171,'-,0.0091 unit increase,[0.0066-0.0116],"RNU6-440P, FZD7",Educational attainment (MTAG),self reported educational attainment,GCST006571,2:202020783
rs6435326-<b>A</b>,8 x 10-11,(MTAG),0.5148,'-,0.0085 unit decrease,[0.006-0.011],NDUFS1,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:206137835
rs10192834-<b>T</b>,2 x 10-8,(MTAG),0.655,'-,0.0077 unit increase,[0.005-0.0104],"CPO, FASTKD2",Educational attainment (MTAG),self reported educational attainment,GCST006571,2:206860892
rs34354040-<b>A</b>,3 x 10-9,(MTAG),0.7275,'-,0.0087 unit decrease,[0.0058-0.0116],"RPL9P14, RNA5SP116",Educational attainment (MTAG),self reported educational attainment,GCST006571,2:208041491
rs62182993-<b>A</b>,5 x 10-22,(MTAG),0.3108,'-,0.0137 unit decrease,[0.011-0.016],ERBB4,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:211734563
rs7597126-<b>T</b>,1 x 10-12,(MTAG),0.4915,'-,0.0094 unit decrease,[0.0069-0.0119],SPAG16,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:214144634
rs16851779-<b>T</b>,2 x 10-9,(MTAG),0.9246,'-,0.0149 unit decrease,[0.01-0.0198],SPAG16,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:214325226
rs4673840-<b>T</b>,2 x 10-15,(MTAG),0.842,'-,0.0142 unit decrease,[0.011-0.018],VWC2L,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:214498517
rs17574571-<b>A</b>,4 x 10-9,(MTAG),0.0371,'-,0.0206 unit increase,[0.014-0.027],SPEG,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:219454759
rs1542354-<b>A</b>,7 x 10-11,(MTAG),0.4764,'-,0.0086 unit decrease,[0.0061-0.0111],RBMS1,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:220949365
rs11687736-<b>A</b>,2 x 10-14,(MTAG),0.6764,'-,0.0109 unit decrease,[0.0082-0.0136],CUL3,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:224540405
rs11681888-<b>A</b>,8 x 10-10,(MTAG),0.6849,'-,0.0086 unit decrease,[0.0059-0.0113],DOCK10,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:224832252
rs1517480-<b>T</b>,9 x 10-14,(MTAG),0.1995,'-,0.0122 unit increase,[0.0091-0.0153],NYAP2,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:225417276
rs12694681-<b>T</b>,6 x 10-12,(MTAG),0.6883,'-,0.0098 unit increase,[0.0071-0.0125],NYAP2,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:225744525
rs1522803-<b>T</b>,3 x 10-9,(MTAG),0.4477,'-,0.0078 unit increase,[0.0053-0.0103],'-,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:226155805
rs74747621-<b>T</b>,2 x 10-12,(MTAG),0.1124,'-,0.0146 unit increase,[0.01-0.019],SPHKAP,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:228197152
rs12467175-<b>T</b>,4 x 10-8,(MTAG),0.4923,'-,0.0072 unit decrease,[0.0047-0.0097],SNF8P1,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:228325144
rs6704768-<b>A</b>,3 x 10-24,(MTAG),0.5648,'-,0.0134 unit decrease,[0.011-0.016],GIGYF2,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:232727791
rs35811586-<b>T</b>,9 x 10-14,(MTAG),0.0547,'-,0.0218 unit increase,[0.016-0.027],NGEF,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:232879084
rs13034294-<b>A</b>,6 x 10-10,(MTAG),0.5219,'-,0.0081 unit increase,[0.0056-0.0106],AGAP1,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:235766786
rs62190914-<b>T</b>,1 x 10-11,(MTAG),0.636,'-,0.0093 unit increase,[0.0066-0.012],AGAP1,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:235879531
rs72482130-<b>T</b>,7 x 10-15,(MTAG),0.8464,'-,0.0141 unit increase,[0.011-0.018],"AGAP1, Y_RNA",Educational attainment (MTAG),self reported educational attainment,GCST006571,2:236145712
rs13388333-<b>A</b>,6 x 10-10,(MTAG),0.6337,'-,0.0084 unit increase,[0.0057-0.0111],FARP2,Educational attainment (MTAG),self reported educational attainment,GCST006571,2:241461182
rs4685448-<b>A</b>,4 x 10-8,(MTAG),0.4454,'-,0.0072 unit decrease,[0.0047-0.0097],CHL1,Educational attainment (MTAG),self reported educational attainment,GCST006571,3:210661
rs769789-<b>T</b>,6 x 10-9,(MTAG),0.8113,'-,0.0097 unit decrease,[0.0064-0.013],SUMF1,Educational attainment (MTAG),self reported educational attainment,GCST006571,3:3711786
rs1400190-<b>A</b>,2 x 10-8,(MTAG),0.6064,'-,0.0076 unit decrease,[0.0051-0.0101],LMCD1-AS1,Educational attainment (MTAG),self reported educational attainment,GCST006571,3:8114929
rs17048855-<b>A</b>,3 x 10-17,(MTAG),0.3426,'-,0.0116 unit increase,[0.0089-0.0143],LMCD1-AS1,Educational attainment (MTAG),self reported educational attainment,GCST006571,3:8216487
rs382196-<b>T</b>,2 x 10-10,(MTAG),0.3814,'-,0.0086 unit decrease,[0.0061-0.0111],SRGAP3,Educational attainment (MTAG),self reported educational attainment,GCST006571,3:9103870
rs164938-<b>T</b>,3 x 10-9,(MTAG),0.3922,'-,0.008 unit decrease,[0.0055-0.0105],TATDN2,Educational attainment (MTAG),self reported educational attainment,GCST006571,3:10273419
rs7648308-<b>T</b>,3 x 10-9,(MTAG),0.761,'-,0.0091 unit decrease,[0.0062-0.012],"NUP210, IQSEC1",Educational attainment (MTAG),self reported educational attainment,GCST006571,3:13292643
