Variant and risk allele,P-value,P-value annotation,RAF,OR,Beta,CI,Mapped gene,Reported trait,Trait(s),Study accession,Location
rs1800775-<b>?</b>,6 x 10-32,(M_HDL_TG),NR,'-,0.098848775 unit decrease,NR,"CETP, HERPUD1",Serum metabolite levels (CMS),serum metabolite measurement,GCST009240,16:56961324
rs445925-<b>?</b>,1 x 10-21,(Serum_C),NR,'-,0.122032 unit decrease,NR,"APOC1, APOE",Serum metabolite levels (CMS),serum metabolite measurement,GCST009240,19:44912383
rs2266788-<b>?</b>,1 x 10-16,(Serum_TG),NR,'-,0.103411034 unit increase,NR,APOA5,Serum metabolite levels (CMS),serum metabolite measurement,GCST009240,11:116789970
rs183130-<b>?</b>,7 x 10-27,(S_VLDL_CE),NR,'-,0.11906177 unit decrease,NR,"HERPUD1, CETP",Serum metabolite levels (CMS),serum metabolite measurement,GCST009240,16:56957451
rs2266788-<b>?</b>,2 x 10-17,(S_VLDL_FC),NR,'-,0.116876796 unit increase,NR,APOA5,Serum metabolite levels (CMS),serum metabolite measurement,GCST009240,11:116789970
rs183130-<b>?</b>,7 x 10-22,(L_HDL_FC),NR,'-,0.12088676 unit increase,NR,"HERPUD1, CETP",Serum metabolite levels (CMS),serum metabolite measurement,GCST009240,16:56957451
rs445925-<b>?</b>,7 x 10-33,(M_LDL_FC),NR,'-,0.12283015 unit decrease,NR,"APOC1, APOE",Serum metabolite levels (CMS),serum metabolite measurement,GCST009240,19:44912383
rs445925-<b>?</b>,2 x 10-41,(IDL_FC),NR,'-,0.1368516 unit decrease,NR,"APOC1, APOE",Serum metabolite levels (CMS),serum metabolite measurement,GCST009240,19:44912383
rs445925-<b>?</b>,3 x 10-24,(L_LDL_C),NR,'-,0.14681195 unit decrease,NR,"APOC1, APOE",Serum metabolite levels (CMS),serum metabolite measurement,GCST009240,19:44912383
rs1532085-<b>?</b>,9 x 10-45,(XS_VLDL_FC),NR,'-,0.14934805 unit increase,NR,ALDH1A2,Serum metabolite levels (CMS),serum metabolite measurement,GCST009240,15:58391167
rs445925-<b>?</b>,6 x 10-46,(IDL_C),NR,'-,0.1397795 unit decrease,NR,"APOC1, APOE",Serum metabolite levels (CMS),serum metabolite measurement,GCST009240,19:44912383
rs1532085-<b>?</b>,5 x 10-50,(L_HDL_P),NR,'-,0.11360955 unit increase,NR,ALDH1A2,Serum metabolite levels (CMS),serum metabolite measurement,GCST009240,15:58391167
rs4775041-<b>?</b>,1 x 10-29,(XS_VLDL_PL),NR,'-,0.11236243 unit increase,NR,ALDH1A2,Serum metabolite levels (CMS),serum metabolite measurement,GCST009240,15:58382496
rs445925-<b>?</b>,4 x 10-30,(LDL_C),NR,'-,0.14877708 unit decrease,NR,"APOC1, APOE",Serum metabolite levels (CMS),serum metabolite measurement,GCST009240,19:44912383
rs445925-<b>?</b>,5 x 10-44,(L_LDL_CE),NR,'-,0.119709365 unit decrease,NR,"APOC1, APOE",Serum metabolite levels (CMS),serum metabolite measurement,GCST009240,19:44912383
rs2266788-<b>?</b>,8 x 10-22,(S_VLDL_P),NR,'-,0.118491426 unit increase,NR,APOA5,Serum metabolite levels (CMS),serum metabolite measurement,GCST009240,11:116789970
rs445925-<b>?</b>,5 x 10-24,(L_LDL_PL),NR,'-,0.14124562 unit decrease,NR,"APOC1, APOE",Serum metabolite levels (CMS),serum metabolite measurement,GCST009240,19:44912383
rs445925-<b>?</b>,5 x 10-33,(IDL_PL),NR,'-,0.14400676 unit decrease,NR,"APOC1, APOE",Serum metabolite levels (CMS),serum metabolite measurement,GCST009240,19:44912383
rs445925-<b>?</b>,6 x 10-41,(IDL_CE),NR,'-,0.14173509 unit decrease,NR,"APOC1, APOE",Serum metabolite levels (CMS),serum metabolite measurement,GCST009240,19:44912383
rs445925-<b>?</b>,1 x 10-28,(L_LDL_L),NR,'-,0.1427779 unit decrease,NR,"APOC1, APOE",Serum metabolite levels (CMS),serum metabolite measurement,GCST009240,19:44912383
rs651821-<b>?</b>,4 x 10-22,(S_VLDL_PL),NR,'-,0.11477242 unit increase,NR,APOA5,Serum metabolite levels (CMS),serum metabolite measurement,GCST009240,11:116791863
rs445925-<b>?</b>,2 x 10-39,(IDL_L),NR,'-,0.13263415 unit decrease,NR,"APOC1, APOE",Serum metabolite levels (CMS),serum metabolite measurement,GCST009240,19:44912383
rs4775041-<b>?</b>,3 x 10-30,(TotPG),NR,'-,0.10351104 unit increase,NR,ALDH1A2,Serum metabolite levels (CMS),serum metabolite measurement,GCST009240,15:58382496
rs445925-<b>?</b>,3 x 10-28,(L_LDL_P),NR,'-,0.11992447 unit decrease,NR,"APOC1, APOE",Serum metabolite levels (CMS),serum metabolite measurement,GCST009240,19:44912383
rs445925-<b>?</b>,1 x 10-39,(IDL_P),NR,'-,0.1301837 unit decrease,NR,"APOC1, APOE",Serum metabolite levels (CMS),serum metabolite measurement,GCST009240,19:44912383
rs183130-<b>?</b>,5 x 10-37,(ApoA1),NR,'-,0.101543605 unit increase,NR,"HERPUD1, CETP",Serum metabolite levels (CMS),serum metabolite measurement,GCST009240,16:56957451
rs2266788-<b>?</b>,7 x 10-21,(S_VLDL_TG),NR,'-,0.111770466 unit increase,NR,APOA5,Serum metabolite levels (CMS),serum metabolite measurement,GCST009240,11:116789970
rs588136-<b>?</b>,1 x 10-48,(L_HDL_PL),NR,'-,0.10144133 unit increase,NR,"LIPC-AS1, ALDH1A2, LIPC",Serum metabolite levels (CMS),serum metabolite measurement,GCST009240,15:58438299
rs3764261-<b>?</b>,2 x 10-30,(HDL_C),NR,'-,0.13418226 unit increase,NR,"HERPUD1, CETP",Serum metabolite levels (CMS),serum metabolite measurement,GCST009240,16:56959412
rs445925-<b>?</b>,2 x 10-25,(M_LDL_C),NR,'-,0.118303746 unit decrease,NR,"APOC1, APOE",Serum metabolite levels (CMS),serum metabolite measurement,GCST009240,19:44912383
rs2266788-<b>?</b>,4 x 10-19,(XS_VLDL_TG),NR,'-,0.100063704 unit increase,NR,APOA5,Serum metabolite levels (CMS),serum metabolite measurement,GCST009240,11:116789970
rs686030-<b>A</b>,2 x 10-9,(Free cholesterol in very large HDL),0.87,'-,0.09 unit increase,[0.07-0.11],TTC39B,Metabolite levels (lipoprotein measures),"lipoprotein measurement, blood metabolite measurement",GCST003665,9:15304784
rs2575876-<b>A</b>,3 x 10-15,(Total cholesterol in very large HDL),0.19,'-,0.1 unit decrease,[0.08-0.12],ABCA1,Metabolite levels (lipoprotein measures),"lipoprotein measurement, blood metabolite measurement",GCST003665,9:104903458
chr9:13614970-<b>A</b>,1 x 10-11,(Total lipids in IDL),0.19,'-,0.09 unit increase,[0.07-0.11],'-,Metabolite levels (lipoprotein measures),"lipoprotein measurement, blood metabolite measurement",GCST003665,Mapping not available
rs964184-<b>C</b>,8 x 10-66,(Triglycerides in small VLDL),0.86,'-,0.24 unit decrease,[0.22-0.26],ZPR1,Metabolite levels (lipoprotein measures),"lipoprotein measurement, blood metabolite measurement",GCST003665,11:116778201
rs67053123-<b>A</b>,1 x 10-12,(HDL diameter),0.15,'-,0.11 unit increase,[0.09-0.13],SCARB1,Metabolite levels (lipoprotein measures),"lipoprotein measurement, blood metabolite measurement",GCST003665,12:124869264
rs1532085-<b>G</b>,9 x 10-155,(Triglycerides in very large HDL),0.6,'-,0.26 unit decrease,[0.24-0.28],ALDH1A2,Metabolite levels (lipoprotein measures),"lipoprotein measurement, blood metabolite measurement",GCST003665,15:58391167
rs247617-<b>A</b>,6 x 10-97,(Total cholesterol in HDL),0.3,'-,0.23 unit increase,[0.21-0.25],"CETP, HERPUD1",Metabolite levels (lipoprotein measures),"lipoprotein measurement, blood metabolite measurement",GCST003665,16:56956804
rs6507939-<b>C</b>,8 x 10-16,(HDL diameter),0.84,'-,0.11 unit increase,[0.09-0.13],"SMUG1P1, LIPG",Metabolite levels (lipoprotein measures),"lipoprotein measurement, blood metabolite measurement",GCST003665,18:49649891
rs116843064-<b>A</b>,3 x 10-10,(VLDL diameter),0.03,'-,0.22 unit decrease,[0.16-0.28],ANGPTL4,Metabolite levels (lipoprotein measures),"lipoprotein measurement, blood metabolite measurement",GCST003665,19:8364439
rs142130958-<b>A</b>,7 x 10-47,(Free cholesterol in large LDL),0.11,'-,0.24 unit decrease,[0.2-0.28],"LDLR, SMARCA4",Metabolite levels (lipoprotein measures),"lipoprotein measurement, blood metabolite measurement",GCST003665,19:11079976
rs72999033-<b>T</b>,1 x 10-16,(Total cholesterol in medium VLDL),0.06,'-,0.18 unit decrease,[0.14-0.22],HAPLN4,Metabolite levels (lipoprotein measures),"lipoprotein measurement, blood metabolite measurement",GCST003665,19:19255823
rs7412-<b>T</b>,2 x 10-120,(Free cholesterol in large LDL),0.06,'-,0.59 unit decrease,[0.53-0.65],APOE,Metabolite levels (lipoprotein measures),"lipoprotein measurement, blood metabolite measurement",GCST003665,19:44908822
rs1883711-<b>C</b>,2 x 10-11,(Phospholipids in very small VLDL),0.06,'-,0.17 unit increase,[0.13-0.21],'-,Metabolite levels (lipoprotein measures),"lipoprotein measurement, blood metabolite measurement",GCST003665,20:40551182
rs6073958-<b>C</b>,3 x 10-55,(Concentration of small HDL particles),0.2,'-,0.2 unit increase,[0.18-0.22],"PCIF1, PLTP",Metabolite levels (lipoprotein measures),"lipoprotein measurement, blood metabolite measurement",GCST003665,20:45923216
rs11591147-<b>?</b>,3 x 10-61,"(Free cholesterol in large LDL, conditioned)",NR,'-,0.5335034 unit decrease,[0.47-0.60],PCSK9,Metabolite levels (lipoprotein measures),"lipoprotein measurement, blood metabolite measurement",GCST003665,1:55039974
rs13011615-<b>?</b>,6 x 10-19,"(Free cholesterol in large LDL, conditioned)",NR,'-,0.1247424 unit decrease,[0.097-0.152],"APOB, TDRD15",Metabolite levels (lipoprotein measures),"lipoprotein measurement, blood metabolite measurement",GCST003665,2:21051295
rs75835816-<b>?</b>,4 x 10-14,"(Total cholesterol in HDL, conditioned)",NR,'-,0.279236 uni decrease,[0.21-0.35],"RPL30P9, LPL",Metabolite levels (lipoprotein measures),"lipoprotein measurement, blood metabolite measurement",GCST003665,8:20028002
rs11076175-<b>?</b>,8 x 10-29,"(Total cholesterol in HDL, conditioned)",NR,'-,0.1511545 unit decrease,[0.12-0.18],CETP,Metabolite levels (lipoprotein measures),"lipoprotein measurement, blood metabolite measurement",GCST003665,16:56972466
rs261334-<b>?</b>,1 x 10-125,"(Triglycerides in very large HDL, conditioned)",NR,'-,0.2686627 unit decrease,[0.25-0.29],"ALDH1A2, LIPC",Metabolite levels (lipoprotein measures),"lipoprotein measurement, blood metabolite measurement",GCST003665,15:58434545
rs6032614-<b>?</b>,2 x 10-13,"(Total lipids in small HDL, conditioned)",NR,'-,0.1017956 unit decrease,[0.075-0.129],"FTLP1, MMP9",Metabolite levels (lipoprotein measures),"lipoprotein measurement, blood metabolite measurement",GCST003665,20:45980956
chr2.2114888-<b>?</b>,1 x 10-19,"(Triglycerides in chylomicrons and extremely large VLDL, conditioned)",NR,'-,0.1263201 unit decrease,[0.099-0.154],'-,Metabolite levels (lipoprotein measures),"lipoprotein measurement, blood metabolite measurement",GCST003665,Mapping not available
rs56050415-<b>?</b>,2 x 10-18,"(Triglycerides in very large HDL, conditioned)",NR,'-,0.1263201 unit decrease,[0.099-0.154],ALDH1A2,Metabolite levels (lipoprotein measures),"lipoprotein measurement, blood metabolite measurement",GCST003665,15:58282767
chr15.58927492-<b>?</b>,3 x 10-11,"(HDL diameter, conditioned)",NR,'-,0.1706685 unit decrease,[0.12-0.22],'-,Metabolite levels (lipoprotein measures),"lipoprotein measurement, blood metabolite measurement",GCST003665,Mapping not available
rs17035646-<b>A</b>,1 x 10-8,,0.3398,'-,0.0120302 unit increase,[0.0079-0.0162],CASZ1,Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,1:10736490
rs4410790-<b>T</b>,2 x 10-26,,0.3689,'-,0.0219239 unit decrease,[0.018-0.026],AHR,Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,7:17244953
rs17453832-<b>T</b>,4 x 10-16,,0.5353,'-,0.0205985 unit decrease,[0.016-0.026],"RPL21P24, FOXD2",Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,1:47495502
rs17158386-<b>A</b>,2 x 10-17,,0.2584,'-,0.019817 unit increase,[0.015-0.024],"WIPF3, DPY19L2P3",Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,7:29765745
rs34257409-<b>T</b>,2 x 10-15,,0.4038,'-,0.0160895 unit increase,[0.012-0.02],"KRTCAP2, HMGN2P18",Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,1:155158918
rs1057868-<b>T</b>,3 x 10-8,,0.2846,'-,0.0121717 unit increase,[0.0079-0.0165],POR,Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,7:75985688
rs78444298-<b>A</b>,3 x 10-10,,0.0192,'-,0.0473471 unit decrease,[0.033-0.062],EDEM3,Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,1:184702964
rs4738817-<b>A</b>,7 x 10-9,,0.4535,'-,0.0115306 unit decrease,[0.0076-0.0154],CHD7,Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,8:60708054
rs6998967-<b>A</b>,1 x 10-8,,0.1664,'-,0.0152428 unit decrease,[0.01-0.0205],"Y_RNA, RNU6-1213P",Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,8:80451970
rs12714144-<b>A</b>,5 x 10-14,,0.8733,'-,0.0224637 unit increase,[0.017-0.028],"PARTICL, RPSAP22",Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,2:85527455
rs2880119-<b>A</b>,9 x 10-9,,0.8582,'-,0.0164051 unit decrease,[0.011-0.022],"ACOXL, MIR4435-2HG",Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,2:111051753
rs10207567-<b>C</b>,3 x 10-14,,0.8151,'-,0.0193712 unit increase,[0.014-0.024],ICA1L,Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,2:202850250
rs1047891-<b>A</b>,3 x 10-18,,0.3148,'-,0.0189908 unit decrease,[0.015-0.023],CPS1,Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,2:210675783
rs7597336-<b>A</b>,2 x 10-11,,0.8726,'-,0.0199876 unit decrease,[0.014-0.026],COL4A4,Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,2:227077803
rs73065147-<b>T</b>,2 x 10-11,,0.9306,'-,0.0264326 unit decrease,[0.019-0.034],MYL3,Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,3:46853449
rs1010553-<b>T</b>,2 x 10-8,,0.5176,'-,0.0112182 unit increase,[0.0073-0.0151],STAB1,Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,3:52506757
rs2793351-<b>A</b>,2 x 10-8,,0.6854,'-,0.0121018 unit increase,[0.0079-0.0163],DNAJC1,Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,10:21862649
rs13132085-<b>A</b>,6 x 10-9,,0.2893,'-,0.0127622 unit decrease,[0.0085-0.0171],"NMU, PDCL2",Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,4:55593918
rs2068888-<b>A</b>,5 x 10-10,,0.4515,'-,0.0124266 unit decrease,[0.0085-0.0164],"CYP26A1, NIP7P1",Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,10:93079885
rs988712-<b>T</b>,2 x 10-8,,0.2363,'-,0.0131747 unit decrease,[0.0086-0.0178],BDNF-AS,Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,11:27541835
rs76027714-<b>A</b>,1 x 10-9,,0.9238,'-,0.0234446 unit increase,[0.016-0.031],ARL15,Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,5:53979540
rs12790943-<b>T</b>,1 x 10-11,,0.422,'-,0.0136538 unit increase,[0.0097-0.0176],"OAF, TRIM29",Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,11:120187915
rs2601006-<b>T</b>,2 x 10-13,,0.343,'-,0.015452 unit decrease,[0.011-0.02],CCT2,Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,12:69585737
rs11158763-<b>T</b>,1 x 10-11,,0.4637,'-,0.0134884 unit decrease,[0.0096-0.0174],"ZFP36L1, RNU6-921P",Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,14:68786626
rs2240060-<b>A</b>,6 x 10-10,,0.2881,'-,0.0136336 unit increase,[0.0093-0.018],CCHCR1,Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,6:31147123
rs1544935-<b>T</b>,1 x 10-12,,0.7836,'-,0.0172549 unit decrease,[0.013-0.022],"KCNK5, SAYSD1",Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,6:39156672
rs3734692-<b>A</b>,4 x 10-16,,0.6908,'-,0.0177228 unit decrease,[0.013-0.022],LINC02537,Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,6:43850054
rs4641276-<b>T</b>,4 x 10-8,,0.2455,'-,0.0128406 unit decrease,[0.0083-0.0174],ZNF362,Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,1:33295142
rs2023844-<b>A</b>,2 x 10-12,,0.9255,'-,0.0265227 unit increase,[0.019-0.034],HOTTIP,Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,7:27203619
rs1337526-<b>A</b>,1 x 10-27,,0.1983,'-,0.027088 unit decrease,[0.022-0.032],"RPL21P24, ATP6V0E1P4",Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,1:47499458
rs35692677-<b>A</b>,3 x 10-10,,0.1863,'-,0.016352 unit decrease,[0.011-0.021],AUTS2,Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,7:70437668
rs16864515-<b>A</b>,2 x 10-8,,0.0965,'-,0.0188738 unit decrease,[0.012-0.025],"PRRC2C, CYCSP53",Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,1:171466403
rs7812843-<b>A</b>,4 x 10-9,,0.501,'-,0.0116995 unit decrease,[0.0078-0.0156],STC1,Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,8:23879567
rs3850625-<b>A</b>,1 x 10-8,,0.1187,'-,0.0177182 unit increase,[0.012-0.024],CACNA1S,Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,1:201047168
rs4665972-<b>T</b>,6 x 10-17,,0.3953,'-,0.0173726 unit increase,[0.013-0.021],'-,Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,Mapping not available
rs2954021-<b>A</b>,7 x 10-14,,0.4915,'-,0.0148457 unit increase,[0.011-0.019],TRIB1,Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,8:125469835
rs557338857-<b>T</b>,4 x 10-17,,0.994,'-,0.121987 unit decrease,[0.094-0.15],RSU1,Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,10:16775530
rs141493439-<b>A</b>,7 x 10-113,,0.0117,'-,0.219422 unit increase,[0.2-0.24],CUBN,Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,10:16888739
rs45551835-<b>A</b>,5 x 10-126,,0.0147,'-,0.201076 unit increase,[0.18-0.22],CUBN,Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,10:16890385
rs74375025-<b>A</b>,4 x 10-79,,0.1056,'-,0.0610158 unit increase,[0.055-0.067],CUBN,Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,10:16905665
rs562661763-<b>T</b>,9 x 10-20,,0.9929,'-,0.120843 unit decrease,[0.095-0.147],CUBN,Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,10:17118006
rs112607182-<b>T</b>,2 x 10-13,,0.0751,'-,0.0301346 unit increase,[0.022-0.038],"SKIL, PRKCI",Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,3:170309619
rs67339103-<b>A</b>,2 x 10-12,,0.2163,'-,0.0172135 unit increase,[0.012-0.022],LRMDA,Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,10:76133928
rs10023335-<b>T</b>,1 x 10-12,,0.5932,'-,0.01439 unit increase,[0.01-0.018],SHROOM3,Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,4:76437834
rs113139575-<b>C</b>,1 x 10-9,,0.9366,'-,0.0248385 unit decrease,[0.017-0.033],SBF2,Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,11:10274674
rs6535594-<b>A</b>,6 x 10-13,,0.4979,'-,0.0143694 unit increase,[0.01-0.018],NR3C2,Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,4:148211605
rs7115200-<b>T</b>,2 x 10-9,,0.5605,'-,0.0122547 unit decrease,[0.0082-0.0163],'-,Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,Mapping not available
rs1309546-<b>T</b>,6 x 10-10,,0.5515,'-,0.0123644 unit increase,[0.0085-0.0163],CWC27,Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,5:64994177
rs162890-<b>T</b>,6 x 10-10,,0.3317,'-,0.0134553 unit increase,[0.0092-0.0177],P4HA2,Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,5:132287965
rs3784283-<b>A</b>,9 x 10-14,,0.5955,'-,0.0151347 unit increase,[0.011-0.019],TYRO3,Urinary albumin-to-creatinine ratio,urinary albumin to creatinine ratio,GCST008794,15:41575584
rs84178-<b>A</b>,4 x 10-9,,NR,'-,0.0078 unit decrease,[0.0054-0.0102],KCNQ1,Glomerular filtration rate (creatinine),"creatinine measurement, glomerular filtration rate",GCST004292,11:2753144
rs3925584-<b>T</b>,2 x 10-16,,NR,'-,0.0079 unit decrease,[0.0061-0.0097],DCDC1,Glomerular filtration rate (creatinine),"creatinine measurement, glomerular filtration rate",GCST004292,11:30738788
rs11604462-<b>A</b>,2 x 10-9,,NR,'-,0.006 unit decrease,[0.0042-0.0078],"OVOL1, AP5B1",Glomerular filtration rate (creatinine),"creatinine measurement, glomerular filtration rate",GCST004292,11:65784177
rs11062167-<b>A</b>,1 x 10-8,,NR,'-,0.0055 unit decrease,[0.0037-0.0073],SLC6A13,Glomerular filtration rate (creatinine),"creatinine measurement, glomerular filtration rate",GCST004292,12:255573
rs67551338-<b>T</b>,2 x 10-9,,NR,'-,0.0124 unit decrease,[0.0085-0.0163],TSPAN9,Glomerular filtration rate (creatinine),"creatinine measurement, glomerular filtration rate",GCST004292,12:3283934
rs9529913-<b>T</b>,3 x 10-11,,NR,'-,0.0066 unit decrease,[0.0048-0.0084],DACH1,Glomerular filtration rate (creatinine),"creatinine measurement, glomerular filtration rate",GCST004292,13:71770957
rs2453533-<b>A</b>,3 x 10-43,,NR,'-,0.0135 unit decrease,[0.012-0.015],"SLC28A2, RNU6-953P",Glomerular filtration rate (creatinine),"creatinine measurement, glomerular filtration rate",GCST004292,15:45349027
chr15:53922280-<b>A</b>,7 x 10-11,,NR,'-,0.0083 unit increase,[0.0059-0.0107],'-,Glomerular filtration rate (creatinine),"creatinine measurement, glomerular filtration rate",GCST004292,Mapping not available
rs10851885-<b>A</b>,3 x 10-12,,NR,'-,0.0081 unit increase,[0.0059-0.0103],NRG4,Glomerular filtration rate (creatinine),"creatinine measurement, glomerular filtration rate",GCST004292,15:76012162
rs77924615-<b>A</b>,5 x 10-40,,NR,'-,0.0176 unit increase,[0.015-0.02],PDILT,Glomerular filtration rate (creatinine),"creatinine measurement, glomerular filtration rate",GCST004292,16:20381010
rs894680-<b>A</b>,5 x 10-12,,NR,'-,0.0074 unit decrease,[0.0054-0.0094],SLC47A1,Glomerular filtration rate (creatinine),"creatinine measurement, glomerular filtration rate",GCST004292,17:19537225
rs12451586-<b>A</b>,3 x 10-15,,NR,'-,0.0092 unit decrease,[0.007-0.0114],CDK12,Glomerular filtration rate (creatinine),"creatinine measurement, glomerular filtration rate",GCST004292,17:39477582
rs9895661-<b>T</b>,4 x 10-21,,NR,'-,0.0125 unit increase,[0.01-0.015],BCAS3,Glomerular filtration rate (creatinine),"creatinine measurement, glomerular filtration rate",GCST004292,17:61379228
rs71359461-<b>C</b>,4 x 10-10,,NR,'-,0.0086 unit decrease,[0.0061-0.0111],NFATC1,Glomerular filtration rate (creatinine),"creatinine measurement, glomerular filtration rate",GCST004292,18:79396103
rs7247977-<b>T</b>,2 x 10-12,,NR,'-,0.007 unit decrease,[0.0052-0.0088],SLC7A9,Glomerular filtration rate (creatinine),"creatinine measurement, glomerular filtration rate",GCST004292,19:32867449
rs6058093-<b>A</b>,2 x 10-13,,NR,'-,0.0074 unit decrease,[0.0054-0.0094],PIGU,Glomerular filtration rate (creatinine),"creatinine measurement, glomerular filtration rate",GCST004292,20:34625392
rs6127099-<b>A</b>,3 x 10-17,,NR,'-,0.0095 unit decrease,[0.0073-0.0117],"CYP24A1, BCAS1",Glomerular filtration rate (creatinine),"creatinine measurement, glomerular filtration rate",GCST004292,20:54114863
rs10874312-<b>A</b>,2 x 10-8,,0.67,'-,0.0057 unit decrease,[0.0035-0.0079],'-,Glomerular filtration rate (creatinine),"creatinine measurement, glomerular filtration rate",GCST004292,1:82478888
rs12144044-<b>A</b>,3 x 10-8,,0.28,'-,0.0061 unit decrease,[0.0039-0.0083],RHOC,Glomerular filtration rate (creatinine),"creatinine measurement, glomerular filtration rate",GCST004292,1:112706169
rs187355703-<b>C</b>,5 x 10-10,,0.97,'-,0.0182 unit increase,[0.012-0.024],HOXD-AS2,Glomerular filtration rate (creatinine),"creatinine measurement, glomerular filtration rate",GCST004292,2:176128855
rs111366116-<b>T</b>,6 x 10-10,,0.11,'-,0.0094 unit increase,[0.0065-0.0123],ARL15,Glomerular filtration rate (creatinine),"creatinine measurement, glomerular filtration rate",GCST004292,5:53999716
rs113246091-<b>A</b>,2 x 10-9,,0.1,'-,0.0095 unit decrease,[0.0064-0.0126],'-,Glomerular filtration rate (creatinine),"creatinine measurement, glomerular filtration rate",GCST004292,5:68443447
rs7764488-<b>A</b>,4 x 10-9,,0.32,'-,0.0061 unit increase,[0.0039-0.0083],EYA4,Glomerular filtration rate (creatinine),"creatinine measurement, glomerular filtration rate",GCST004292,6:133491734
rs13298297-<b>A</b>,2 x 10-8,,0.2,'-,0.0075 unit decrease,[0.0048-0.0102],ASTN2,Glomerular filtration rate (creatinine),"creatinine measurement, glomerular filtration rate",GCST004292,9:116501829
rs1111571-<b>A</b>,6 x 10-9,,0.71,'-,0.0061 unit increase,[0.0039-0.0083],PRMT7,Glomerular filtration rate (creatinine),"creatinine measurement, glomerular filtration rate",GCST004292,16:68329278
rs7546668-<b>C</b>,1 x 10-9,,NR,'-,0.0063 unit decrease,[0.0043-0.0083],DNAJC16,Glomerular filtration rate (creatinine),"creatinine measurement, glomerular filtration rate",GCST004292,1:15528628
rs10127790-<b>T</b>,8 x 10-9,,NR,'-,0.0061 unit increase,[0.0041-0.0081],SORT1,Glomerular filtration rate (creatinine),"creatinine measurement, glomerular filtration rate",GCST004292,1:109348511
