"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Study accession",Location
rs951266-<b>G</b>,"1 x 10-11",,0.670568,'-,"0.0236 unit increase",[0.017-0.03],CHRNA5,"Parental longevity (combined parental age at death)","parental longevity",GCST006702,15:78586199
rs17514846-<b>C</b>,"7 x 10-7",,NR,'-,'-,'-,FURIN,"Parental longevity (combined parental age at death)","parental longevity",GCST006702,15:90873320
rs429358-<b>T</b>,"5 x 10-22",,0.842077,'-,"0.0436 unit increase",[0.035-0.052],'-,"Parental longevity (combined parental age at death)","parental longevity",GCST006702,"Mapping not available"
rs1627804-<b>C</b>,"4 x 10-8",,0.684,'-,"0.0197 unit increase",[0.013-0.027],BEND3,"Parental longevity (combined parental age at death)","parental longevity",GCST006702,6:107079224
rs146254978-<b>T</b>,"5 x 10-8",,0.98,'-,"0.0692 unit decrease",[0.045-0.094],"TNNI3K, FPGT-TNNI3K","Parental longevity (combined parental age at death)","parental longevity",GCST006702,1:74402115
rs4420638-<b>?</b>,"2 x 10-16",,0.81,'-,'-,'-,"APOC1, APOC1P1",Longevity,longevity,GCST001131,19:44919689
rs10491334-<b>C</b>,"2 x 10-6",,0.82,1.82,'-,[1.43-2.33],CAMK4,Longevity,longevity,GCST001081,5:111436706
rs2075650-<b>?</b>,"3 x 10-17",,0.855,1.41,'-,[1.30-1.54],TOMM40,Longevity,longevity,GCST001013,19:44892362
rs1950902-<b>?</b>,"1 x 10-7",(male),0.37,1.595,'-,[1.34-1.90],MTHFD1,Longevity,longevity,GCST006658,14:64415662
rs1157755-<b>?</b>,"2 x 10-6",(male),0.08,2.468,'-,[1.70-3.58],"KCNA1, KCNA5",Longevity,longevity,GCST006658,12:4987675
rs11136774-<b>?</b>,"3 x 10-6",(male),0.3,1.56,'-,[1.30-1.88],CSMD1,Longevity,longevity,GCST006658,8:4787267
rs6453914-<b>?</b>,"4 x 10-6",(male),0.23,1.624,'-,[1.32-2.00],LINC02540,Longevity,longevity,GCST006658,6:76553461
rs6740706-<b>?</b>,"2 x 10-7",(male),0.8,1.6393442,'-,[1.35-1.96],LRRFIP1,Longevity,longevity,GCST006658,2:237719866
rs12199884-<b>?</b>,"4 x 10-6",(male),0.96,2.3364484,'-,[1.64-3.33],PKHD1,Longevity,longevity,GCST006658,6:51918480
rs79072042-<b>?</b>,"7 x 10-6",(male),0.91,1.8115942,'-,[1.39-2.33],LINC02163,Longevity,longevity,GCST006658,5:104014771
rs200536623-<b>?</b>,"9 x 10-6",(male),0.04,4.527,'-,[2.33-8.81],"MIR4423, SYDE2",Longevity,longevity,GCST006658,1:85148733
rs9894443-<b>?</b>,"8 x 10-6",(male),0.42,1.45,'-,[1.23-1.70],SLC39A11,Longevity,longevity,GCST006658,17:72777970
rs73329622-<b>?</b>,"9 x 10-6",(male),0.82,1.5625,'-,[1.28-1.89],STK10,Longevity,longevity,GCST006658,5:172151290
rs12568089-<b>?</b>,"3 x 10-6",(female),0.23,1.352,'-,[1.19-1.53],ZFP69B,Longevity,longevity,GCST006658,1:40455566
rs3805586-<b>?</b>,"9 x 10-6",(female),0.35,1.275,'-,[1.15-1.42],PGGT1B,Longevity,longevity,GCST006658,5:115231330
rs1027238-<b>?</b>,"3 x 10-6",(female),0.93,1.5337424,'-,[1.28-1.82],TAFA1,Longevity,longevity,GCST006658,3:68280902
rs12711357-<b>?</b>,"9 x 10-6",(female),0.8,1.310616,'-,[1.16-1.47],"FSTL5, MTHFD2P4",Longevity,longevity,GCST006658,4:162239967
rs2161877-<b>?</b>,"3 x 10-6",(female),0.61,1.285347,'-,[1.16-1.43],"LINC02463, RN7SL865P",Longevity,longevity,GCST006658,12:115735182
rs4972778-<b>?</b>,"5 x 10-6",(female),0.8,1.317523,'-,[1.18-1.49],'-,Longevity,longevity,GCST006658,2:175619153
rs118113034-<b>?</b>,"9 x 10-6",(female),0.99,3.125,'-,[1.89-5.26],LINC02534,Longevity,longevity,GCST006658,6:115573532
rs12472681-<b>?</b>,"6 x 10-6",(female),0.05,2.004,'-,[1.49-2.70],CHMP4AP1,Longevity,longevity,GCST006658,2:81407638
rs35715456-<b>?</b>,"2 x 10-7",,NR,'-,"0.3 unit increase",[0.20-0.40],SMAD7,"Parental longevity (at least one long-lived parent)","parental longevity",GCST003882,18:48938978
rs28383322-<b>C</b>,"5 x 10-11",,0.783,'-,"0.0182 unit increase",[0.013-0.024],"HLA-DRB1, HLA-DQA1","Parental longevity (combined parental attained age, Martingale residuals)","parental longevity",GCST006697,6:32625019
rs34614969-<b>?</b>,"4 x 10-6",,NR,'-,"0.02395 unit decrease",[0.014-0.034],"LRRC75A, ZNF287","Parental longevity (mother's age at death)","parental longevity",GCST003393,17:16497441
rs10049467-<b>?</b>,"3 x 10-6",,NR,'-,"0.11324 unit decrease",[0.066-0.16],DLG1-AS1,"Parental longevity (mother's age at death)","parental longevity",GCST003393,3:197348872
rs4731367-<b>?</b>,"9 x 10-6",,NR,'-,"0.023252 unit increase",[0.013-0.033],GCC1,"Parental longevity (mother's age at death)","parental longevity",GCST003393,7:127538108
rs55922727-<b>?</b>,"1 x 10-6",,NR,'-,"0.10643 unit decrease",[0.064-0.149],"RNU6-1148P, FAM13B","Parental longevity (mother's age at death)","parental longevity",GCST003393,5:138066323
rs10919022-<b>?</b>,"7 x 10-6",,NR,'-,"0.023967 unit increase",[0.013-0.034],LINC00970,"Parental longevity (mother's age at death)","parental longevity",GCST003393,1:168939483
rs79941005-<b>?</b>,"3 x 10-6",,NR,'-,"0.08241 unit decrease",[0.048-0.117],PCSK5,"Parental longevity (mother's age at death)","parental longevity",GCST003393,9:75888073
rs371025208-<b>?</b>,"6 x 10-6",,NR,'-,"0.027963 unit increase",[0.016-0.04],MATN4,"Parental longevity (mother's age at death)","parental longevity",GCST003393,20:45299963
chr3:185383797-<b>?</b>,"8 x 10-6",,NR,'-,"0.06102 unit decrease",[0.034-0.088],'-,"Parental longevity (mother's age at death)","parental longevity",GCST003393,"Mapping not available"
rs56213767-<b>?</b>,"3 x 10-6",,NR,'-,"0.028136 unit increase",[0.016-0.04],NPIPA5,"Parental longevity (mother's age at death)","parental longevity",GCST003393,16:15285715
rs80126911-<b>?</b>,"7 x 10-6",,NR,'-,"0.05584 unit decrease",[0.032-0.08],"NFIA-AS2, NFIA","Parental longevity (mother's age at death)","parental longevity",GCST003393,1:60989462
rs2974238-<b>?</b>,"6 x 10-7",,NR,'-,"0.029561 unit increase",[0.018-0.041],BICRA,"Parental longevity (mother's age at death)","parental longevity",GCST003393,19:47613804
rs76108901-<b>?</b>,"2 x 10-6",,NR,'-,"0.05207 unit decrease",[0.031-0.074],'-,"Parental longevity (mother's age at death)","parental longevity",GCST003393,7:118034752
rs145583025-<b>?</b>,"3 x 10-6",,NR,'-,"0.03888 unit decrease",[0.023-0.055],"LONRF2P1, FEM1AP2","Parental longevity (mother's age at death)","parental longevity",GCST003393,18:14443242
rs1634726-<b>?</b>,"6 x 10-6",,NR,'-,"0.032105 unit increase",[0.018-0.046],MUC22,"Parental longevity (mother's age at death)","parental longevity",GCST003393,6:31018051
rs3132541-<b>?</b>,"5 x 10-6",,NR,'-,"0.032324 unit increase",[0.018-0.046],PSORS1C1,"Parental longevity (mother's age at death)","parental longevity",GCST003393,6:31130957
rs7844919-<b>?</b>,"3 x 10-6",,NR,'-,"0.02941 unit decrease",[0.017-0.042],'-,"Parental longevity (mother's age at death)","parental longevity",GCST003393,8:2280098
chr9:83163200-<b>?</b>,"3 x 10-6",,NR,'-,"0.02921 unit decrease",[0.017-0.042],'-,"Parental longevity (mother's age at death)","parental longevity",GCST003393,"Mapping not available"
chr9:83308288-<b>?</b>,"9 x 10-6",,NR,'-,"0.02762 unit decrease",[0.015-0.04],'-,"Parental longevity (mother's age at death)","parental longevity",GCST003393,"Mapping not available"
rs35806161-<b>?</b>,"9 x 10-6",,NR,'-,"0.038168 unit increase",[0.021-0.055],"CCSER2, LINC00858","Parental longevity (mother's age at death)","parental longevity",GCST003393,10:84319433
rs55962025-<b>?</b>,"2 x 10-6",,NR,'-,"0.02542 unit decrease",[0.015-0.036],HTT,"Parental longevity (mother's age at death)","parental longevity",GCST003393,4:3110382
rs145455367-<b>?</b>,"2 x 10-6",,NR,'-,"0.049273 unit increase",[0.029-0.069],FASTKD2,"Parental longevity (mother's age at death)","parental longevity",GCST003393,2:206789597
rs362296-<b>?</b>,"4 x 10-6",,NR,'-,"0.02414 unit decrease",[0.014-0.034],MSANTD1,"Parental longevity (mother's age at death)","parental longevity",GCST003393,4:3245280
rs150432060-<b>?</b>,"3 x 10-6",,NR,'-,"0.12172 unit decrease",[0.071-0.173],CSMD1,"Parental longevity (mother's age at death)","parental longevity",GCST003393,8:4229513
rs148369819-<b>?</b>,"5 x 10-6",,NR,'-,"0.02334 unit decrease",[0.013-0.033],LRP1B,"Parental longevity (mother's age at death)","parental longevity",GCST003393,2:142115458
rs118142265-<b>?</b>,"9 x 10-7",,NR,'-,"0.11033 unit decrease",[0.066-0.154],"RN7SL159P, LINC00963","Parental longevity (mother's age at death)","parental longevity",GCST003393,9:129431754
rs350245-<b>?</b>,"6 x 10-6",,NR,'-,"0.023651 unit increase",[0.013-0.034],SNX29,"Parental longevity (mother's age at death)","parental longevity",GCST003393,16:12106258
rs112059289-<b>?</b>,"7 x 10-6",,NR,'-,"0.10177 unit decrease",[0.057-0.146],RBFOX2,"Parental longevity (mother's age at death)","parental longevity",GCST003393,22:35902814
rs1455213-<b>?</b>,"4 x 10-7",,NR,'-,"0.02659 unit increase",[0.016-0.037],C1QTNF7-AS1,"Parental longevity (mother's age at death)","parental longevity",GCST003393,4:15181573
rs116924021-<b>?</b>,"7 x 10-6",,NR,'-,"0.07186 unit decrease",[0.041-0.103],NEK5,"Parental longevity (mother's age at death)","parental longevity",GCST003393,13:52084324
rs4709783-<b>?</b>,"5 x 10-8",,NR,'-,"0.028085 unit increase",[0.018-0.038],RN7SL366P,"Parental longevity (mother's age at death)","parental longevity",GCST003393,6:163874119
rs113568918-<b>?</b>,"5 x 10-6",,NR,'-,"0.05672 unit decrease",[0.032-0.081],CD226,"Parental longevity (mother's age at death)","parental longevity",GCST003393,18:69879454
rs13439915-<b>?</b>,"8 x 10-6",,NR,'-,"0.028313 unit increase",[0.016-0.041],SUSD1,"Parental longevity (mother's age at death)","parental longevity",GCST003393,9:112155890
rs375820810-<b>?</b>,"1 x 10-6",,NR,'-,"0.0522 unit decrease",[0.031-0.073],SERPINB9P1,"Parental longevity (mother's age at death)","parental longevity",GCST003393,6:2860991
rs34602589-<b>?</b>,"2 x 10-6",,NR,'-,"0.031763 unit increase",[0.019-0.045],"PI3, WFDC12","Parental longevity (mother's age at death)","parental longevity",GCST003393,20:45140093
rs6707813-<b>?</b>,"3 x 10-7",,NR,'-,"0.031952 unit increase",[0.02-0.044],"MAP3K20, RAPGEF4","Parental longevity (mother's age at death)","parental longevity",GCST003393,2:173058409
rs570662154-<b>?</b>,"7 x 10-6",,NR,'-,"0.03359 unit decrease",[0.019-0.048],RAMP1,"Parental longevity (mother's age at death)","parental longevity",GCST003393,2:237908411
rs242402-<b>?</b>,"9 x 10-7",,NR,'-,"0.03245 unit decrease",[0.019-0.045],PELI2,"Parental longevity (mother's age at death)","parental longevity",GCST003393,14:56197042
rs73231764-<b>?</b>,"6 x 10-6",,NR,'-,"0.03228 unit decrease",[0.018-0.046],RBM47,"Parental longevity (mother's age at death)","parental longevity",GCST003393,4:40468019
rs4972539-<b>?</b>,"1 x 10-6",,NR,'-,"0.03089 unit decrease",[0.018-0.043],"MAP3K20-AS1, MAP3K20","Parental longevity (mother's age at death)","parental longevity",GCST003393,2:173242571
rs201250103-<b>?</b>,"1 x 10-6",,NR,'-,"0.03058 unit decrease",[0.018-0.043],STON1-GTF2A1L,"Parental longevity (mother's age at death)","parental longevity",GCST003393,2:48761584
rs8092234-<b>?</b>,"7 x 10-6",,NR,'-,"0.037948 unit increase",[0.021-0.055],TWSG1,"Parental longevity (mother's age at death)","parental longevity",GCST003393,18:9371335
rs60461555-<b>?</b>,"6 x 10-6",,NR,'-,"0.02598 unit decrease",[0.015-0.037],'-,"Parental longevity (mother's age at death)","parental longevity",GCST003393,8:59686772
rs7349694-<b>?</b>,"2 x 10-6",,NR,'-,"0.045909 unit increase",[0.027-0.065],LINC02495,"Parental longevity (mother's age at death)","parental longevity",GCST003393,4:6208569
rs2013140-<b>?</b>,"4 x 10-6",,NR,'-,"0.02448 unit decrease",[0.014-0.035],LINC01108,"Parental longevity (mother's age at death)","parental longevity",GCST003393,6:14337549
chr3:81524690-<b>?</b>,"4 x 10-7",,NR,'-,"0.049498 unit increase",[0.03-0.069],'-,"Parental longevity (mother's age at death)","parental longevity",GCST003393,"Mapping not available"
rs964714-<b>?</b>,"5 x 10-6",,NR,'-,"0.064337 unit increase",[0.037-0.092],PCLO,"Parental longevity (mother's age at death)","parental longevity",GCST003393,7:82753308
rs73030679-<b>?</b>,"7 x 10-6",,NR,'-,"0.075113 unit increase",[0.042-0.108],"IMPDH1P8, SLC9A9","Parental longevity (mother's age at death)","parental longevity",GCST003393,3:15895620
rs148909372-<b>?</b>,"7 x 10-6",,NR,'-,"0.076213 unit increase",[0.043-0.109],"COLQ, HACL1","Parental longevity (mother's age at death)","parental longevity",GCST003393,3:15534597
rs75169866-<b>?</b>,"2 x 10-6",,NR,'-,"0.080943 unit increase",[0.048-0.114],ANKRD28,"Parental longevity (mother's age at death)","parental longevity",GCST003393,3:15777998
rs62227724-<b>?</b>,"3 x 10-8",,NR,'-,"0.092149 unit increase",[0.059-0.125],PARVB,"Parental longevity (mother's age at death)","parental longevity",GCST003393,22:44128027
rs78539969-<b>?</b>,"2 x 10-6",,NR,'-,"0.01453 unit decrease",[0.0086-0.0205],LINC02694,"Parental extreme longevity (95 years and older)","parental longevity",GCST003395,15:39054845
rs41269672-<b>?</b>,"8 x 10-6",,NR,'-,"0.01399 unit decrease",[0.0079-0.0201],FMO9P,"Parental extreme longevity (95 years and older)","parental longevity",GCST003395,1:166625264
rs141603042-<b>?</b>,"9 x 10-6",,NR,'-,"0.01376 unit decrease",[0.0077-0.0198],GRHL2,"Parental extreme longevity (95 years and older)","parental longevity",GCST003395,8:101655139
rs115257454-<b>?</b>,"8 x 10-6",,NR,'-,"0.0137 unit decrease",[0.0077-0.0197],PRR27,"Parental extreme longevity (95 years and older)","parental longevity",GCST003395,4:70142648
rs113290458-<b>?</b>,"3 x 10-6",,NR,'-,"0.01353 unit decrease",[0.0079-0.0192],MAPKAP1,"Parental extreme longevity (95 years and older)","parental longevity",GCST003395,9:125693721
rs2232063-<b>?</b>,"2 x 10-6",,NR,'-,"0.01336 unit decrease",[0.0079-0.0189],"C3P1, SHFL","Parental extreme longevity (95 years and older)","parental longevity",GCST003395,19:10085674
rs75824829-<b>?</b>,"4 x 10-8",,NR,'-,"0.01326 unit decrease",[0.0085-0.018],"C9orf62, SOCS5P2","Parental extreme longevity (95 years and older)","parental longevity",GCST003395,9:135376756
rs11216843-<b>?</b>,"1 x 10-6",,NR,'-,"0.0128 unit decrease",[0.0076-0.018],"CD3E, MPZL2","Parental extreme longevity (95 years and older)","parental longevity",GCST003395,11:118280614
rs117260820-<b>?</b>,"2 x 10-6",,NR,'-,"0.01279 unit decrease",[0.0076-0.018],PKD2L1,"Parental extreme longevity (95 years and older)","parental longevity",GCST003395,10:100288886
rs3800007-<b>?</b>,"4 x 10-6",,NR,'-,"0.01239 unit decrease",[0.0071-0.0177],PRIM2,"Parental extreme longevity (95 years and older)","parental longevity",GCST003395,6:57372179
rs138847126-<b>?</b>,"7 x 10-6",,NR,'-,"0.01176 unit decrease",[0.0066-0.0169],HLA-A,"Parental extreme longevity (95 years and older)","parental longevity",GCST003395,6:29941502
rs11944781-<b>?</b>,"4 x 10-6",,NR,'-,"0.01169 unit decrease",[0.0067-0.0167],LINC02172,"Parental extreme longevity (95 years and older)","parental longevity",GCST003395,4:137618163
rs116489739-<b>?</b>,"9 x 10-6",,NR,'-,"0.01099 unit decrease",[0.0061-0.0159],'-,"Parental extreme longevity (95 years and older)","parental longevity",GCST003395,13:64379393
rs60589809-<b>?</b>,"6 x 10-7",,NR,'-,"0.01051 unit decrease",[0.0064-0.0146],"IL6RP1, OR7E31P","Parental extreme longevity (95 years and older)","parental longevity",GCST003395,9:90175444
rs75672964-<b>?</b>,"1 x 10-6",,NR,'-,"0.01042 unit decrease",[0.0062-0.0147],"PODXL, EEF1B2P6","Parental extreme longevity (95 years and older)","parental longevity",GCST003395,7:131636251
rs149794440-<b>?</b>,"6 x 10-6",,NR,'-,"0.01023 unit decrease",[0.0058-0.0147],SCN2B,"Parental extreme longevity (95 years and older)","parental longevity",GCST003395,11:118171025
rs113690667-<b>?</b>,"3 x 10-6",,NR,'-,"0.00977 unit decrease",[0.0057-0.0139],"SLN, SLC35F2","Parental extreme longevity (95 years and older)","parental longevity",GCST003395,11:107788727
rs60525454-<b>?</b>,"9 x 10-6",,NR,'-,"0.00941 unit decrease",[0.0053-0.0136],IQCE,"Parental extreme longevity (95 years and older)","parental longevity",GCST003395,7:2612588
rs12420856-<b>?</b>,"1 x 10-6",,NR,'-,"0.00876 unit decrease",[0.0052-0.0123],PAMR1,"Parental extreme longevity (95 years and older)","parental longevity",GCST003395,11:35510763
rs149930776-<b>?</b>,"6 x 10-6",,NR,'-,"0.00813 unit decrease",[0.0046-0.0117],"CDNF, FAM107B","Parental extreme longevity (95 years and older)","parental longevity",GCST003395,10:14814669
rs72698044-<b>?</b>,"4 x 10-6",,NR,'-,"0.0077 unit decrease",[0.0044-0.011],MGST3,"Parental extreme longevity (95 years and older)","parental longevity",GCST003395,1:165658303
rs809367-<b>?</b>,"3 x 10-6",,NR,'-,"0.00687 unit decrease",[0.004-0.0097],"PTEN, MED6P1","Parental extreme longevity (95 years and older)","parental longevity",GCST003395,10:87982049
rs73185805-<b>?</b>,"7 x 10-6",,NR,'-,"0.00656 unit decrease",[0.0037-0.0094],ADAMTS1,"Parental extreme longevity (95 years and older)","parental longevity",GCST003395,21:26769491
chr6:119996196-<b>?</b>,"1 x 10-6",,NR,'-,"0.00649 unit decrease",[0.0039-0.0091],'-,"Parental extreme longevity (95 years and older)","parental longevity",GCST003395,"Mapping not available"
rs35750876-<b>?</b>,"8 x 10-6",,NR,'-,"0.00636 unit decrease",[0.0036-0.0091],ROBO2,"Parental extreme longevity (95 years and older)","parental longevity",GCST003395,3:76519884
rs11081417-<b>?</b>,"2 x 10-6",,NR,'-,"0.00557 unit decrease",[0.0033-0.0079],"BOLA2P1, ADCYAP1","Parental extreme longevity (95 years and older)","parental longevity",GCST003395,18:897090
rs6782422-<b>?</b>,"7 x 10-6",,NR,'-,"0.0054 unit decrease",[0.003-0.0078],NLGN1,"Parental extreme longevity (95 years and older)","parental longevity",GCST003395,3:174184754
rs59169624-<b>?</b>,"1 x 10-6",,NR,'-,"0.00535 unit decrease",[0.0032-0.0075],CSRP3-AS1,"Parental extreme longevity (95 years and older)","parental longevity",GCST003395,11:19281022
rs1579834-<b>?</b>,"9 x 10-6",,NR,'-,"0.0052 unit decrease",[0.0029-0.0075],"PAG1, ZNF704","Parental extreme longevity (95 years and older)","parental longevity",GCST003395,8:80901111
rs137115-<b>?</b>,"8 x 10-6",,NR,'-,"0.00475 unit decrease",[0.0027-0.0068],"RNU12, CYB5R3","Parental extreme longevity (95 years and older)","parental longevity",GCST003395,22:42615397
rs67940422-<b>?</b>,"7 x 10-6",,NR,'-,"0.00466 unit decrease",[0.0026-0.0067],MTA1,"Parental extreme longevity (95 years and older)","parental longevity",GCST003395,14:105464979
rs1443844-<b>?</b>,"9 x 10-7",,NR,'-,"0.00429 unit decrease",[0.0026-0.006],SLC22A1,"Parental extreme longevity (95 years and older)","parental longevity",GCST003395,6:160153770
rs10117734-<b>?</b>,"7 x 10-6",,NR,'-,"0.00421 unit decrease",[0.0024-0.006],"SLC1A1, RNU6-694P","Parental extreme longevity (95 years and older)","parental longevity",GCST003395,9:4404786
rs372514161-<b>?</b>,"5 x 10-6",,NR,'-,"0.00406 unit decrease",[0.0023-0.0058],SPOCK1,"Parental extreme longevity (95 years and older)","parental longevity",GCST003395,5:137404576
rs10801727-<b>?</b>,"9 x 10-6",,NR,'-,"0.00394 unit decrease",[0.0022-0.0057],GBP6,"Parental extreme longevity (95 years and older)","parental longevity",GCST003395,1:89379193
rs370422495-<b>?</b>,"8 x 10-6",,NR,'-,"0.00393 unit decrease",[0.0022-0.0056],TSPAN8,"Parental extreme longevity (95 years and older)","parental longevity",GCST003395,12:71156269
rs6485361-<b>?</b>,"8 x 10-6",,NR,'-,"0.004031 unit increase",[0.0023-0.0058],'-,"Parental extreme longevity (95 years and older)","parental longevity",GCST003395,11:42835318
rs2346160-<b>?</b>,"3 x 10-6",,NR,'-,"0.004203 unit increase",[0.0024-0.006],"UNC93A, HPAT5","Parental extreme longevity (95 years and older)","parental longevity",GCST003395,6:167261816
rs34968724-<b>?</b>,"3 x 10-6",,NR,'-,"0.004204 unit increase",[0.0024-0.006],"UMAD1, RPA3","Parental extreme longevity (95 years and older)","parental longevity",GCST003395,7:7685315
rs871257-<b>?</b>,"8 x 10-6",,NR,'-,"0.00427 unit increase",[0.0024-0.0061],KSR2,"Parental extreme longevity (95 years and older)","parental longevity",GCST003395,12:117556543
rs80124926-<b>?</b>,"2 x 10-6",,NR,'-,"0.004533 unit increase",[0.0027-0.0064],U3,"Parental extreme longevity (95 years and older)","parental longevity",GCST003395,6:92171685
rs13070407-<b>?</b>,"1 x 10-6",,NR,'-,"0.004701 unit increase",[0.0028-0.0066],RARB,"Parental extreme longevity (95 years and older)","parental longevity",GCST003395,3:25451687
rs58241453-<b>?</b>,"8 x 10-6",,NR,'-,"0.004848 unit increase",[0.0027-0.007],MGAT5,"Parental extreme longevity (95 years and older)","parental longevity",GCST003395,2:134112817
rs7628583-<b>?</b>,"7 x 10-6",,NR,'-,"0.00502 unit increase",[0.0028-0.0072],PRICKLE2,"Parental extreme longevity (95 years and older)","parental longevity",GCST003395,3:64109148
rs1800851-<b>?</b>,"7 x 10-6",,NR,'-,"0.005399 unit increase",[0.003-0.0078],ABCC8,"Parental extreme longevity (95 years and older)","parental longevity",GCST003395,11:17414646
rs6078493-<b>?</b>,"8 x 10-6",,NR,'-,"0.006106 unit increase",[0.0034-0.0088],SNPH,"Parental extreme longevity (95 years and older)","parental longevity",GCST003395,20:1296455
rs72493327-<b>?</b>,"2 x 10-6",,NR,'-,"0.010016 unit increase",[0.0059-0.0141],'-,"Parental extreme longevity (95 years and older)","parental longevity",GCST003395,2:5130299
rs35026592-<b>?</b>,"8 x 10-6",,NR,'-,"0.010441 unit increase",[0.0059-0.015],"PHLPP1, RN7SL705P","Parental extreme longevity (95 years and older)","parental longevity",GCST003395,18:62708462
rs564698311-<b>?</b>,"1 x 10-6",,NR,'-,"0.018217 unit increase",[0.011-0.026],"TBC1D13, ZER1","Parental extreme longevity (95 years and older)","parental longevity",GCST003395,9:128779463
rs814585-<b>?</b>,"8 x 10-6",,NR,'-,"0.018861 unit increase",[0.011-0.027],"LINC02213, ANKRD33B","Parental extreme longevity (95 years and older)","parental longevity",GCST003395,5:10533339
rs149291579-<b>?</b>,"5 x 10-6",,NR,'-,"0.121682 unit increase",[0.07-0.174],'-,"Parental longevity (mother's age at death)","parental longevity",GCST003393,1:78775197
rs67947502-<b>?</b>,"2 x 10-6",,NR,'-,"0.15824 unit decrease",[0.093-0.223],HORMAD2,"Parental longevity (combined parental age at death)","parental longevity",GCST003394,22:30091270
rs71331230-<b>?</b>,"5 x 10-6",,NR,'-,"0.14595 unit decrease",[0.083-0.209],"HORMAD2, LIF-AS1","Parental longevity (combined parental age at death)","parental longevity",GCST003394,22:30213222
rs146267024-<b>?</b>,"5 x 10-6",,NR,'-,"0.064851 unit increase",[0.037-0.093],PLXNB2,"Parental longevity (combined parental age at death)","parental longevity",GCST003394,22:50284511
rs12421301-<b>?</b>,"1 x 10-6",,NR,'-,"0.05138 unit decrease",[0.031-0.072],LRRC4C,"Parental longevity (combined parental age at death)","parental longevity",GCST003394,11:41197864
rs659722-<b>?</b>,"6 x 10-6",,NR,'-,"0.118772 unit increase",[0.067-0.17],GUCY1A2,"Parental longevity (combined parental age at death)","parental longevity",GCST003394,11:106715747
rs2033794-<b>?</b>,"8 x 10-6",,NR,'-,"0.037198 unit increase",[0.021-0.054],TMTC1,"Parental longevity (combined parental age at death)","parental longevity",GCST003394,12:29731620
rs111859823-<b>?</b>,"4 x 10-6",,NR,'-,"0.10961 unit decrease",[0.063-0.156],"RN7SKP10, LINC00396","Parental longevity (combined parental age at death)","parental longevity",GCST003394,13:110007843
rs5809679-<b>?</b>,"6 x 10-6",,NR,'-,"0.037788 unit increase",[0.021-0.054],YLPM1,"Parental longevity (combined parental age at death)","parental longevity",GCST003394,14:74816171
rs72698726-<b>?</b>,"7 x 10-6",,NR,'-,"0.05109 unit decrease",[0.029-0.073],"DLK1, LINC00523","Parental longevity (combined parental age at death)","parental longevity",GCST003394,14:100722281
rs12592111-<b>?</b>,"5 x 10-6",,NR,'-,"0.03526 unit increase",[0.02-0.05],IREB2,"Parental longevity (combined parental age at death)","parental longevity",GCST003394,15:78475004
rs55966621-<b>?</b>,"7 x 10-6",,NR,'-,"0.066907 unit increase",[0.038-0.096],CEMIP,"Parental longevity (combined parental age at death)","parental longevity",GCST003394,15:80844735
rs17184291-<b>?</b>,"5 x 10-7",,NR,'-,"0.06192 unit decrease",[0.038-0.086],PKD1L2,"Parental longevity (combined parental age at death)","parental longevity",GCST003394,16:81127690
rs8076336-<b>?</b>,"8 x 10-6",,NR,'-,"0.033873 unit increase",[0.019-0.049],TOP3A,"Parental longevity (combined parental age at death)","parental longevity",GCST003394,17:18309300
rs144081173-<b>?</b>,"8 x 10-6",,NR,'-,"0.09376 unit increase",[0.053-0.135],"ACAA2, SMUG1P1","Parental longevity (combined parental age at death)","parental longevity",GCST003394,18:49718855
rs67163261-<b>?</b>,"1 x 10-6",,NR,'-,"0.039406 unit increase",[0.024-0.055],DCC,"Parental longevity (combined parental age at death)","parental longevity",GCST003394,18:53450121
rs10421328-<b>?</b>,"7 x 10-6",,NR,'-,"0.041309 unit increase",[0.023-0.059],"ATP13A1, ZNF101","Parental longevity (combined parental age at death)","parental longevity",GCST003394,19:19666005
rs113690530-<b>?</b>,"2 x 10-6",,NR,'-,"0.136498 unit increase",[0.08-0.193],"PDCD5, ANKRD27","Parental longevity (combined parental age at death)","parental longevity",GCST003394,19:32596961
rs10410232-<b>?</b>,"9 x 10-7",,NR,'-,"0.091064 unit increase",[0.055-0.127],GPATCH1,"Parental longevity (combined parental age at death)","parental longevity",GCST003394,19:33122802
rs769449-<b>?</b>,"2 x 10-7",,NR,'-,"0.058581 unit increase",[0.036-0.081],APOE,"Parental longevity (combined parental age at death)","parental longevity",GCST003394,19:44906745
rs553626126-<b>?</b>,"9 x 10-6",,NR,'-,"0.176503 unit increase",[0.098-0.255],"RNY4P16, PP2672","Parental longevity (combined parental age at death)","parental longevity",GCST003394,1:234778947
rs60771529-<b>?</b>,"5 x 10-6",,NR,'-,"0.055638 unit increase",[0.032-0.08],MYT1L,"Parental longevity (combined parental age at death)","parental longevity",GCST003394,2:1990737
rs79959541-<b>?</b>,"2 x 10-6",,NR,'-,"0.144223 unit increase",[0.085-0.203],"TEX51, RNU7-182P","Parental longevity (combined parental age at death)","parental longevity",GCST003394,2:126957275
rs56291226-<b>?</b>,"8 x 10-6",,NR,'-,"0.11462 unit decrease",[0.064-0.165],'-,"Parental longevity (combined parental age at death)","parental longevity",GCST003394,2:211197160
