ID,Imprinted Gene,Gene,Paternal/Maternal,Variant and risk allele,P-value,P-value annotation,RAF,OR,Beta,CI,Mapped gene,Reported trait,Trait(s),Study accession,Location,Grouping
1169,HNF1A,HNF1A-AS1,Not specified,rs182546302-<b>A</b>,8 x 10-10,,0.332691,'-,0.014692791 unit decrease,[0.01-0.019],"RPL12P33, HNF1A-AS1",Neutrophil count,neutrophil count,GCST90002398,12:120927629,Blood
1170,HNF1A,HNF1A-AS1,Not specified,rs377218055-<b>T</b>,1 x 10-20,,0.429878,'-,0.021737 unit increase,[0.018-0.026],"RPL12P33, HNF1A-AS1",Mean corpuscular volume,mean corpuscular volume,GCST90002392,12:120936568,Blood
1171,HNF1A,HNF1A-AS1,Not specified,rs377218055-<b>T</b>,3 x 10-21,,0.429879,'-,0.021391213 unit increase,[0.017-0.026],"RPL12P33, HNF1A-AS1",Mean corpuscular hemoglobin,mean corpuscular hemoglobin,GCST90002390,12:120936568,Blood
1172,HNF1A,HNF1A-AS1,Not specified,rs10849820-<b>T</b>,4 x 10-12,,0.08912,'-,0.027960122 unit decrease,[0.02-0.036],"RPL12P33, HNF1A-AS1",Immature fraction of reticulocytes,reticulocyte measurement,GCST90002387,12:120937755,Blood
1173,HNF1A,HNF1A-AS1,Not specified,rs148608463-<b>A</b>,5 x 10-29,,0.353018,'-,0.026218541 unit decrease,[0.022-0.031],HNF1A-AS1,Plateletcrit,platelet crit,GCST90002400,12:120975224,Blood
1174,HNF1A,HNF1A-AS1,Not specified,rs2255531-<b>A</b>,3 x 10-10,,0.3495,'-,0.02417885 unit decrease,[0.017-0.032],HNF1A-AS1,Platelet count,platelet count,GCST004603,12:120977112,Blood
1175,HNF1A,HNF1A-AS1,Not specified,rs2255531-<b>A</b>,4 x 10-16,,0.3495,'-,0.03117565 unit decrease,[0.024-0.039],HNF1A-AS1,Plateletcrit,platelet crit,GCST004607,12:120977112,Blood
1176,HNF1A,HNF1A-AS1,Not specified,rs2255531-<b>A</b>,4 x 10-25,,0.350416,'-,0.024298076 unit decrease,[0.02-0.029],HNF1A-AS1,Platelet count,platelet count,GCST90002402,12:120977112,Blood
1204,HNF1A,HNF1A-AS1,Not specified,"rs10774577-<b>C</b>, rs6489785-<b>T</b>, rs7300612-<b>C</b>, rs7969196-<b>G</b>, rs11065341-<b>T</b>, rs2701179-<b>C</b>, rs868795-<b>C</b>",1 x 10-24,,0,'-,'-,'-,RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,12:120926521|12:120925921|12:120926389|12:120939853|12:120932157|12:120937874|12:120933430,Blood
1205,HNF1A,HNF1A-AS1,Not specified,"rs10774577-<b>T</b>, rs6489785-<b>T</b>, rs7300612-<b>C</b>, rs7969196-<b>G</b>, rs11065341-<b>T</b>, rs2701179-<b>C</b>, rs868795-<b>C</b>",1 x 10-14,,0.312,'-,'-,'-,RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,12:120926521|12:120925921|12:120926389|12:120939853|12:120932157|12:120937874|12:120933430,Blood
2468,RAC1,PAK2,Not specified,rs13434265-<b>T</b>,9 x 10-17,,0.416,'-,0.0303966 unit decrease,[0.023-0.038],PAK2,White blood cell count,leukocyte count,GCST004610,3:196762551,Blood
2469,RAC1,PAK2,Not specified,rs13434265-<b>T</b>,2 x 10-18,,0.382395,'-,'-,'-,PAK2,Mean corpuscular hemoglobin concentration,mean corpuscular hemoglobin concentration,GCST90002332,3:196762551,Blood
2470,RAC1,PAK2,Not specified,rs63340160-<b>T</b>,6 x 10-9,,0.555707,'-,0.013103577 unit increase,[0.0087-0.0175],PAK2,Reticulocyte fraction of red cells,reticulocyte measurement,GCST90002406,3:196770730,Blood
2471,RAC1,PAK2,Not specified,rs2089979-<b>G</b>,2 x 10-75,,0.392606,'-,'-,'-,PAK2,Lymphocyte counts,lymphocyte count,GCST90002320,3:196774542,Blood
2472,RAC1,PAK2,Not specified,rs2089979-<b>G</b>,4 x 10-72,,0.414403,'-,0.034539 SD unit decrease,[0.031-0.038],PAK2,Lymphocyte counts,lymphocyte count,GCST90002316,3:196774542,Blood
2473,RAC1,PAK2,Not specified,rs2089979-<b>G</b>,2 x 10-56,,0.416103,'-,0.035529993 unit decrease,[0.031-0.04],PAK2,Lymphocyte counts,lymphocyte count,GCST90002388,3:196774542,Blood
2474,RAC1,PAK2,Not specified,rs2089979-<b>G</b>,2 x 10-56,,0.416103,'-,0.035529993 unit decrease,[0.031-0.04],PAK2,Monocyte count,monocyte count,GCST90002393,3:196774542,Blood
2475,RAC1,PAK2,Not specified,rs2089979-<b>?</b>,3 x 10-46,,NR,'-,'-,'-,PAK2,White blood cell count,leukocyte count,GCST007070,3:196774542,Blood
2476,RAC1,PAK2,Not specified,rs2089979-<b>G</b>,3 x 10-55,,0.416145,'-,0.03520556 unit decrease,[0.031-0.04],PAK2,White blood cell count,leukocyte count,GCST90002407,3:196774542,Blood
2477,RAC1,PAK2,Not specified,rs7626444-<b>C</b>,2 x 10-10,,0.4242,'-,0.02319992 unit decrease,[0.016-0.03],PAK2,Monocyte count,monocyte count,GCST004625,3:196778031,Blood
2478,RAC1,PAK2,Not specified,rs7626444-<b>C</b>,1 x 10-26,,0.4215,'-,0.020801 SD unit decrease,[0.017-0.025],PAK2,Neutrophil count,neutrophil count,GCST90002351,3:196778031,Blood
2479,RAC1,PAK2,Not specified,rs7626444-<b>C</b>,9 x 10-24,,0.406605,'-,'-,'-,PAK2,Neutrophil count,neutrophil count,GCST90002355,3:196778031,Blood
2480,RAC1,PAK2,Not specified,rs7626444-<b>C</b>,6 x 10-52,,0.421355,'-,0.028712 SD unit decrease,[0.025-0.032],PAK2,Monocyte count,monocyte count,GCST90002340,3:196778031,Blood
2481,RAC1,PAK2,Not specified,rs7626444-<b>C</b>,1 x 10-49,,0.405526,'-,'-,'-,PAK2,Monocyte count,monocyte count,GCST90002344,3:196778031,Blood
2482,RAC1,PAK2,Not specified,rs7626444-<b>C</b>,2 x 10-70,,0.39967,'-,'-,'-,PAK2,White blood cell count,myeloid white cell count,GCST90002378,3:196778031,Blood
2483,RAC1,PAK2,Not specified,rs7626444-<b>C</b>,2 x 10-22,,0.422932,'-,0.021869058 unit decrease,[0.017-0.026],PAK2,Neutrophil count,neutrophil count,GCST90002398,3:196778031,Blood
2484,RAC1,PAK2,Not specified,rs9325377-<b>G</b>,1 x 10-15,,0.522818,'-,0.017828042 unit decrease,[0.013-0.022],PAK2,Eosinophil counts,eosinophil count,GCST90002381,3:196779282,Blood
2485,RAC1,PAK2,Not specified,rs7630852-<b>A</b>,2 x 10-9,,0.5542,'-,0.02171766 unit decrease,[0.015-0.029],PAK2,Eosinophil counts,eosinophil count,GCST004606,3:196781680,Blood
2486,RAC1,PAK2,Not specified,rs11294619-<b>T</b>,3 x 10-18,,0.4968,'-,0.03266217 unit decrease,[0.025-0.04],PAK2,Plateletcrit,platelet crit,GCST004607,3:196784238,Blood
2487,RAC1,PAK2,Not specified,rs11294619-<b>T</b>,4 x 10-11,,0.4966,'-,0.02457575 unit decrease,[0.017-0.032],PAK2,Platelet count,platelet count,GCST004603,3:196784238,Blood
2488,RAC1,PAK2,Not specified,rs13092376-<b>C</b>,3 x 10-22,,0.4194,'-,0.03564678 unit decrease,[0.028-0.043],PAK2,Lymphocyte counts,lymphocyte count,GCST004627,3:196789417,Blood
2489,RAC1,PAK2,Not specified,rs13092376-<b>C</b>,9 x 10-34,,0.386793,'-,'-,'-,PAK2,Platelet count,platelet count,GCST90002361,3:196789417,Blood
2490,RAC1,PAK2,Not specified,rs13092376-<b>C</b>,8 x 10-35,,0.414983,'-,0.022865 SD unit decrease,[0.019-0.027],PAK2,Platelet count,platelet count,GCST90002357,3:196789417,Blood
2491,RAC1,PAK2,Not specified,rs13092376-<b>C</b>,1 x 10-42,,0.417405,'-,0.031265292 unit decrease,[0.027-0.036],PAK2,Plateletcrit,platelet crit,GCST90002400,3:196789417,Blood
2492,RAC1,PAK2,Not specified,rs13092376-<b>?</b>,1 x 10-14,,NR,'-,'-,'-,PAK2,Red cell distribution width,red blood cell distribution width,GCST007074,3:196789417,Blood
2493,RAC1,PAK2,Not specified,rs13092376-<b>C</b>,4 x 10-11,,0.417392,'-,0.014907009 unit decrease,[0.01-0.019],PAK2,Red cell distribution width,red blood cell distribution width,GCST90002404,3:196789417,Blood
2494,RAC1,PAK2,Not specified,rs9829114-<b>A</b>,7 x 10-72,,0.414149,'-,0.033578 SD unit decrease,[0.03-0.037],PAK2,White blood cell count,myeloid white cell count,GCST90002374,3:196791752,Blood
2495,RAC1,PAK2,Not specified,rs9829114-<b>A</b>,5 x 10-23,,0.416781,'-,0.022527358 unit decrease,[0.018-0.027],PAK2,Platelet count,platelet count,GCST90002402,3:196791752,Blood
2496,RAC1,PAK2,Not specified,rs9829114-<b>A</b>,1 x 10-29,,0.416853,'-,0.02568903 unit decrease,[0.021-0.03],PAK2,Mean spheric corpuscular volume,mean corpuscular volume,GCST90002397,3:196791752,Blood
2497,RAC1,PAK2,Not specified,rs11401261-<b>CA</b>,3 x 10-18,,0.407331,'-,0.0204612 unit increase,[0.016-0.025],PAK2,Mean corpuscular hemoglobin concentration,mean corpuscular hemoglobin concentration,GCST90002391,3:196791923,Blood
2498,RAC1,PAK2,Not specified,rs7649045-<b>C</b>,3 x 10-12,,0.59386,'-,0.016243458 unit increase,[0.012-0.021],PAK2,Platelet distribution width,platelet component distribution width,GCST90002401,3:196793007,Blood
2499,RAC1,PAK2,Not specified,rs9829778-<b>A</b>,1 x 10-10,,0.4648,'-,0.0230922 unit increase,[0.016-0.03],PAK2,Sum eosinophil basophil counts,"basophil count, eosinophil count",GCST004624,3:196822218,Blood
2500,RAC1,PAK2,Not specified,rs9829778-<b>?</b>,3 x 10-14,,NR,'-,'-,'-,PAK2,Eosinophil counts,eosinophil count,GCST007065,3:196822218,Blood
2501,RAC1,PAK2,Not specified,rs2089979-<b>G</b>,3 x 10-11,,0.415685,'-,0.013908 SD unit decrease,[0.0098-0.018],PAK2,Basophil count,basophil count,GCST90002292,3:196774542,Blood
2502,RAC1,PAK2,Not specified,rs10440165-<b>T</b>,5 x 10-9,,0.552148,'-,0.013086555 unit decrease,[0.0087-0.0175],"RNU6-42P, PAK2",Basophil count,basophil count,GCST90002379,3:196784999,Blood
2503,RAC1,PAK2,Not specified,rs13092376-<b>C</b>,9 x 10-11,,0.395235,'-,'-,'-,PAK2,Basophil count,basophil count,GCST90002296,3:196789417,Blood
2512,RAC1,PAK5,Not specified,rs6056747-<b>?</b>,2 x 10-6,,NR,'-,0.108 unit decrease,[0.063-0.153],PAK5,Plasma factor V levels in venous thrombosis (conditioned on rs6027),"coagulation factor V measurement, venous thromboembolism",GCST008462,20:9606089,Blood
2582,RAC1,RAC1,Not specified,rs79237498-<b>CT</b>,8 x 10-9,,0.2696,'-,0.02314674 unit decrease,[0.015-0.031],RAC1,Red cell distribution width,red blood cell distribution width,GCST004621,7:6397235,Blood
2660,TP53,RRM2B,Not specified,rs74589258-<b>G</b>,1 x 10-11,"(Ribonucleoside-diphosphate reductase subunit M2 B, RRM2B.8925.25.3)",0.07,'-,0.33 unit increase,[0.23-0.43],"AP001328.1, RRM2B",Blood protein levels,blood protein measurement,GCST005806,8:102203000,Blood
2661,TP53,RRM2B,Not specified,rs111489051-<b>AC</b>,3 x 10-11,,0.111341,'-,0.023293119 unit decrease,[0.016-0.03],RRM2B,Red blood cell count,erythrocyte count,GCST90002403,8:102213751,Blood
2662,TP53,RRM2B,Not specified,rs28928597-<b>A</b>,1 x 10-10,"(RRM2B, 8854_59_3)",0.94515625,'-,0.3571998 unit decrease,[0.25-0.47],RRM2B,Blood protein levels,blood protein measurement,GCST006585,8:102218111,Blood
2663,TP53,RRM2B,Not specified,rs28928597-<b>A</b>,7 x 10-31,"(RRM2B, 8925_25_3)",0.94515625,'-,0.61302197 unit decrease,[0.51-0.72],RRM2B,Blood protein levels,blood protein measurement,GCST006585,8:102218111,Blood
2664,TP53,RRM2B,Not specified,rs28999676-<b>C</b>,2 x 10-12,,0.112428,'-,0.020569 SD unit decrease,[0.015-0.026],RRM2B,Red blood cell count,red blood cell density measurement,GCST90002363,8:102236572,Blood
2665,TP53,RRM2B,Not specified,rs28999676-<b>?</b>,6 x 10-10,,NR,'-,'-,'-,RRM2B,Red blood cell count,erythrocyte count,GCST007069,8:102236572,Blood
2666,TP53,RRM2B,Not specified,rs2290707-<b>?</b>,3 x 10-10,,NR,'-,0.02893 unit increase,[0.02-0.038],"UBR5-AS1, RRM2B",Mean corpuscular hemoglobin,mean corpuscular hemoglobin,GCST005993,8:102239027,Blood
2667,TP53,RRM2B,Not specified,rs2290707-<b>?</b>,3 x 10-15,,NR,'-,0.03638 unit increase,[0.027-0.045],"UBR5-AS1, RRM2B",Mean corpuscular volume,mean corpuscular volume,GCST006011,8:102239027,Blood
2940,TP53,TP53,Not specified,rs35119871-<b>C</b>,5 x 10-57,"(TNFSF12, 5939_42_3)",0.62921875,'-,0.40169427 unit decrease,[0.35-0.45],TP53,Blood protein levels,blood protein measurement,GCST006585,17:7664197,Blood
2941,TP53,TP53,Not specified,rs35119871-<b>C</b>,5 x 10-15,"(ATP1B2, 7218_87_3)",0.62921875,'-,0.19766733 unit increase,[0.15-0.25],TP53,Blood protein levels,blood protein measurement,GCST006585,17:7664197,Blood
2942,TP53,TP53,Not specified,rs78378222-<b>G</b>,1 x 10-28,,0.012449,'-,0.09893 SD unit decrease,[0.082-0.116],TP53,Mean corpuscular hemoglobin,mean corpuscular hemoglobin concentration,GCST90002322,17:7668434,Blood
2943,TP53,TP53,Not specified,rs78378222-<b>G</b>,3 x 10-30,,0.012209,'-,0.097152 SD unit decrease,[0.08-0.114],TP53,Mean corpuscular volume,mean corpuscular volume,GCST90002334,17:7668434,Blood
2944,TP53,TP53,Not specified,rs78378222-<b>G</b>,5 x 10-28,,0.0117131,'-,'-,'-,TP53,Mean corpuscular volume,mean corpuscular volume,GCST90002338,17:7668434,Blood
2945,TP53,TP53,Not specified,rs78378222-<b>G</b>,1 x 10-22,,0.012315,'-,0.100040965 unit decrease,[0.08-0.12],TP53,Mean corpuscular hemoglobin,mean corpuscular hemoglobin,GCST90002390,17:7668434,Blood
2946,TP53,TP53,Not specified,rs78378222-<b>G</b>,1 x 10-20,,0.012315,'-,0.0964134 unit decrease,[0.078-0.115],TP53,Mean corpuscular volume,mean corpuscular volume,GCST90002392,17:7668434,Blood
2947,TP53,TP53,Not specified,rs78378222-<b>G</b>,3 x 10-9,,0.012351,'-,0.060703274 unit decrease,[0.041-0.081],TP53,Monocyte percentage of white cells,monocyte percentage of leukocytes,GCST90002394,17:7668434,Blood
2948,TP53,TP53,Not specified,rs78378222-<b>G</b>,2 x 10-12,,0.012293,'-,0.07316113 unit decrease,[0.053-0.094],TP53,Mean reticulocyte volume,mean reticulocyte volume,GCST90002396,17:7668434,Blood
2949,TP53,TP53,Not specified,rs78378222-<b>G</b>,2 x 10-22,,0.01235,'-,0.10048521 unit decrease,[0.08-0.121],TP53,Mean spheric corpuscular volume,mean corpuscular volume,GCST90002397,17:7668434,Blood
2950,TP53,TP53,Not specified,rs78378222-<b>G</b>,3 x 10-21,,0.012331,'-,0.09691015 unit increase,[0.077-0.117],TP53,Red blood cell count,erythrocyte count,GCST90002403,17:7668434,Blood
2951,TP53,TP53,Not specified,rs78378222-<b>?</b>,4 x 10-26,,NR,'-,'-,'-,TP53,Red blood cell count,erythrocyte count,GCST007069,17:7668434,Blood
2952,TP53,TP53,Not specified,rs78378222-<b>?</b>,5 x 10-29,,NR,'-,'-,'-,TP53,Mean corpuscular hemoglobin,mean corpuscular hemoglobin,GCST007068,17:7668434,Blood
2953,TP53,TP53,Not specified,rs78378222-<b>?</b>,4 x 10-8,,NR,'-,'-,'-,TP53,White blood cell count,leukocyte count,GCST007070,17:7668434,Blood
2954,TP53,TP53,Not specified,rs78378222-<b>G</b>,6 x 10-9,,0.0121,'-,0.09653765 unit decrease,[0.064-0.129],TP53,Mean corpuscular hemoglobin,mean corpuscular hemoglobin,GCST004630,17:7668434,Blood
2955,TP53,TP53,Not specified,rs78378222-<b>G</b>,2 x 10-26,,0.0120092,'-,'-,'-,TP53,Mean corpuscular hemoglobin,mean corpuscular hemoglobin concentration,GCST90002326,17:7668434,Blood
2956,TP53,TP53,Not specified,rs35850753-<b>?</b>,1 x 10-8,,NR,'-,'-,'-,TP53,Eosinophil counts,eosinophil count,GCST007065,17:7675353,Blood
2922,TP53,TIGAR,Not specified,rs10849033-<b>G</b>,9 x 10-6,,0.02,2.55,'-,[1.60-3.80],"TIGAR, AC008012.1",Acute lymphoblastic leukemia (childhood),acute lymphoblastic leukemia,GCST000464,12:4315956,Blood
2967,TP53,TP53,Not specified,rs78378222-<b>G</b>,2 x 10-9,,0.012122,2.4857073,'-,NR,TP53,Lymphocytic leukemia,lymphoid leukemia,GCST90011814,17:7668434,Blood
2997,TP53,TP53TG1,Not specified,rs11762311-<b>A</b>,2 x 10-9,,0.057422,'-,0.02901685 unit decrease,[0.02-0.038],"TMEM243, TP53TG1",Red cell distribution width,red blood cell distribution width,GCST90002404,7:87313509,Blood
2998,TP53,TP53TG1,Not specified,rs112777546-<b>?</b>,8 x 10-9,,NR,'-,'-,'-,TP53TG1,Red cell distribution width,red blood cell distribution width,GCST007074,7:87329892,Blood
3019,TP53,TRIAP1,Not specified,rs3858722-<b>T</b>,3 x 10-26,,0.332123,'-,0.04092149 unit decrease,[0.033-0.048],"AL021546.1, TRIAP1",Immature fraction of reticulocytes,reticulocyte measurement,GCST90002387,12:120445033,Blood
411,ESR2,ESR2,Not specified,rs79133931-<b>T</b>,1 x 10-6,,0.088,1.195,'-,[1.11-1.28],"ESR2, SYNE2",Prostate cancer,prostate carcinoma,GCST011046,14:64221208,Cancer
412,ESR2,ESR2,Not specified,rs58262369-<b>T</b>,6 x 10-10,,0.072,1.28,'-,[NR],ESR2,Prostate cancer,prostate carcinoma,GCST003148,14:64227194,Cancer
1053,HNF1A,HNF1A,Not specified,rs1169288-<b>A</b>,5 x 10-8,(East Asian),0.4958,'-,0.0355 mg/dL increase,[0.023-0.048],"HNF1A-AS1, HNF1A",Urate levels,urate measurement,GCST008972,12:120978847,Cancer
1054,HNF1A,HNF1A,Not specified,rs1800574-<b>T</b>,3 x 10-12,,0.0314,'-,0.080982 mg/dL decrease,[0.058-0.104],"HNF1A, HNF1A-AS1",Urate levels,urate measurement,GCST008971,12:120979061,Cancer
1055,HNF1A,HNF1A,Not specified,rs1800574-<b>T</b>,3 x 10-14,,0.033,'-,0.0846 mg/dL decrease,[0.063-0.106],"HNF1A, HNF1A-AS1",Urate levels,urate measurement,GCST008972,12:120979061,Cancer
1056,HNF1A,HNF1A,Not specified,rs2244608-<b>A</b>,2 x 10-13,(women),0.37470001,'-,0.0344 mg/dL decrease,[0.025-0.044],"HNF1A, HNF1A-AS1",Urate levels,urate measurement,GCST008973,12:120979185,Cancer
1057,HNF1A,HNF1A,Not specified,rs2244608-<b>A</b>,8 x 10-8,(women),0.68,'-,0.036 mg/dl increase,[0.023-0.049],"HNF1A, HNF1A-AS1",Urate levels,urate measurement,GCST001791,12:120979185,Cancer
1060,HNF1A,HNF1A,Not specified,rs1169303-<b>A</b>,5 x 10-12,,0.51,'-,0.0126 unit increase,[0.009-0.0162],HNF1A,Urate levels,urate measurement,GCST011119,12:120998573,Cancer
1069,HNF1A,HNF1A,Not specified,"rs10774577-<b>C</b>, rs6489785-<b>T</b>, rs7300612-<b>C</b>, rs7969196-<b>G</b>, rs11065341-<b>T</b>, rs2701179-<b>C</b>, rs868795-<b>C</b>",1 x 10-24,,0,'-,'-,'-,RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,12:120926521|12:120925921|12:120926389|12:120939853|12:120932157|12:120937874|12:120933430,Cancer
1070,HNF1A,HNF1A,Not specified,"rs10774577-<b>T</b>, rs6489785-<b>T</b>, rs7300612-<b>C</b>, rs7969196-<b>G</b>, rs11065341-<b>T</b>, rs2701179-<b>C</b>, rs868795-<b>C</b>",1 x 10-14,,0.312,'-,'-,'-,RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,12:120926521|12:120925921|12:120926389|12:120939853|12:120932157|12:120937874|12:120933430,Cancer
1071,HNF1A,HNF1A,Not specified,rs7953249-<b>G</b>,5 x 10-10,,0.417632,1.0834533,'-,[1.05604177574809-1.1115762691869],HNF1A-AS1,Epithelial ovarian cancer,ovarian carcinoma,GCST004462,12:120965921,Cancer
1072,HNF1A,HNF1A,Not specified,rs7953249-<b>G</b>,6 x 10-6,,0.417632,1.0621586,'-,[1.0348111352015-1.09022867520121],HNF1A-AS1,Invasive epithelial ovarian cancer,ovarian carcinoma,GCST004415,12:120965921,Cancer
1073,HNF1A,HNF1A,Not specified,rs7953249-<b>G</b>,8 x 10-7,,0.417632,1.0811644,'-,[1.04824881016487-1.11511353852335],HNF1A-AS1,High-grade serous ovarian cancer,ovarian serous carcinoma,GCST004480,12:120965921,Cancer
1074,HNF1A,HNF1A,Not specified,rs7953249-<b>G</b>,3 x 10-7,,0.417632,1.0817573,'-,[1.04973458497305-1.11475700006623],HNF1A-AS1,Serous invasive ovarian cancer,ovarian serous carcinoma,GCST004478,12:120965921,Cancer
1075,HNF1A,HNF1A,Not specified,rs7979473-<b>A</b>,3 x 10-22,,0.4,'-,0.0792 unit increase,'-,HNF1A,Galectin-3 levels,galectin-3 measurement,GCST90012009,12:120982457,Cancer
1076,HNF1A,HNF1A,Not specified,rs7310409-<b>A</b>,6 x 10-7,,0.386,1.11,'-,[1.06-1.15],HNF1A,Pancreatic cancer,pancreatic carcinoma,GCST002991,12:120987058,Cancer
1077,HNF1A,HNF1A,Not specified,rs1169296-<b>G</b>,3 x 10-7,,NR,1.12,'-,[1.07-1.17],HNF1A,Pancreatic ductal adenocarcinoma,pancreatic carcinoma,GCST007235,12:120990604,Cancer
1078,HNF1A,HNF1A,Not specified,rs2464195-<b>G</b>,3 x 10-8,,0.63,1.0752687,'-,[1.04-1.1],HNF1A,"Breast cancer (estrogen-receptor negative, progesterone-receptor negative, and human epidermal growth factor-receptor negative)",triple-negative breast cancer,GCST010100,12:120997672,Cancer
1197,HNF1A,HNF1A-AS1,Not specified,rs1169288-<b>A</b>,5 x 10-8,(East Asian),0.4958,'-,0.0355 mg/dL increase,[0.023-0.048],"HNF1A-AS1, HNF1A",Urate levels,urate measurement,GCST008972,12:120978847,Cancer
1198,HNF1A,HNF1A-AS1,Not specified,rs1800574-<b>T</b>,3 x 10-12,,0.0314,'-,0.080982 mg/dL decrease,[0.058-0.104],"HNF1A, HNF1A-AS1",Urate levels,urate measurement,GCST008971,12:120979061,Cancer
1199,HNF1A,HNF1A-AS1,Not specified,rs1800574-<b>T</b>,3 x 10-14,,0.033,'-,0.0846 mg/dL decrease,[0.063-0.106],"HNF1A, HNF1A-AS1",Urate levels,urate measurement,GCST008972,12:120979061,Cancer
1200,HNF1A,HNF1A-AS1,Not specified,rs2244608-<b>A</b>,2 x 10-13,(women),0.37470001,'-,0.0344 mg/dL decrease,[0.025-0.044],"HNF1A, HNF1A-AS1",Urate levels,urate measurement,GCST008973,12:120979185,Cancer
1201,HNF1A,HNF1A-AS1,Not specified,rs2244608-<b>A</b>,8 x 10-8,(women),0.68,'-,0.036 mg/dl increase,[0.023-0.049],"HNF1A, HNF1A-AS1",Urate levels,urate measurement,GCST001791,12:120979185,Cancer
1204,HNF1A,HNF1A-AS1,Not specified,"rs10774577-<b>C</b>, rs6489785-<b>T</b>, rs7300612-<b>C</b>, rs7969196-<b>G</b>, rs11065341-<b>T</b>, rs2701179-<b>C</b>, rs868795-<b>C</b>",1 x 10-24,,0,'-,'-,'-,RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,12:120926521|12:120925921|12:120926389|12:120939853|12:120932157|12:120937874|12:120933430,Cancer
1205,HNF1A,HNF1A-AS1,Not specified,"rs10774577-<b>T</b>, rs6489785-<b>T</b>, rs7300612-<b>C</b>, rs7969196-<b>G</b>, rs11065341-<b>T</b>, rs2701179-<b>C</b>, rs868795-<b>C</b>",1 x 10-14,,0.312,'-,'-,'-,RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1; RPL12P33 - HNF1A-AS1,Core binding factor acute myeloid leukemia,acute myeloid leukemia,GCST008413,12:120926521|12:120925921|12:120926389|12:120939853|12:120932157|12:120937874|12:120933430,Cancer
1206,HNF1A,HNF1A-AS1,Not specified,rs7953249-<b>G</b>,5 x 10-10,,0.417632,1.0834533,'-,[1.05604177574809-1.1115762691869],HNF1A-AS1,Epithelial ovarian cancer,ovarian carcinoma,GCST004462,12:120965921,Cancer
1207,HNF1A,HNF1A-AS1,Not specified,rs7953249-<b>G</b>,6 x 10-6,,0.417632,1.0621586,'-,[1.0348111352015-1.09022867520121],HNF1A-AS1,Invasive epithelial ovarian cancer,ovarian carcinoma,GCST004415,12:120965921,Cancer
1208,HNF1A,HNF1A-AS1,Not specified,rs7953249-<b>G</b>,8 x 10-7,,0.417632,1.0811644,'-,[1.04824881016487-1.11511353852335],HNF1A-AS1,High-grade serous ovarian cancer,ovarian serous carcinoma,GCST004480,12:120965921,Cancer
1209,HNF1A,HNF1A-AS1,Not specified,rs7953249-<b>G</b>,3 x 10-7,,0.417632,1.0817573,'-,[1.04973458497305-1.11475700006623],HNF1A-AS1,Serous invasive ovarian cancer,ovarian serous carcinoma,GCST004478,12:120965921,Cancer
2464,RAC1,PAK1,Not specified,rs571866661-<b>C</b>,5 x 10-7,,0.88,1.2820514,'-,[1.16-1.43],"TOMM20P1, PAK1",Endometrial cancer (Non-endometrioid histology),endometrial carcinoma,GCST006466,11:77315297,Cancer
2584,RAC1,RAC1,Not specified,rs836489-<b>G</b>,1 x 10-8,,0.493352,1.0526316,'-,[1.03-1.06],RAC1,Keratinocyte cancer (MTAG),keratinocyte carcinoma,GCST008870,7:6379042,Cancer
2585,RAC1,RAC1,Not specified,rs836489-<b>G</b>,1 x 10-6,,NR,1.0416667,'-,[1.02-1.06],RAC1,Basal cell carcinoma,basal cell carcinoma,GCST008871,7:6379042,Cancer
